white_elo,black_elo,result,time_control,opening_moves,eco_code,opening_name,avg_elo,rating_group
1722,1680,white,180+0,e4 e6 Nf3 d5 exd5 Qxd5 Be2 Qd8 O-O Nf6,C00,French Defense: Knight Variation,1701,advanced
1411,1690,white,120+0,e4 e5 Nf3 Nc6 Nc3 Nf6 Bb5 Bb4 d3 O-O,C49,"Four Knights Game: Spanish Variation, Double Spanish",1550,intermediate
1657,1528,black,180+1,d4 c5 d5 Nf6 c4 e6 Bg5 exd5 cxd5 h6,A43,Benoni Defense: Benoni-Indian Defense,1592,intermediate
1247,1500,white,300+2,e3 e6 h4 Nc6 Nf3 b5 Ng5 Ne5 Bxb5 Bb7,A00,Van't Kruijs Opening,1373,intermediate
1500,1465,black,300+2,e4 e5 d3 h6 Be2 Bc5 Nh3 Nc6 O-O d6,C20,King's Pawn Game: Leonardis Variation,1482,intermediate
1831,1705,black,0+1,d4 e6 c4 c5 Nc3 b6 d5 e5 e4 d6,A40,Horwitz Defense,1768,advanced
1519,1435,white,660+6,e4 d6 d4 g6 c4 Bg7 Be3 Nf6 Nc3 c6,B00,Pirc Defense,1477,intermediate
1937,1852,white,60+0,d4 c5 c4 cxd4 Qxd4 Nc6 Qd1 e5 Nf3 f5,A43,Benoni Defense: Old Benoni,1894,advanced
1515,1591,white,300+1,e4 e6 Bc4 d5 exd5 exd5 Bb3 Nf6 d4 Bd6,C00,French Defense,1553,intermediate
1587,1405,white,300+0,e4 e5 Nf3 d6 Bc4 Bg4 Nc3 Nc6 Be2 Bxf3,C41,Philidor Defense,1496,intermediate
1942,1817,draw,300+15,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4,C54,"Italian Game: Classical Variation, Center Attack",1879,advanced
1566,1433,white,600+0,b3 Nc6 Bb2 Nf6 e3 d6 f4 e5 fxe5 dxe5,A01,Nimzo-Larsen Attack,1499,intermediate
1482,1406,black,300+0,e4 e5 f4 d5 Bc4 dxc4 Qf3 exf4 Qxf4 Nc6,C31,King's Gambit Declined: Falkbeer Countergambit,1444,intermediate
1561,1324,black,180+0,g4 d5 g5 h6 d4 Qd6 Nf3 Bg4 Bg2 f6,A00,Grob Opening,1442,intermediate
1615,1428,white,120+0,Nf3 c5 g3 d5 Bg2 e6 O-O Bd6 c4 d4,A04,Zukertort Opening: Sicilian Invitation,1521,intermediate
1719,1816,black,0+1,d4 c6 c4 d5 e3 Nf6 f4 e6 Nf3 Be7,A40,Queen's Pawn Game,1767,advanced
1551,1582,black,300+0,d3 d5 e3 e5 a3 Nc6 h3 h5 b3 a6,A00,Mieses Opening,1566,intermediate
1912,1143,white,240+0,e4 e5 f4 exf4 Nf3 f6 Bc4 d6 d4 g5,C34,King's Gambit Accepted: King's Knight's Gambit,1527,intermediate
1734,1719,black,240+0,d4 Nf6 Nf3 e6 e3 c5 Be2 cxd4 exd4 d5,A46,Yusupov-Rubinstein System,1726,advanced
1292,1346,white,120+0,e4 e5 Bc4 Bc5 Qf3 Nf6 h3 Nc6 c3 d5,C23,Bishop's Opening: Boi Variation,1319,intermediate
1418,1581,black,-,e3 e6 Qh5 g6 Qb5 c6 Qd3 Na6 Qd4 c5,A00,Van't Kruijs Opening,1499,intermediate
1679,1604,white,480+0,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 d3 Bg4,C68,Ruy Lopez: Exchange Variation,1641,advanced
2030,1777,white,120+0,e4 e5 Nf3 Nc6 Bb5 Nge7 O-O g6 Re1 Bg7,C60,Ruy Lopez: Cozio Defense,1903,expert
1775,1568,black,300+8,b4 e6 Bb2 Nf6 b5 a6 e3 axb5 Bxb5 c6,A00,Polish Opening: Queenside Defense,1671,advanced
1824,1711,black,0+1,e4 e6 Nf3 c5 d4 b6 dxc5 bxc5 Be2 d6,C00,French Defense: Knight Variation,1767,advanced
1470,1465,white,60+3,g3 e5 Bg2 d5 e3 e4 Ne2 c6 d3 Nf6,A00,Hungarian Opening,1467,intermediate
1610,1618,black,420+1,e4 e6 f4 Be7 Nf3 a6 d4 b5 a3 Bb7,C00,French Defense: La Bourdonnais Variation,1614,advanced
1725,1810,black,0+1,e4 d5 e5 c5 c3 e6 d4 Nc6 Be3 Bd7,B01,Scandinavian Defense,1767,advanced
1423,1636,black,120+0,e4 c5 f4 a6 Nf3 Nc6 d3 d6 Nc3 Bg4,B21,Sicilian Defense: McDonnell Attack,1529,intermediate
1360,1464,white,900+0,e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Bc5,C51,"Italian Game: Evans Gambit, McDonnell Defense",1412,intermediate
1469,1667,black,300+0,e4 c6 f4 d5 exd5 cxd5 Nf3 Bg4 Be2 Nf6,B10,Caro-Kann Defense,1568,intermediate
1350,1649,black,600+0,e4 c5 Nf3 d6 Bc4 e6 d4 cxd4 Nxd4 Nc6,B50,Sicilian Defense: Modern Variations,1499,intermediate
1222,1770,black,300+0,e4 c5 d4 cxd4 Qxd4 Nc6 Qc4 e6 Nf3 a6,B21,Sicilian Defense: Smith-Morra Gambit,1496,intermediate
1839,1732,draw,180+0,e4 e5 Bd3 Nc6 Nc3 Nf6 Nge2 Bc5 Ng3 O-O,C20,King's Pawn Game: Tortoise Opening,1785,advanced
1490,1500,white,600+10,e4 e5 c3 d5 Bd3 d4 c4 Nc6 a3 Nf6,C20,King's Pawn Game: MacLeod Attack,1495,intermediate
1462,1361,white,240+5,e4 e5 Qh5 Nc6 Bc4 Qf6 c3 Bc5 Nf3 g6,C20,King's Pawn Game: Wayward Queen Attack,1411,intermediate
1481,1607,black,900+0,e4 c5 Nf3 d6 Nc3 Nc6 Bc4 Nf6 d3 a6,B50,Sicilian Defense: Modern Variations,1544,intermediate
1671,1995,black,180+0,d4 Nf6 e3 c5 Nf3 d5 c4 cxd4 Qxd4 Nc6,A45,Indian Defense,1833,advanced
1542,1641,black,180+1,e4 d6 Nf3 g6 h3 Bg7 Bc4 Nf6 d3 O-O,B00,Pirc Defense,1591,intermediate
1717,1818,black,0+1,e4 d6 f4 e5 f5 c5 c4 Nc6 d3 Nd4,B00,Rat Defense: Harmonist,1767,advanced
1537,1355,black,180+0,d3 e5 e3 d5 Qe2 Nc6 f3 Nf6 h3 Bb4+,A00,Mieses Opening: Reversed Rat,1446,intermediate
1592,1721,black,240+0,d4 d5 e3 Nf6 Nc3 e6 Qf3 Bb4 Bd2 Nbd7,D00,Queen's Pawn Game,1656,advanced
1541,1500,black,300+0,d3 e5 e3 d5 a3 c5 b3 Nc6 Bb2 Nf6,A00,Mieses Opening: Reversed Rat,1520,intermediate
1946,1597,white,60+0,d4 Nf6 c4 e6 Nc3 c5 Nf3 cxd4 Nxd4 d5,A50,Indian Defense: Normal Variation,1771,advanced
1464,1544,black,300+0,e4 g5 d4 g4 Be3 Nc6 Bd3 d5 Qxg4 Bxg4,B00,Borg Defense,1504,intermediate
1532,1344,white,300+0,d3 d5 e3 e6 a3 Nc6 h3 d4 e4 e5,A00,Mieses Opening,1438,intermediate
1826,1709,black,0+1,e4 e6 Nf3 c5 d4 b6 dxc5 bxc5 Be2 d6,C00,French Defense: Knight Variation,1767,advanced
1269,1378,white,300+2,h4 e5 Nf3 Bb4 Ng5 h6 Nxf7 Kxf7 c3 g5,A00,Kádas Opening,1323,intermediate
1668,1771,black,300+0,d4 d5 e3 e6 Nf3 c5 c4 cxd4 Qxd4 Nc6,D00,Queen's Pawn Game,1719,advanced
1159,1635,black,300+2,Nf3 Nf6 c3 Nc6 Qa4 d5 Qb3 e5 Nxe5 Nxe5,A05,Zukertort Opening,1397,intermediate
1593,1378,white,300+0,e4 c5 Nc3 Nc6 Nf3 e6 d4 cxd4 Nxd4 Nxd4,B23,"Sicilian Defense: Closed, Traditional",1485,intermediate
1877,1591,white,660+5,e4 g6 d4 e6 c3 Nc6 Bd3 Bg7 Ne2 Nge7,B06,Modern Defense,1734,advanced
1654,2035,black,120+0,Nf3 b6 Nc3 Bb7 e4 e6 d4 Bb4 Bd3 Nf6,A04,Zukertort Opening: Queenside Fianchetto Variation,1844,advanced
1307,1443,black,120+0,e4 d6 Bc4 c6 Qf3 e6 d4 d5 exd5 cxd5,B00,Pirc Defense,1375,intermediate
1594,1949,black,60+0,e4 e6 d4 d5 Nc3 Nf6 e5 Nfd7 f4 f6,C11,"French Defense: Classical Variation, Steinitz Variation",1771,advanced
1729,1585,white,240+0,d4 e6 Nf3 d5 e3 c6 Bd3 a6 O-O f5,A40,Horwitz Defense,1657,advanced
1519,1696,white,180+0,d3 e5 e3 d5 f3 c5 Qe2 Nc6 g4 Nf6,A00,Mieses Opening: Reversed Rat,1607,advanced
1417,1449,white,120+0,e4 e5 f4 d6 Nf3 f6 fxe5 dxe5 Nxe5 fxe5,C30,King's Gambit,1433,intermediate
1368,1262,white,300+2,d4 g6 Nf3 Bg7 Nc3 Nf6 e4 d6 e5 dxe5,A40,Queen's Pawn Game: Modern Defense,1315,intermediate
1324,1646,black,120+0,d4 Nf6 e4 c5 e5 Ne4 f3 Nf2 Qe2 Nxh1,A45,Indian Defense: Omega Gambit,1485,intermediate
1432,1430,white,120+0,e4 e5 d4 exd4 Qxd4 Nc6 Qd3 Ne5 Qe3 d6,C22,Center Game: Normal Variation,1431,intermediate
1338,1538,black,300+0,d4 e6 Nc3 d6 Nf3 h6 e4 a6 Bf4 g6,A40,Horwitz Defense,1438,intermediate
1500,1611,black,600+5,e4 e6 f3 d5 e5 Nc6 f4 Nh6 d4 Nf5,C00,French Defense,1555,intermediate
1723,1951,black,0+1,e4 e6 d4 d5 e5 f6 c3 c5 f3 Nc6,C02,French Defense: Advance Variation,1837,advanced
1690,1309,white,600+0,c4 e5 Nc3 f6 g4 Nc6 Bg2 Bb4 Nf3 b6,A21,"English Opening: King's English Variation, Reversed Sicilian",1499,intermediate
1649,1534,white,180+1,a3 e5 d3 d5 g3 b6 Bg2 Bb7 Nf3 e4,A00,Anderssen's Opening,1591,intermediate
1955,1714,white,300+13,e4 e5 Nf3 Nf6 Nc3 Nc6 Bc4 Bb4 d3 O-O,C42,Petrov's Defense: Three Knights Game,1834,advanced
1475,1492,black,240+5,b4 d5 Bb2 Nf6 Nf3 a6 e3 Nc6 a3 Bg4,A00,"Polish Opening, with d5",1483,intermediate
1688,1279,white,480+0,e4 e5 Nf3 Qe7 Bc4 c6 d3 b5 Bb3 a5,C40,Gunderam Defense,1483,intermediate
1714,1961,black,0+1,d3 e6 f4 d5 e4 dxe4 d4 c5 Be3 cxd4,A00,Mieses Opening,1837,advanced
1957,1719,white,0+1,e4 c5 Nf3 d6 c3 b6 d4 e6 e5 d5,B50,"Sicilian Defense: Delayed Alapin Variation, with d6",1838,advanced
1455,1500,black,300+0,e4 e5 f4 exf4 Nf3 g5 Bc4 g4 O-O gxf3,C37,"King's Gambit Accepted: Muzio Gambit, Wild Muzio Gambit",1477,intermediate
1498,1660,black,180+0,e4 e6 Nf3 d5 exd5 Qxd5 d3 Nf6 Nc3 Qd8,C00,French Defense: Knight Variation,1579,intermediate
976,1427,black,420+8,c4 d6 Nc3 g6 g4 Bg7 Bh3 Nf6 Qa4+ Bd7,A10,English Opening,1201,novice
1449,1376,white,900+0,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 Qe7 Bxf7+ Kd8,C57,"Italian Game: Two Knights Defense, Knight Attack",1412,intermediate
1423,1552,black,300+5,e4 g5 Nc3 g4 Qxg4 d5 Qf3 dxe4 Nxe4 Nc6,B00,Borg Defense,1487,intermediate
1691,1596,white,480+0,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 d3 Qf6,C68,Ruy Lopez: Exchange Variation,1643,advanced
1538,1774,white,600+0,e4 e5 Nf3 Nf6 Nc3 d6 h3 Nc6 Bb5 Bd7,C42,Petrov's Defense: Three Knights Game,1656,advanced
1597,1746,white,300+8,e4 g6 Nc3 Bg7 Nf3 d6 d4 Nd7 h3 Ngf6,B06,Modern Defense,1671,advanced
1589,1379,white,300+0,d4 e6 g3 d5 Bg2 Nf6 Nf3 Bd6 c3 Bd7,A40,Horwitz Defense,1484,intermediate
1645,1653,white,540+10,e3 d5 b3 c5 h4 e6 h5 Bd6 Qg4 Qf6,A00,Van't Kruijs Opening,1649,advanced
1735,1999,black,180+0,e4 c5 Nf3 Nf6 e5 Nd5 c3 Nb6 d4 e6,B29,"Sicilian Defense: Nimzowitsch Variation, Advance Variation",1867,advanced
1739,1508,white,1200+0,e4 c5 Nf3 a6 Bc4 Qa5 a3 Nc6 O-O Qc7,B28,Sicilian Defense: O'Kelly Variation,1623,advanced
1499,1456,white,180+10,e4 e5 Nf3 Nc6 Bc4 Nf6 d4 d5 Bxd5 Nxd5,C56,"Italian Game: Two Knights Defense, Open Variation",1477,intermediate
1527,1449,white,660+6,e4 e6 d4 d5 e5 c5 c3 Qb6 Nf3 Nh6,C02,French Defense: Advance Variation,1488,intermediate
1607,1249,white,540+9,e4 e5 d4 Qf6 dxe5 Qxe5 Nc3 Bc5 Nf3 c6,C20,Center Game,1428,intermediate
1475,1135,white,300+2,e4 e5 f4 exf4 Nf3 Bb4 Bc4 c6 c3 Nh6,C34,King's Gambit Accepted: King's Knight's Gambit,1305,intermediate
1656,1320,white,120+0,Nf3 e6 Nc3 d5 d4 Bb4 Bd2 Bxc3 bxc3 b6,A04,Zukertort Opening: Queen's Gambit Invitation,1488,intermediate
1657,1805,black,180+1,a3 d5 d3 e5 g3 Nf6 Bg2 Bf5 Nf3 e4,A00,Anderssen's Opening,1731,advanced
1620,1493,white,420+3,e4 c6 d4 d6 f4 g6 Nf3 Bg7 Nc3 Bg4,B12,Caro-Kann Defense,1556,intermediate
1532,1332,draw,180+0,d3 d5 e3 e5 Qe2 f6 f3 Nc6 h3 Be6,A00,Mieses Opening,1432,intermediate
1544,1202,white,300+0,d3 e5 e3 d5 a3 Qe7 h3 d4 e4 f6,A00,Mieses Opening: Reversed Rat,1373,intermediate
1635,1666,black,240+0,e3 e6 d3 d5 g3 Nf6 Bg2 b6 h3 Bb7,A00,Van't Kruijs Opening,1650,advanced
1731,1343,white,180+0,e4 Nc6 Nf3 e6 d4 d5 e5 Bb4+ c3 Ba5,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation,1537,intermediate
1500,1617,white,600+5,e4 e6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6+ Qxf6,C10,French Defense: Rubinstein Variation,1558,intermediate
1491,1869,black,180+0,e4 e5 Nf3 Nc6 Bb5 Nf6 Bxc6 dxc6 d3 Bd6,C65,Ruy Lopez: Berlin Defense,1680,advanced
1735,1666,white,180+0,d4 d5 Bf4 Nc6 Nc3 g6 Nb5 e5 dxe5 a6,D00,Queen's Pawn Game: Accelerated London System,1700,advanced
1502,1744,black,1200+0,e4 e6 d4 d5 e5 c5 f4 Qb6 Nf3 Nc6,C02,French Defense: Advance Variation,1623,advanced
1373,1218,white,420+0,e4 d5 exd5 Qxd5 Nc3 Qf5 Bb5+ Bd7 Ba4 Bxa4,B01,Scandinavian Defense: Mieses-Kotroc Variation,1295,novice
1529,1361,white,60+2,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 O-O,C50,Italian Game: Giuoco Piano,1445,intermediate
1628,1599,white,420+1,e4 e5 Nc3 Nc6 Nf3 Bc5 Bb5 Nge7 Nd5 O-O,C25,Vienna Game: Max Lange Defense,1613,advanced
1831,2090,white,180+0,Nf3 b6 g3 Bb7 Bg2 e6 O-O Nf6 d4 Be7,A04,Zukertort Opening: Queenside Fianchetto Variation,1960,expert
1388,1447,white,120+1,d4 d5 b3 Nc6 c4 dxc4 bxc4 Nb4 Qa4+ Nc6,D00,Queen's Pawn Game,1417,intermediate
2005,1865,black,240+2,d4 Nf6 Nf3 d5 c4 g6 cxd5 Nxd5 Nc3 Nxc3,A46,Indian Defense: Knights Variation,1935,expert
1736,1341,white,240+0,d4 d5 Nf3 Nc6 e3 e6 Bb5 a6 Bxc6+ bxc6,D02,Queen's Pawn Game: Chigorin Variation,1538,intermediate
1599,1782,black,300+0,e4 c5 Nf3 Nc6 c3 d6 d4 cxd4 Nxd4 e5,B30,Sicilian Defense: Old Sicilian,1690,advanced
1271,1496,black,1500+15,Nf3 d5 e3 Nf6 d4 e6 Na3 c5 Bb5+ Bd7,A06,Zukertort Opening,1383,intermediate
1526,1274,white,180+0,d3 b6 e3 Bb7 Qe2 Nc6 f3 g6 h3 Bg7,A00,Mieses Opening,1400,intermediate
1245,1610,black,540+9,e4 e5 Qf3 Nc6 c3 d6 Bc4 Nf6 b3 Bg4,C20,King's Pawn Game: Napoleon Attack,1427,intermediate
1388,1468,black,360+15,e4 c5 Bc4 e6 d4 cxd4 Qxd4 Nc6 Qe3 b6,B20,Sicilian Defense: Bowdler Attack,1428,intermediate
1637,1651,draw,180+1,e4 d6 Nf3 g6 d4 Bg7 Nc3 Nf6 Bd3 O-O,B00,Pirc Defense,1644,advanced
1504,1434,black,900+0,e4 e6 Qf3 d5 e5 c5 c3 Qb6 d4 Nh6,C00,French Defense,1469,intermediate
1663,1875,white,60+0,d4 Nf6 c4 e6 Nc3 Bb4 Nf3 c5 e3 cxd4,E21,Nimzo-Indian Defense: Three Knights Variation,1769,advanced
1517,1445,black,180+10,d4 d5 Nf3 Nc6 Nc3 e6 e4 Bb4 a3 Bxc3+,D02,Queen's Pawn Game: Chigorin Variation,1481,intermediate
1536,1494,black,120+0,e4 e5 Nf3 Bc5 Bc4 Nf6 Bxf7+ Kxf7 Nxe5+ Kf8,C40,King's Pawn Game: Busch-Gass Gambit,1515,intermediate
1531,1683,black,180+0,d3 d5 e3 e6 Qe2 Bd6 f3 Qe7 h3 Nf6,A00,Mieses Opening,1607,advanced
1547,1445,black,300+0,d3 d5 e3 Nc6 a3 Nf6 h3 e5 b3 Bd6,A00,Mieses Opening,1496,intermediate
1555,1466,white,1200+0,e4 Nc6 Nf3 d6 Bc4 e5 O-O Qf6 Bb5 Bd7,B00,Nimzowitsch Defense: Williams Variation,1510,intermediate
1760,1678,white,60+0,e4 d5 exd5 Nf6 Nc3 Bg4 Be2 Bxe2 Ngxe2 Nxd5,B01,Scandinavian Defense: Modern Variation,1719,advanced
1360,1633,white,420+0,e4 d6 d4 Nc6 Nf3 Bg4 Be2 h5 Nc3 Qc8,B00,Pirc Defense,1496,intermediate
1738,1676,white,240+0,d4 e6 Nf3 d5 e3 Nf6 Bd3 b6 O-O Bb7,A40,Horwitz Defense,1707,advanced
1403,1245,black,120+1,d4 d6 e4 e5 d5 c6 c4 cxd5 cxd5 Nf6,A41,Queen's Pawn Game,1324,intermediate
1149,1530,black,300+8,e4 e5 Qh5 Nc6 Bc4 Qe7 d3 Nf6 Qf5 Nd4,C20,King's Pawn Game: Wayward Queen Attack,1339,intermediate
1508,1522,black,120+0,e4 e5 Bc4 Nc6 Nf3 Nd4 Nxe5 Qg5 Bxf7+ Ke7,C23,Bishop's Opening,1515,intermediate
1615,1378,white,240+0,e3 e5 d3 d5 g3 c6 Bg2 f6 h3 h6,A00,Van't Kruijs Opening,1496,intermediate
1789,1593,white,300+0,d4 g6 e4 Bg7 Nf3 c5 Be3 cxd4 Bxd4 Bxd4,A40,Queen's Pawn Game: Modern Defense,1691,advanced
1836,1786,black,300+6,e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 e5,B50,Sicilian Defense,1811,advanced
1656,1738,draw,540+10,e3 e5 b3 Nf6 Bb2 c5 Bxe5 Nc6 Bb2 d5,A00,Van't Kruijs Opening,1697,advanced
1435,1376,black,660+11,e4 g6 d4 Bg7 e5 Nc6 Nf3 d6 Bf4 f5,B06,Modern Defense,1405,intermediate
1772,1621,white,120+0,e4 e5 Nf3 d6 d4 exd4 Qxd4 c5 Qc3 Be6,C41,Philidor Defense: Exchange Variation,1696,advanced
1822,1937,white,300+15,e4 d5 exd5 Qxd5 Nc3 Qa5 Nf3 Nf6 Bc4 e6,B01,Scandinavian Defense: Main Line,1879,advanced
1320,1498,white,600+10,e4 e6 d4 Nf6 e5 Nd5 Nc3 Bb4 Bd2 Bxc3,C00,French Defense: Mediterranean Defense,1409,intermediate
1532,1420,white,300+0,d3 d5 e3 e6 a3 Nc6 h3 Nf6 b3 Bd6,A00,Mieses Opening,1476,intermediate
1524,1460,white,180+0,d3 d5 e3 e5 Qe2 Nc6 f3 Nf6 g4 d4,A00,Mieses Opening,1492,intermediate
1350,1536,black,660+6,d4 d5 Qd3 Nf6 Nf3 g6 e3 Bf5 Be2 Bxd3,D00,Amazon Attack,1443,intermediate
2075,1710,white,0+1,d4 e6 Nf3 c5 g3 b6 Bg2 Bb7 dxc5 bxc5,A40,Horwitz Defense,1892,advanced
1559,1423,white,240+0,g4 d5 g5 e5 a3 Qxg5 d4 Qe7 dxe5 Qxe5,A00,Grob Opening,1491,intermediate
1471,1415,black,240+5,e4 b6 Qf3 Bb7 Bc4 e6 d4 Nf6 Nc3 Bb4,B00,Owen Defense,1443,intermediate
1508,1734,white,300+0,d4 d5 c4 c6 c5 e6 Nf3 Be7 Bf4 Nf6,D10,Slav Defense,1621,advanced
1253,1536,black,300+2,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 Nf6 O-O O-O,C50,Italian Game: Giuoco Pianissimo,1394,intermediate
1534,1496,black,120+0,e4 e5 Nf3 Bc5 Bc4 Nf6 Bxf7+ Kxf7 Nxe5+ Kf8,C40,King's Pawn Game: Busch-Gass Gambit,1515,intermediate
970,1720,black,300+8,d3 d5 c3 e5 Nf3 Bd6 d4 e4 Nfd2 Nf6,A00,Mieses Opening,1345,intermediate
1571,1729,white,900+0,d4 d5 c4 e5 Nc3 Bb4 Bd2 Bxc3 Bxc3 e4,D08,Queen's Gambit Declined: Albin Countergambit,1650,advanced
