white_elo,black_elo,result,time_control,opening_moves
1402,1868,black,300+0,b3 e5 Bb2 d6 e3 Nf6 Nf3 Be7 Qe2 Bg4
1658,1619,white,600+8,e4 e5 Nf3 Nc6 Bb5 Nf6 Bxc6 dxc6 Nxe5 Qe7
1047,1487,black,60+2,e4 e5 Nf3 Nc6 Nc3 Bc5 Nd5 f5 d4 Bxd4
1854,1676,white,240+0,e4 g6 d4 Bg7 Be3 e6 Nc3 Ne7 Nf3 O-O
1809,1847,white,180+0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 Be3 Bg7
1541,1680,black,240+0,d4 Nf6 Bf4 Nh5 Bg5 h6 Bh4 g5 Bg3 f5
1246,1278,black,720+0,d4 d5 Nc3 e6 e3 Bb4 Bb5+ c6 Bd3 b5
1678,1526,white,0+1,d3 c5 Bd2 d5 Bc3 e5 Bd2 Nc6 e3 f5
1657,1477,black,180+3,c4 e5 e4 Nf6 Nc3 Bb4 Bd3 Na6 Nge2 Nc5
1709,1783,white,300+8,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 d6 Nc3 Nxd4
1466,1597,black,420+4,d4 d5 c4 c6 Nc3 Nf6 Bg5 Bf5 Bxf6 exf6
1820,1784,white,60+0,e4 e5 f4 exf4 h4 d5 exd5 Qxd5 Nf3 Nf6
1670,1870,black,240+0,d4 Nf6 Nf3 g6 e3 Bg7 Be2 O-O O-O d5
1686,1638,white,180+0,e4 e5 f4 f6 Nf3 Nc6 fxe5 fxe5 d4 d6
1457,1687,white,600+10,d4 e6 c4 d5 a3 c5 Nc3 Nc6 cxd5 exd5
1491,1345,black,300+5,d4 g6 c4 c6 Nc3 e6 Nf3 Nf6 h3 Qa5
1483,1562,black,120+0,e4 c5 c3 d6 d4 cxd4 cxd4 Nf6 Nc3 g6
1685,1639,black,0+1,d3 c5 Bd2 g6 Bc3 Nf6 Bxf6 exf6 c3 Bg7
1830,1774,white,60+0,e4 e5 f4 exf4 h4 d5 exd5 Qxd5 Nf3 Bg4
1500,1585,white,300+3,e4 e5 Bc4 Nf6 Nc3 Nc6 Nf3 Bc5 d3 h6
1764,1676,black,480+0,e4 e5 Nf3 Nc6 Bb5 d6 Bxc6+ bxc6 O-O Be7
1391,1534,black,300+0,e4 e5 Nf3 d6 Nc3 Be7 d4 exd4 Nxd4 Nf6
1376,1490,black,60+2,b4 e5 Bb2 Bxb4 Bxe5 Nf6 g3 O-O Bg2 d6
1883,1664,white,240+0,e4 e5 Nf3 Nc6 Bc4 h6 d4 exd4 Nxd4 Nge7
2076,1673,black,0+1,e4 d5 exd5 Qxd5 Nf3 e6 Be2 Nf6 O-O Bc5
1684,1474,white,1440+0,d4 d5 c4 Nf6 Nc3 Nc6 Nf3 Ne4 cxd5 Nxf2
1422,1630,black,1800+0,e4 e5 Nf3 Nc6 d4 d5 Bg5 f6 Bd2 dxe4
1599,1555,white,240+1,e4 c6 Nf3 d5 e5 Bg4 d4 e6 Nc3 Qc7
1573,1423,white,300+2,e4 e6 Nf3 d6 Nc3 h6 d4 Bd7 Bd3 Nc6
1685,1474,black,300+0,e4 Nc6 d4 e6 Nf3 g6 Nc3 Bg7 Be3 Nge7
1765,1840,white,60+0,e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Nc3 Be7
1625,1281,black,600+8,e4 e5 Bc4 Qh4 d3 Bc5 Qf3 Nh6 Bxh6 Qxh6
1672,1575,white,120+0,d3 c5 Bd2 d6 Bc3 Nd7 Nf3 Ngf6 Ng5 g6
1532,1630,white,240+1,c4 d5 cxd5 Qxd5 Nc3 Qd8 Nf3 Nc6 g3 e5
1415,1579,black,300+2,e4 e5 Bc4 Nf6 d3 Nc6 Bg5 Be7 Ne2 d6
1311,1505,black,600+8,Nf3 d5 Nc3 d4 Nb5 Bd7 Nbxd4 Bg4 e3 Nf6
1305,1469,black,960+6,e4 e5 Nf3 Nf6 Nc3 Nc6 d4 Nxd4 Nxd4 exd4
1355,1439,black,120+15,e4 e5 Nf3 d6 h3 g6 d3 Bg7 c4 c5
1659,1546,white,240+0,d4 d5 Nf3 e6 e3 c5 Be2 Nf6 O-O cxd4
1825,1779,white,60+0,e4 e5 f4 exf4 h4 d5 exd5 Qxd5 Nf3 Nf6
1621,1474,white,480+6,e4 e6 d4 h5 e5 h4 Nf3 Nc6 Bb5 b6
1500,1459,white,420+4,d4 d5 c4 b6 Nf3 dxc4 e4 Bb7 Nc3 Ba6
1708,1829,black,420+3,d4 Nf6 c4 g6 Nc3 d5 Bg5 Ne4 Nxe4 dxe4
1289,1108,black,900+0,d4 d5 h4 Nc6 e3 Nf6 Bb5 Bg4 f3 Bf5
1826,1778,draw,60+0,e4 e5 f4 exf4 h4 d5 exd5 Qxd5 Nf3 Bg4
1690,1749,draw,480+0,e4 e5 Bc4 d6 Nf3 h6 d4 exd4 Nxd4 Nf6
1526,1600,white,300+2,e4 d5 exd5 Qxd5 Nc3 Qa5 d3 c5 Nf3 Bg4
1712,1721,black,300+8,d4 d5 c4 c5 e3 cxd4 exd4 Nf6 Nc3 e6
1514,1500,white,300+3,e4 c5 Bc4 d6 Nf3 a6 Nc3 Bg4 h3 Bh5
1583,1659,white,660+11,d4 Nf6 c4 g6 Nc3 Bg7 g3 O-O Bg2 d6
1706,1862,white,300+0,d4 Nf6 g3 d5 e3 h5 Bg2 h4 Ne2 hxg3
1559,1628,black,180+0,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 bxc6 O-O d6
1510,1305,white,600+8,Nf3 g6 c3 Bg7 Qb3 b6 g3 Bb7 Ng5 e6
1662,1316,white,240+2,e4 e5 f4 Nc6 Bc4 Nf6 d3 Bc5 Nf3 Ng4
1667,1278,white,240+0,d4 d6 Nf3 Nc6 e3 e5 dxe5 Bg4 Be2 f6
1657,1570,black,120+0,d4 d5 c4 e6 Nc3 Nf6 Nf3 Be7 e3 Nbd7
2051,1694,white,0+1,e4 d5 exd5 Qxd5 d4 e6 Be2 Qd8 Nf3 Nf6
1493,1498,black,600+5,d4 f5 e3 d5 Nf3 Nf6 Bd3 e6 Ne5 Bd6
1651,2055,black,60+0,e4 d6 Nf3 c6 Nc3 g6 d4 Bg7 Bc4 Nf6
1589,1563,black,240+1,e4 c6 Nf3 d5 e5 Bg4 d4 e6 Be2 h6
1604,1500,white,300+4,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 Qe7 Bxf7+ Qxf7
1347,1563,black,120+0,b4 d5 Bb2 e6 a3 c6 e3 Nf6 c4 Be7
1386,1268,black,960+6,Nc3 e5 Nf3 Nc6 d4 exd4 Nxd4 Qf6 Ne4 Qxd4
1566,1539,white,300+2,Nf3 Nc6 c4 e5 b4 d6 a3 Be7 e3 Nf6
1982,1797,white,180+1,d4 c6 c4 d6 e4 Nf6 Nc3 h6 Nf3 Bg4
1500,1538,black,600+1,d4 Nf6 f3 d6 e4 e6 g4 Nc6 Bc4 d5
1577,1425,black,60+1,d4 d5 c4 dxc4 e3 b5 Nc3 a6 a4 Bb7
1178,1637,white,180+0,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nh6 d3 d6
1747,1692,white,480+0,e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 d3 a6
1846,1814,white,300+0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 d6
1382,1343,black,360+6,e4 e5 Nf3 Nf6 Nc3 c6 b3 d6 d3 Ng4
1700,1796,black,600+10,d4 d5 c4 c6 cxd5 cxd5 Nc3 e6 a3 Nf6
1669,1571,white,240+0,d4 d6 Nf3 g6 e3 Bg7 Be2 Nf6 O-O O-O
1693,1107,white,900+15,e4 e5 Nf3 Nf6 Nxe5 Qe7 d4 Nxe4 Qf3 Ng5
1276,1571,black,240+4,e3 e5 Qf3 Nf6 b3 Nc6 Bb2 Bc5 Nc3 O-O
1702,1410,white,120+2,c4 e6 b3 Nf6 Bb2 Be7 g3 O-O Bg2 c6
1605,1475,black,600+8,e4 e5 Bc4 Nf6 d3 d5
1521,1428,black,300+3,e4 c5 Bc4 e6 Qf3 Nc6 c3 Nf6 Nh3 d5
1588,1557,black,240+1,c4 g6 Nc3 Bg7 a3 Nf6 b4 O-O Bb2 d5
1500,1499,black,60+2,e4 e5 Bc4 f5 Qh5+ g6 Qf3 d6 exf5 gxf5
1470,1154,white,900+0,d4 d5 c4 dxc4 Nc3 Nc6 Nf3 Nf6 h3 Bf5
1513,1791,black,60+10,e4 e5 Nf3 d6 Nc3 Nc6 Bb5 Bd7 d3 Nge7
1508,1324,white,60+2,e4 e5 f4 d5 exd5 Qxd5 fxe5 Qxe5+ Qe2 Qxe2+
1587,1564,black,240+1,d4 d5 Nf3 c6 Nc3 Bg4 Bf4 e6 e3 Bd6
1587,1559,black,240+1,Nf3 d5 g3 Nc6 Bg2 Nf6 O-O e5 a3 Bc5
1682,1818,white,240+0,d4 Nf6 Nf3 d5 e3 Nc6 Nc3 Bg4 Be2 e6
1402,1678,black,240+0,e4 e5 Nf3 Nc6 Bc4 h6 O-O Nf6 d3 Be7
1706,1734,black,120+2,c4 e6 b3 d5 e3 Nf6 Bb2 Be7 Nf3 O-O
1714,1654,black,660+11,d4 d5 Nf3 Nf6 c4 c6 Nc3 e6 e3 Be7
1568,1393,black,300+5,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 a6 Nc3 e6
1646,1342,white,960+6,e4 e5 f4 exf4 Nf3 Nf6 Bc4 Nxe4 O-O Nd6
1637,1309,white,1800+0,e4 e5 Nf3 Nf6 Nc3 Bc5 Nxe5 Qe7 d4 Bb4
1398,1443,white,60+1,e4 d5 Nc3 dxe4 Nxe4 Nf6 Ng3 b6 Nf3 Bb7
1667,1333,white,300+0,e4 e5 d4 f6 dxe5 fxe5 Qh5+ Ke7 Qxe5+ Kf7
1629,1568,white,480+6,e4 e5 Nf3 d6 Nc3 Bg4 Be2 Bxf3 Bxf3 Nf6
1589,1675,black,600+8,e4 e5 Bc4 Nf6 d3 c6 Bg5 Be7 Nf3 Qc7
1802,1856,black,300+0,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4
1432,1541,black,60+1,d4 d6 g3 g6 Bg2 Bg7 e3 Nf6 Nf3 O-O
1954,1719,black,420+0,d4 d5 e3 c6 f4 e6 Nf3 Bd6 c3 Nf6
1744,1696,black,120+2,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Be3 d5
1282,1336,white,180+0,Nf3 d5 g3 f6 Bg2 d4 O-O e5 e3 e4
1280,1448,white,120+15,d4 d5 Nf3 g6 Bf4 Bg7 Be5 Nf6 e3 O-O
1709,1655,white,660+11,d4 d6 c4 g6 Nc3 Bg7 e4 Nc6 d5 Nb8
1372,1545,black,600+1,e4 e5 Bc4 Nf6 Nc3 d6 d3 h6 Nf3 Bg4
1992,1743,white,180+1,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 O-O
1837,1640,black,1800+0,d4 d5 c4 c6 Nf3 f6 cxd5 Qxd5 Nc3 Qa5
2057,1627,white,0+1,e4 e6 e5 d5 exd6 Qxd6 d4 Qd5 Nf3 Qd8
1326,1670,black,300+0,e4 d5 exd5 e5 Nc3 Nf6 Qe2 Be7 Qxe5 O-O
1494,1575,black,180+3,e4 e5 Bc4 Nf6 Nf3 Nc6 Ng5 d5 exd5 Nxd5
1650,1624,white,600+10,e4 e5 f4 exf4 Nf3 d6 h3 Nc6 Bc4 h6
1698,1866,white,240+0,d4 Nf6 Nf3 d5 e3 Bf5 Bd3 Bxd3 Qxd3 c6
1791,1802,black,300+0,e4 e5 Nf3 Nc6 Bb5 Bc5 c3 d6 O-O Bd7
1326,1477,black,960+6,e4 e5 d4 Qf6 d5 c6 dxc6 Nxc6 f3 d6
1550,1482,black,540+8,d4 d5 c3 e6 e3 Nf6 c4 Ne4 Bd2 c6
1514,1708,black,120+2,d4 d5 e3 Nc6 Bd3 e6 a3 Bd6 c4 b6
1690,1720,black,1200+0,e4 c5 Bc4 Nc6 Nf3 e6 Nc3 Nf6 d3 d5
2064,1499,white,0+1,e4 c5 d4 g6 c3 cxd4 cxd4 d5 e5 Nc6
1609,1423,black,60+1,b4 d5 b5 b6 d4 Nf6 Nd2 Bb7 Ndf3 a5
1487,1485,white,120+0,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 Re1 O-O
1625,2059,black,0+1,e4 d6 Bc4 c6 Qf3 e6 d3 Nf6 h3 Be7
1628,1688,black,240+1,e4 d5 exd5 Nf6 Nf3 Nxd5 Bc4 e6 Bxd5 exd5
2061,1624,white,0+1,e4 d5 exd5 Qxd5 d4 Qc6 Nf3 Nf6 Be2 Bf5
1695,1377,black,900+15,e4 c5 d3 Nc6 Nf3 e5 Be2 Be7 Nc3 Nf6
1297,1159,white,180+0,Nf3 g6 g3 Bg7 Bg2 b6 O-O Bb7 e3 e6
1497,1474,black,120+0,d4 d5 e4 dxe4 Nc3 f5 f3 exf3 Nxf3 Nf6
1714,1507,black,120+2,c4 d5 cxd5 Qxd5 Nc3 Qd7 Nf3 Nf6 g3 e6
1475,1500,black,300+1,e4 Nc6 Nf3 d5 d4 dxe4 d5 exf3 dxc6 Qxd1+
1507,1474,white,480+8,e4 e6 Nf3 g6 d4 c5 c3 Qa5 Na3 cxd4
2065,1498,white,0+1,e4 c5 Nf3 g6 d4 cxd4 c3 Nc6 cxd4 d5
1699,1618,white,180+0,e4 c5 Nf3 e6 c3 a6 d4 cxd4 cxd4 Nc6
1275,1567,white,180+5,e4 e5 d3 Nc6 Nf3 Nf6 Bg5 Bc5 Bxf6 Qxf6
1440,1491,black,60+1,d4 Nf6 Nf3 g6 Nc3 Bg7 g3 d5 Bg2 c6
1466,1663,black,300+1,e4 Nc6 Nf3 d5 exd5 Qxd5 Nc3 Qd8 d4 Bg4
1584,1484,white,180+3,e4 e5 Nf3 Nc6 Bc4 Nd4 O-O Nxf3+ Qxf3 Nf6
1622,1708,black,240+1,e4 d5 Nc3 d4 Nd5 e6 Nf4 e5 Nfe2 Bg4
1697,1469,white,120+2,c4 g6 b3 Bg7 d4 d5 Bb2 dxc4 bxc4 Nf6
1491,1660,black,1440+0,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nc6 Be3 Nxd4
1821,2001,black,180+0,e4 c6 d4 d5 e5 Bf5 c4 e6 cxd5 cxd5
1306,1500,black,180+0,Nf3 d5 g3 c5 Bg2 e6 O-O Qb6 e3 Nc6
1618,1320,white,240+1,e4 e5 Nf3 d5 Nxe5 dxe4 Bc4 Be6 Bxe6 fxe6
1934,1623,white,420+0,d4 Nf6 f4 g6 e3 d5 Nf3 Bg7 Bd3 O-O
1473,1499,white,120+0,d4 d5 e4 e6 e5 c5 c3 Nc6 f4 Nge7
1145,1306,draw,900+0,d4 d5 Nf3 Bf5 Nc3 Nc6 Bf4 Nb4 e4 dxe4
1491,1595,black,240+0,c4 e5 d3 Nf6 e4 Be7 h3 O-O Nc3 Bb4
1683,1762,black,600+10,d4 d5 c4 dxc4 Nc3 Nf6 e4 e6 Bxc4 Be7
1442,1300,white,900+1,d4 Nc6 e3 d5 h3 e5 Bb5 a6 Bxc6+ bxc6
1342,1909,black,180+0,d4 d5 e3 g6 Nf3 Bg7 c4 Nf6 Be2 O-O
1300,1312,white,180+0,Nf3 d5 g3 e6 Bg2 Nf6 O-O Be7 e3 O-O
1783,1889,white,540+0,e4 e5 c4 Nc6 d3 Nf6 h3 Bb4+ Bd2 Qe7
1795,1736,white,300+4,f4 d5 d4 f5 e3 Nf6 Nf3 Be6 Ng5 Bg8
1301,1249,white,900+2,d4 d5 Nc3 c6 e3 Nf6 f3 b5 a3 a5
1409,1552,black,300+5,e4 Nf6 e5 Nd5 Bc4 e6 Nc3 Nb4 d4 c5
1727,1804,black,300+4,d4 d5 Nf3 c6 c3 Bf5 Nbd2 e6 e3 a6
1464,1702,white,120+2,e4 c5 f4 Nc6 Nf3 Qb6 Nc3 Nb4 d3 d6
1428,1481,white,60+1,d4 c6 e3 d5 Nf3 Nf6 Bd3 e6 c4 Bd7
1361,1389,white,180+3,d4 d5 Bf4 Nf6 e3 e6 c4 Nc6 c5 b6
1577,1854,white,60+1,e4 c6 Nf3 d5 exd5 cxd5 d4 Nc6 c3 Nf6
1910,1476,white,180+0,e4 e5 d4 exd4 c3 c5 Bc4 d6 Nf3 Nf6
1739,1573,draw,180+3,e4 c5 Nc3 e6 g3 Nc6 Bg2 a6 d3 b5
1735,1572,black,180+3,e4 e5 Nf3 Nc6 Bc4 Nd4 Nxd4 exd4 d3 a6
1542,1313,white,300+0,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nb4
1562,1449,black,360+6,e4 c5 Bc4 Nc6 Nf3 e6 O-O Bd6 Nc3 a6
1598,1835,black,60+1,e4 e5 Nf3 Nc6 d4 exd4 Bc4 Bb4+ c3 dxc3
1558,1509,white,60+10,d4 d5 c4 Nf6 Nc3 dxc4 Nf3 Nc6 e3 Be6
1516,1681,white,480+8,e4 e5 Bc4 Nf6 d3 Nc6 Bg5 Be7 Nc3 d6
1294,1288,white,180+5,e4 f5 exf5 Nf6 f3 Nc6 g4 d6 Bb5 Bd7
1589,1916,black,180+0,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Bg7 Nc3 Nc6
1573,1613,black,240+0,d4 d5 Nf3 e6 c4 Nf6 Nc3 c6 cxd5 cxd5
1845,1588,white,60+1,e4 c5 Nf3 Nc6 Bb5 g6 Bxc6 bxc6 d3 Nf6
1323,1394,white,360+0,Nf3 d6 g3 e5 Bg2 e4 Nd4 d5 d3 Bc5
1801,1746,black,300+8,e4 c5 c3 Nc6 d4 cxd4 cxd4 g6 Bc4 Bg7
1912,1592,white,180+0,e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2 Nc6
1683,1557,white,600+10,e4 e5 Bc4 Nf6 Nf3 d6 Ng5 d5 exd5 Nxd5
1538,1695,black,180+0,d4 d5 Nf3 c5 dxc5 Nc6 e3 e5 c3 Nf6
1710,1656,black,900+0,e4 e5 c4 Nc6 d3 Nf6 Nf3 d6 Na3 a6
1834,1850,black,300+0,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 d3 b5
1459,1432,white,300+1,e4 e6 Nf3 c6 d4 d5 exd5 cxd5 Nc3 Bb4
1475,1294,black,60+8,c4 b6 Nc3 Bb7 e4 e6 Nf3 Nf6 d3 Bb4
1313,1278,white,180+0,Nf3 d5 g3 d4 Bg2 Nf6 O-O Ne4 d3 Nc5
1593,1840,black,60+1,e4 c6 Nf3 d5 exd5 cxd5 d4 Nc6 Bd3 Bg4
1500,1541,white,300+8,d4 c5 c3 cxd4 cxd4 Qa5+ Nc3 e6 a3 Nc6
1812,1719,white,300+4,f4 d5 d4 Bf5 e3 Be4 Nf3 f6 Nbd2 Nd7
1603,1619,white,240+0,e4 e5 Nf3 d6 Be2 Nf6 O-O Nxe4 d3 Nf6
1307,1548,black,300+0,e4 e5 Nf3 Nc6 Bc4 Nf6 d4 exd4 Bg5 h6
1464,1547,black,360+6,e4 e5 Bc4 Nc6 Nf3 Nd4 Bxf7+ Kxf7 Nxe5+ Ke8
1500,1517,white,600+10,e4 e5 d4 exd4 Bc4 Nc6 Qh5 g6 Qf3 Ne5
1235,1409,white,60+0,Nf3 e5 e4 Nc6 Bb5 a6 Bxc6 bxc6 Nxe5 Qe7
1554,1302,white,300+0,e4 e5 Nf3 Nc6 Bc4 Nd4 Nxd4 exd4 Qf3 d5
1938,1681,white,420+0,d4 e6 f4 Nf6 e3 d5 Bd3 c5 c3 c4
1420,1297,white,300+5,d4 d5 e3 Nc6 Nf3 Nf6 Bb5 Bd7 Bxc6 Bxc6
1919,1586,white,180+0,e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2 d6
1474,1372,white,600+10,d4 Nf6 Bf4 Nd5 Bg3 e6 e4 Nb6 Nf3 d5
1700,1828,white,900+0,e4 e5 c4 Nc6 d3 Nf6 Nf3 Bc5 h3 d6
1380,1425,black,60+0,d4 d5 Bf4 Bf5 Nf3 Nf6 e3 Be4 Bd3 Bxf3
1860,1480,white,300+0,e4 d5 exd5 Nf6 Nf3 Bg4 h3 Bxf3 Qxf3 Qxd5
1763,1696,white,300+8,e4 e6 d4 d5 Nc3 c5 exd5 exd5 dxc5 d4
1495,1442,white,600+5,d4 a5 a4 h5 h3 e6 c3 d5 Nf3 c6
1559,1402,white,300+5,d4 d5 c4 e6 Nc3 Nf6 cxd5 exd5 Nf3 Bb4
1485,1292,white,120+0,d4 e6 e4 c5 c3 cxd4 cxd4 Bb4+ Nc3 Ne7
1280,1560,black,300+0,e3 d5 c4 Nf6 cxd5 Nxd5 Nc3 e6 Bb5+ Bd7
1711,1820,white,300+4,d4 d5 Nf3 Nc6 e3 Bf5 c3 e6 Nbd2 Nf6
1623,1558,black,240+0,e4 d6 d4 g6 c4 Bg7 Nf3 Nc6 d5 Ne5
1507,1758,black,300+3,e4 c5 Bc4 Nc6 Qh5 e6 c3 Nf6 Qf3 Ne5
1719,1602,white,180+3,e4 e5 Nf3 Nc6 Bc4 Nf6 d4 exd4 O-O Nxe4
1614,1679,black,1200+0,e4 e5 Nf3 Nc6 g3 Nf6 d3 Bc5 Bg5 h6
2067,1502,white,0+1,e4 e5 Nf3 Nf6 Nc3 Nc6 Bc4 Bc5 d3 d6
1392,1619,black,240+1,d4 d5 e3 e6 Bd2 c5 Qf3 cxd4 exd4 Nc6
1600,1783,black,300+8,d4 Nf6 e3 d5 c4 c6 Nc3 Bf5 Qb3 Qb6
1469,1192,white,300+1,e4 e5 Nf3 Nf6 d4 Nxe4 Nxe5 f6 Bd3 fxe5
1613,1398,white,240+1,e4 g6 d4 Bg7 Nf3 b6 d5 Bb7 Nc3 a6
1286,1491,black,120+0,e4 e5 Bc4 Nc6 Nf3 Bc5 c3 a5 d4 Ba7
1551,1922,black,180+0,Nf3 d5 d4 c5 e3 cxd4 Nxd4 e5 Ne2 Nf6
2066,1500,white,0+1,b3 d5 Bb2 e6 e3 Nf6 Be2 Be7 f4 O-O
1814,1715,black,900+0,Nf3 d6 e4 e5 g3 c5 Bg2 Na6 O-O Nc7
2066,1510,white,0+1,e4 b6 Nf3 Bb7 Nc3 Bxe4 Nxe4 Nc6 Ng3 d5
1551,1423,black,300+8,d4 d5 c4 e6 Nc3 dxc4 e3 c5 Bxc4 cxd4
1427,1152,white,300+5,d4 e5 d5 Nf6 Nc3 a6 e4 Bb4 Bd2 d6
1676,1943,black,420+0,e4 g6 c4 Bg7 d4 d6 Nf3 Bg4 Be2 Nf6
1565,1144,white,300+0,e4 e5 Nf3 Nc6 Bc4 Nh6 d4 Nxd4 Bxh6 Nxf3+
1504,1794,black,600+5,d4 d5 a4 Nf6 e3 e6 c3 Be7 Bd3 O-O
1497,1280,white,120+0,d4 e6 e4 c5 c3 cxd4 cxd4 Nc6 f4 Bb4+
1301,1556,black,360+6,e4 e5 Nf3 Nc6 Bc4 Nd4 Nxd4 exd4 Qf3 Qe7
1599,1400,white,-,e4 a6 g3 b5 b3 Bb7 d3 h6 Nf3 f6
1577,1610,white,240+0,d4 d5 Nf3 e6 c4 c6 Nc3 Bb4 e3 Nf6
1806,1725,black,300+4,f4 Nf6 Nf3 d6 d4 e6 c3 Nbd7 h3 Be7
1628,1369,white,60+2,e4 c5 Bc4 d6 Qf3 Nf6 d3 e6 Nc3 Be7
1296,1571,black,420+7,e4 e5 Nf3 d6 Bc4 Bg4 Be2 Nf6 d4 Bxf3
1633,1374,black,240+1,e4 e6 d4 Nf6 e5 Nd5 c4 Nb4 a3 N4c6
