white_elo,black_elo,result,time_control,opening_moves
1725,1612,draw,720+8,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 Be2 Bb4+
1448,1682,white,480+0,e4 a6 d3 b6 a3 Bb7 Nc3 h6 h3 g6
1494,1342,black,0+8,e4 c5 Bc4 d6 c3 b6 Nf3 e6 d3 Bb7
1461,1466,black,180+0,e4 e5 Bc4 Nc6 Qh5 Qf6 d3 g6 Qf3 Bc5
1504,1534,black,120+0,e4 d6 f4 e6 d4 b6 c4 Be7 Nc3 Bb7
1884,1549,white,420+5,d4 e6 Bf4 Nc6 Nf3 Qf6 e3 d6 Nbd2 Bd7
1765,1353,black,480+0,e4 e5 d4 exd4 Qxd4 Nc6 Qe3 b6 Bb5 Bb7
2097,1624,white,0+1,e4 d6 Nf3 e5 d4 f6 dxe5 fxe5 Nxe5 Nf6
1189,1425,black,600+0,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 h6 d3 d6
1564,1532,white,300+8,d4 d5 c4 Bf5 c5 e6 b4 Nc6 b5 Na5
1500,1319,black,120+0,d4 d5 f3 Nf6 Nc3 c5 dxc5 e6 e4 Bxc5
1546,1493,black,120+0,e4 c6 Bc4 d5 e5 dxc4 Nf3 b5 d3 Bb7
1638,1641,white,420+5,d4 d5 h3 c5 Nf3 Nf6 c3 c4 a3 a6
1662,1510,black,480+0,d4 d5 e3 e6 h3 a6 g3 Nc6 Bg2 e5
1342,1623,white,0+1,e4 d6 d3 e6 Nd2 f6 Ngf3 Be7 g3 Nh6
2099,1623,white,0+1,e4 d5 Nf3 dxe4 Ng5 f5 h4 Nf6 f3 h6
1817,1390,white,300+8,d4 d6 c3 c6 Nf3 f6 g3 Nd7 Bg2 c5
1629,1715,white,300+0,e4 d5 exd5 Nf6 Nc3 e6 dxe6 Bxe6 Bb5+ c6
1376,1744,white,480+0,d4 d5 c4 dxc4 e4 b5 Nc3 c6 a4 Qd7
1316,1958,black,600+10,e4 e5 c3 Nf6 d4 Nxe4 dxe5 d5 c4 Bb4+
1621,1471,black,0+1,e4 d6 d4 e6 f4 Be7 Nf3 Nf6 Bd3 O-O
1523,1384,white,300+2,e4 e5 Nf3 d6 d4 Qe7 d5 f6 Be2 g5
1605,1486,black,0+1,e4 d6 d4 e6 c4 Be7 Nc3 Nf6 Be3 Bd7
1723,1398,white,480+0,e4 c5 e5 d5 exd6 exd6 d4 cxd4 Qxd4 Nc6
1098,983,white,1800+30,e4 e5 Nf3 f6 d3 h5 h3 g6 g4 d6
1935,1818,white,180+0,e4 c5 b4 cxb4 d4 e6 f4 d5 e5 Nc6
1500,1363,black,60+0,e4 e5 Qh5 d6 Nf3 g6 Bc4 gxh5 Ng5 h6
1501,1590,black,0+1,e3 d5 d3 e5 Bd2 c5 Be2 Nc6 f4 Bd6
2101,1531,white,0+1,e4 d6 d4 e6 Nc3 b6 Bd3 Bb7 Nge2 Be7
1357,1651,black,720+8,e4 e6 e5 d6 exd6 Bxd6 d4 Nf6 Nf3 O-O
1521,1626,draw,300+8,c4 e5 Nc3 Nf6 d4 exd4 Qxd4 Nc6 Qd1 Bc5
1599,1682,black,540+7,e4 e5 d3 Nc6 Nf3 Nf6 Bg5 Bc5 Be2 h6
1639,1611,white,60+1,d4 d5 e3 c6 Nf3 Bg4 Be2 e6 O-O Nd7
1409,1189,black,300+2,e4 c6 Nf3 d5 d3 d4 c3 c5 e5 e6
1940,1777,white,900+2,Nf3 d5 c4 c6 e3 Bf5 Qb3 Qd7 cxd5 cxd5
1374,1530,white,0+1,e4 d6 d3 e6 Nd2 b6 Ngf3 Be7 g3 Nf6
1599,1500,white,900+4,e4 c6 Nf3 d5 e5 g6 d4 Bg7 c4 e6
1236,1503,white,180+0,e4 e5 Nf3 d6 Bb5+ c6 Be2 Nf6 Nc3 Nbd7
1615,1657,black,360+4,d4 d5 c4 dxc4 e3 Nc6 Bxc4 e5 d5 Nb4
1500,1455,black,120+2,e4 d5 Qh5 Nf6 Nf3 dxe4 Bc4 Nxh5 Ng5 e6
1608,1493,black,0+1,e4 d6 d3 e6 c3 Be7 Nd2 Nf6 Ngf3 O-O
1646,1464,white,120+2,d4 d5 Bf4 Nc6 Nf3 Bf5 a3 Nf6 e3 Ne4
1512,1392,white,0+1,e4 e5 Bc4 d6 d3 b5 Bb3 c6 a3 Bb7
1599,1506,white,0+1,e4 d6 d4 e6 f4 g6 Nf3 Bg7 Bd3 e5
1384,1521,black,0+1,e4 b6 d3 Bb7 Nd2 d6 b4 Nd7 Bb2 c6
1377,1256,white,300+2,e4 d6 d3 c5 Qe2 g6 c3 Bg7 f3 b5
1498,1607,black,0+1,e3 d5 d4 e5 Bb5+ c6 Bd3 e4 Be2 f5
1500,1364,black,120+0,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nf6 Nh3 Bg7
2102,1812,black,0+1,e4 c6 d3 d5 exd5 cxd5 Nf3 Nf6 Be2 Bg4
1409,1376,black,180+0,e4 e5 Nc3 Bc5 f3 Nf6 g3 Nc6 Na4 Bd6
1530,1751,black,180+1,e4 c5 Bc4 b6 d3 Bb7 c3 a6 a3 e6
1723,1769,white,900+2,e4 e5 Nf3 Nf6 Nc3 Bb4 d3 O-O Be2 d5
1440,1383,white,600+3,e4 e5 d4 d5 dxe5 dxe4 Qxd8+ Kxd8 Nc3 Bb4
1650,1600,white,60+1,d4 Nf6 e3 g6 Nf3 d6 Be2 Bg7 O-O O-O
1615,1490,white,0+1,e4 d6 d4 e6 f4 Be7 Nf3 Bd7 Bd3 Nf6
1500,1327,white,120+0,e4 e5 Qh5 d6 Bc4 h6 Qxf7#
1613,1260,white,120+0,e4 e5 Qh5 d6 Bc4 Qf6 Nf3 Be7 Ng5 Qxg5
1488,1284,black,0+1,e4 d6 Bc4 Nf6 Qf3 g6 d3 Bg7 Bg5 O-O
1785,1943,white,300+0,e4 Nc6 d4 e5 d5 Nce7 c4 Ng6 Nc3 Nf6
1380,1643,black,180+3,d4 d5 Bf4 Bf5 e3 e6 c4 dxc4 Bxc4 c6
1482,1283,white,180+0,d4 d5 e3 c5 c3 cxd4 cxd4 Nc6 Nc3 e6
1801,1644,white,180+0,e4 e5 c4 Nc6 Nc3 d6 d3 Bd7 h3 h6
1945,1946,black,420+3,e4 e6 d4 d5 exd5 exd5 Nf3 Bg4 c3 Bd6
1649,1895,black,420+5,d4 d5 h3 Bf5 Nf3 Nf6 a3 e6 Bg5 Be7
1292,1483,black,0+1,e4 d6 Nf3 e6 d3 Be7 Be2 Nf6 O-O O-O
1736,1517,white,480+8,e4 c6 Nf3 d5 exd5 cxd5 Nc3 e6 d4 Bb4
1259,1143,white,60+10,e4 b6 d4 Ba6 Bxa6 Nxa6 d5 c6 Nc3 cxd5
1660,1679,white,60+1,d4 c5 e3 cxd4 Nf3 dxe3 Bxe3 e6 a3 Nc6
1306,1472,black,0+1,e3 d6 f4 e6 Qf3 Be7 Ne2 Bd7 g3 Nf6
1756,1526,white,180+1,c4 d6 b3 e6 Bb2 b6 g3 Nf6 Bg2 c6
1637,1807,white,180+0,Nf3 d5 e3 c5 Ne5 a6 Nc3 Be6 d4 c4
1375,1574,black,300+8,d4 d6 d5 c6 e4 cxd5 exd5 e5 Bb5+ Nd7
1428,1621,black,360+6,d4 d5 h3 c6 Nc3 Nf6 Bg5 e6 e4 h6
1121,1430,black,900+10,e4 b6 Qh5 Bb7 Bc4 e6 Nf3 Bxe4 Ng5 g6
1478,1298,white,0+1,e4 d6 Bc4 Nf6 Qf3 g6 d3 Bg7 Bg5 O-O
1311,1522,white,300+8,e4 e5 Nc3 Bc5 d3 b6 g3 Bb7 Bg2 Nc6
1904,1656,white,180+3,e4 e6 d4 d5 Nc3 Nf6 Bg5 Be7 e5 Nfd7
1781,1829,white,300+0,e4 c5 c4 e6 Nc3 Nc6 d3 Nd4 g3 d6
1291,1484,black,0+1,e3 d6 g4 e6 Bg2 Be7 f4 Nf6 Qf3 Ne4
1819,1791,white,300+0,d4 d5 c4 Nf6 Nf3 e6 Bg5 Be7 e3 c6
1270,1488,white,180+0,e4 e5 Nf3 d6 Bc4 Nc6 d3 Qf6 Ng5 Nd8
1489,1284,black,0+1,g3 d6 Bg2 Nf6 d3 g6 Bd2 Bg7 c3 O-O
1500,1620,draw,600+8,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 h6 O-O Bb4
1500,1384,black,300+2,e4 e5 Bc4 d6 Qf3 f6 Bxg8 Rxg8 Qh5+ g6
1305,1472,white,0+1,e3 d6 f4 e6 Nf3 Be7 Be2 Nf6 O-O O-O
1364,1476,white,600+0,e4 d5 Nc3 d4 Nb5 a6 Nxd4 Qxd4 d3 Nf6
1148,1106,draw,1800+30,g3 e5 Bh3 d6 b3 Bxh3 Nxh3 Qc8 Ng1 c5
1261,1266,black,60+10,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 Nd4 Ng5 d5
1297,1456,white,0+1,e4 d6 d4 e6 Nf3 d5 exd5 exd5 Be2 Bg4
1472,1305,white,0+1,e4 d6 d4 Nf6 d5 g6 e5 Bg7 exf6 exf6
1380,1487,black,300+0,d3 e5 c4 Nf6 b3 Bc5 h3 Nc6 Bb2 Nd4
1600,1760,black,180+1,e4 c5 Nc3 b6 Nf3 Bb7 d4 cxd4 Nxd4 g6
1514,1546,white,1080+0,e4 e5 Bc4 Nf6 d3 d5 exd5 Nxd5 Qh5 Nc6
1477,1566,white,600+8,e4 b6 d4 Bb7 Nc3 e6 a3 Be7 Nf3 d6
1441,1316,black,0+1,e4 d6 Qf3 Nf6 Bc4 g6 d3 Bg7 Bg5 O-O
1369,970,black,300+8,d4 d5 e3 Nh6 b4 Bg4 f3 Bf5 b5 a6
1672,1726,black,60+1,d4 Nf6 e3 d5 Nf3 Bf5 Be2 e6 O-O c5
1655,1181,white,180+0,e4 e5 Nf3 d6 Bc4 Be6 Na3 Bxc4 Nxc4 Nc6
1334,1426,black,0+1,e4 d6 d3 e6 Nf3 Be7 g3 Bd7 Bg2 Nf6
1394,1469,white,300+2,e4 d6 d3 e5 Qe2 Be6 f3 Nc6 c3 Qd7
1691,1591,white,540+7,e4 e5 Bc4 Nf6 d3 d6 f4 Bg4 Nf3 Nc6
1473,1735,white,120+0,d4 Nf6 Nc3 d5 e4 dxe4 f3 exf3 Nxf3 Bf5
1507,1434,white,300+8,d4 Nc6 c3 d5 b4 e6 a3 b6 Qa4 Bd7
1434,1324,black,0+1,e3 d6 d3 e5 Bd2 Nc6 Be2 Bd7 Nf3 Qe7
1634,1838,black,600+8,e4 c5 Nf3 d6 c3 Nf6 Qc2 Nc6 Bc4 e6
1672,2041,black,240+0,d4 Nf6 c3 d5 Nd2 Bf5 Ngf3 e6 g3 Bd6
1324,1434,black,0+1,e4 d6 f3 e6 Ne2 Be7 g3 d5 Bg2 Bc5
1523,1530,white,300+0,e4 c5 Bc4 Nc6 Bxf7+ Kxf7 Qh5+ g6 Qxc5 e6
1003,1116,white,900+0,d4 d5 c3 f6 Nh3 e5 e3 exd4 exd4 Bxh3
1957,1927,white,420+3,Nf3 d5 c4 c6 e3 Nf6 Nc3 Bg4 Qb3 b6
1927,1877,black,180+0,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Nxe4
1347,1352,white,300+8,d4 d5 e3 e5 b4 Bxb4+ Bd2 Nc6 Bb5 Bd7
1657,1388,white,180+0,e4 e5 Nf3 Nf6 Nxe5 Nxe4 Qe2 d5 d3 Bd6
1605,1450,white,900+5,e4 d5 e5 d4 c3 c5 cxd4 Qxd4 Nf3 Bg4
1619,1586,white,300+2,e4 e5 Nf3 Nc6 Bb5 d6 O-O Bd7 d3 Nd4
1295,1310,white,180+0,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 d5
1649,1767,white,180+1,d4 d5 Bf4 e6 Nf3 c5 e3 a6 c3 b5
1937,1500,black,120+0,c4 e6 Nc3 d5 d4 Nf6 Nf3 c6 Bg5 Bd6
1726,1630,black,480+0,e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Nc3 d5
1392,1322,black,780+0,e4 d5 exd5 Qxd5 c4 Qa5 Be2 Nf6 Nf3 Bg4
1453,1407,black,300+2,e4 e5 d3 d6 Nc3 c6 Qe2 f6 f4 Qb6
1372,1519,black,300+0,d3 e5 c4 Nc6 a3 Nf6 e4 a6 h3 Be7
1583,1700,black,540+7,e4 e5 d3 d5 exd5 Qxd5 Nc3 Qa5 Bd2 Bb4
1662,1341,white,60+1,d4 e6 e3 d5 Nf3 Nc6 Be2 Nf6 b3 Bb4+
1378,1461,black,600+0,e4 e5 a3 d5 Nc3 d4 Nce2 Nc6 c3 Bg4
1557,1325,white,1200+15,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5
1644,1711,white,480+0,d4 d5 c4 dxc4 Nc3 a6 a4 c6 e4 b5
1572,1634,white,300+8,e4 c5 Nf3 Nc6 Bb5 Nf6 Nc3 e6 d3 d5
1655,1909,black,180+3,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O Be7
1670,1890,draw,240+0,d4 Nf6 c3 d5 Nd2 Nc6 Ngf3 e5 dxe5 Ng4
1427,1381,white,900+0,g3 b6 Bg2 c6 Nf3 Bb7 O-O d5 d4 e6
1430,1321,black,900+3,e4 Nf6 Nf3 Nxe4 Bc4 Nd6 Bb3 b6 d4 Ba6
1737,1645,black,480+0,e4 d6 d4 e6 Nf3 a6 Be2 h6 O-O b6
1811,1915,black,180+0,Nf3 Nc6 g3 e5 Bg2 f5 d3 Nf6 Bg5 d5
1697,1657,white,480+0,e4 d6 d3 e5 Nf3 Bg4 Be2 Be7 O-O Nf6
1452,1387,black,300+1,e4 e5 Nf3 d6 d4 Nd7 dxe5 dxe5 Nxe5 Ngf6
1547,1287,white,300+0,e4 e5 Bc4 Nc6 d3 Bc5 a3 h6 Qf3 Nf6
1359,1515,white,360+8,d4 d5 e3 Nc6 Bb5 Bd7 Bxc6 Bxc6 Qd3 e6
2066,1778,black,420+0,e4 c6 Nf3 d5 e5 Bg4 d4 e6 Be2 Ne7
1560,1500,white,600+8,e4 e5 f4 exf4 Nf3 Nf6 Nc3 d6 h3 c6
1884,1922,black,180+0,e4 Nc6 Nf3 e5 Bb5 f5 Nc3 fxe4 Nxe4 d5
1647,1707,white,480+0,d4 d5 c4 dxc4 Nc3 c6 a4 a6 e4 e6
2076,2131,black,0+1,e4 e6 Nf3 d5 exd5 exd5 d4 Bg4 h3 Bh5
1277,1371,black,420+7,e4 e5 Nf3 Nc6 Bd3 Nf6 O-O Bc5 Bc4 O-O
1632,1627,black,180+5,e4 e6 Nf3 b6 d4 Bb7 Nc3 Bb4 Bd3 Nf6
1563,1624,white,720+5,e4 e5 Nf3 Nc6 Bc4 d6 h3 Be7 c3 Nh6
1378,1027,white,780+0,e4 e5 Nf3 f6 Nc3 Na6 Be2 d6 O-O Bg4
1340,1563,black,1200+15,e4 e5 a3 Nf6 Nc3 Bc5 d3 Nc6 Bg5 h6
1365,1674,white,300+0,d3 d5 c4 dxc4 d4 e6 e3 Bb4+ Nd2 b5
1658,1617,black,480+0,d3 Nf6 e3 e5 h3 Nc6 a3 d5 b3 Be7
1351,1580,black,600+8,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 d3 h6
1455,1396,black,480+0,e4 e5 Nf3 Nc6 Bc4 f6 Nh4 f5 Nxf5 d5
2141,2063,black,0+1,c4 g6 Nc3 Bg7 g3 d6 Bg2 c5 e4 Nc6
1340,1640,black,480+7,e4 e5 d4 exd4 Qxd4 Nc6 Qd1 Nf6 Nc3 Bb4
1043,1271,black,600+5,d4 d5 c4 dxc4 Nf3 Be6 e4 Nf6 d5 Bg4
1645,1745,black,420+5,d4 e5 h3 exd4 Qxd4 Nc6 Qe3+ Qe7 Qxe7+ Bxe7
2044,1621,white,180+5,e4 e5 Nf3 Nc6 Bc4 h6 d4 exd4 Nxd4 Nf6
2042,1594,white,420+0,e4 e5 Nf3 Nc6 d4 exd4 Bb5 Qe7 O-O g6
1276,1016,white,600+5,Nf3 a6 g3 b5 Bg2 Bb7 d4 e6 e3 Ne7
1523,1430,white,360+0,d4 d5 Bf4 Bf5 e3 Nf6 Nf3 c6 Nc3 e6
1666,1684,white,60+1,d4 c5 dxc5 e6 a3 Bxc5 b4 Bb6 Bb2 Nf6
1702,1646,white,480+0,Nc3 d6 Nf3 e6 e4 a6 d4 h6 Bd3 b6
1583,1912,black,300+8,e4 d5 exd5 Nf6 Nf3 c6 dxc6 Nxc6 Bb5 Bg4
1844,1628,white,600+8,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 a6 Nc3 e5
1449,1541,black,420+3,e4 d6 d4 h5 Be2 g6 e5 dxe5 dxe5 Qxd1+
1269,1581,black,420+7,e4 d5 Nf3 dxe4 Ne5 Qd5 Qe2 Qxe5 Qc4 Be6
2113,1874,white,300+1,e4 e5 Nf3 Nc6 Bc4 Nf6 O-O Nxe4 d4 d5
2081,2126,black,0+1,e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 g6
1354,1248,black,300+0,e4 e5 Nf3 d6 d4 Nc6 c4 Nce7 d5 Bg4
1221,1437,black,420+0,e3 e5 d3 d5 Nd2 Bb4 c3 Bd6 Ngf3 Nf6
1694,1584,white,480+0,e4 c6 e5 e6 d4 d5 f4 c5 c3 Nc6
1672,1678,black,60+1,e4 d5 exd5 Qxd5 Nc3 Qd8 Bb5+ Bd7 Bc4 e6
1470,1550,black,540+9,e4 e5 Nf3 Nc6 d4 Nxd4 Nxd4 exd4 Qxd4 b6
2068,2137,white,0+1,e4 c5 d4 cxd4 Nf3 Nc6 c3 dxc3 Bc4
1135,1361,white,0+2,e4 d5 d3 dxe4 c4 exd3 Nf3 Nc6 b3 Bf5
1402,1495,draw,240+0,d4 d5 c4 dxc4 Nc3 Nc6 e3 Nf6 Bxc4 e6
1381,1332,white,780+0,e4 e5 Nf3 d6 Nc3 Nc6 Be2 Bd7 O-O Qe7
1869,2122,black,300+1,e4 e6 d4 d5 Nc3 Nf6 e5 Nfd7 f4 c5
2085,1662,white,0+1,e4 c5 d4 cxd4 c3 dxc3 Nf3 Nc6 Bc4 Qb6
1731,1967,black,420+3,e4 e6 d4 d5 exd5 exd5 Be2 Bd6 h3 Nf6
1662,1752,black,180+1,e4 c5 Bc4 b6 Nf3 Nc6 Ng5 e6 c3 Qxg5
2011,1953,black,180+0,e4 c5 Nf3 d6 Bb5+ Bd7 Bxd7+ Qxd7 O-O Nc6
1654,1636,white,480+0,e4 d6 Nf3 e6 d4 a6 Bd3 h6 O-O b6
1555,1661,white,300+0,e4 e5 Bc4 Nc6 a3 Bc5 Qf3 Qf6 Qe2 Nh6
1676,1744,black,240+0,d4 c5 dxc5 e6 Be3 Nf6 b4 a5 c3 axb4
1376,1787,black,300+8,d4 d5 e3 Nf6 f3 e6 Bd3 c5 Ne2 c4
1627,1664,black,360+6,e4 b6 d4 Bb7 d5 Nf6 Nc3 Na6 Nf3 Nc5
1457,1477,white,120+2,e4 e5 Nf3 Qf6 Nc3 c6 d3 h6 Be2 d6
1932,2103,black,180+0,e4 c5 b4 e5 Nf3 cxb4 Bc4 Be7 O-O d6
1580,1911,black,300+8,e4 e6 d4 d5 Nc3 Bb4 e5 c5 a3 Bxc3+
1363,1280,white,300+8,e4 d5 Nc3 Nf6 e5 Ng4 Be2 Nxe5 Bb5+ c6
1570,1333,white,1200+15,e4 Nf6 Nc3 e5 Nf3 d5 exd5 Nxd5 Nxe5 g6
1689,1997,black,60+1,d4 e6 e3 d5 Nf3 Nf6 Be2 Bd6 O-O c5
1200,1422,black,420+0,e3 e5 d3 Nc6 Be2 d5 Nd2 Nf6 Nb3 b6
1703,2008,black,300+0,d4 d5 c4 e6 Nc3 Nf6 cxd5 exd5 Bg5 c6
2110,1926,black,180+0,e4 Nc6 d4 e5 d5 Nce7 c4 Ng6 Nf3 Bc5
1715,1766,white,900+0,e4 c5 Nf3 Nc6 c4 d6 d4 cxd4 Nxd4 e6
2088,1660,white,0+1,e4 c5 Nf3 Nf6 d4 cxd4 e5 Ng8 c3 dxc3
1288,1371,white,360+0,e4 e5 Nf3 Nc6 Bc4 Nf6 O-O Bc5 c3 Na5
1753,1617,draw,360+6,d4 d5 e4 dxe4 Nc3 e6 f3 exf3 Qxf3 Nf6
1678,1699,black,300+0,d4 d5 Nc3 Nf6 f4 Bg4 Nf3 e6 e3 Be7
1492,1405,white,240+0,e4 d5 exd5 Qxd5 Nc3 Qd8 Be2 c6 d3 Nd7
1265,1411,black,420+7,e4 d5 e5 Nc6 Nf3 g6 Qe2 Bg4 Qe3 Bg7
1985,1470,white,120+2,d4 d6 c4 Nf6 Nc3 g6 e4 Bg7 Bd3 O-O
1668,1448,white,900+0,e4 e5 Nf3 Nc6 Bc4 h6 Nc3 Bc5 h3 Nf6
1576,1702,white,480+0,e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Nc3 Be7
1738,1336,white,540+9,e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2 Nf6
1685,1658,black,60+1,d4 c5 dxc5 e6 e3 Bxc5 Be2 Qb6 Nf3 Nf6
1577,1580,white,300+8,e4 e5 Nf3 d6 Nc3 Nf6 d4 Bg4 h3 Bxf3
1658,1685,black,60+1,e4 d5 exd5 Qxd5 Nc3 Qd8 g3 e6 Bg2 Bd6
2055,1797,black,60+1,d4 d5 Nf3 e6 c4 Nf6 Nc3 c6 e3 Be7
1798,2012,black,300+5,e4 c5 Nf3 d6 Bc4 e6 Nc3 a6 a3 b5
1397,1463,black,240+0,c4 d5 cxd5 Qxd5 d4 Nc6 Nc3 Qxd4 Qxd4 Nxd4
1426,1433,black,900+10,e4 b6 d4 Bb7 Bc4 Bxe4
1761,1653,black,180+1,c4 e6 b3 Nf6 Bb2 Bb4 a3 Bd6 g3 c6
1646,997,white,300+0,e4 e6 Nf3 d5 exd5 exd5 Qe2+ Qe7 Qxe7+ Bxe7
1469,1986,black,120+2,e4 e6 Nf3 d5 g3 dxe4 Nd4 f5 Nxe6 Bxe6
1805,1575,white,600+10,e4 e5 Nf3 d6 Bc4 Bg4 d3 Nc6 a3 Nd4
2131,1865,white,300+1,e4 e5 Nf3 Nc6 Bc4 Nf6 O-O Nxe4 Re1 d5
1344,1337,white,540+0,g3 Na6 e3 Nf6 b3 g6 Nc3 Bg7 Rb1 O-O
1321,1391,white,780+0,d4 d5 Nc3 c6 e4 dxe4 Nxe4 g6 Bd3 Bg7
1157,1667,white,60+0,d4 c5 d5 e6 c4 a6 e4 Qc7 Nc3 Bd6
1696,1648,draw,60+1,d4 c5 e3 cxd4 Qxd4 g6 Qd1 Bg7 c3 Qb6
1277,1444,black,900+10,e4 b6 Qh5 Bb7 Bc4 g6 Qf3 f5 d3 Nf6
1930,1811,black,60+1,e4 c6 Nf3 d5 exd5 cxd5 d4 Nc6 Be2 Nf6
1398,1198,black,0+1,e4 c6 d4 d5 exd5 cxd5 Nc3 Nc6 Be3 Nf6
1649,1694,white,60+1,e4 d5 exd5 Qxd5 Nf3 Qd8 Bc4 e6 Ne5 Be7
2090,2183,white,0+1,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 h3 Be7
1694,1649,black,60+1,d4 c5 dxc5 e6 b4 a5 Bb2 axb4 c3 bxc3
998,1261,black,240+4,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Qf6 Ne2 Nb4
1472,1646,black,300+0,e4 e5 Nf3 Nc6 Bb5 Bc5 Bxc6 dxc6 d3 Nf6
1642,1710,black,300+0,d4 d5 Bf4 Nf6 Nf3 Bg4 e3 e6 Be2 Be7
1763,1239,white,540+9,e4 b6 Qf3 e5 Bc4 Nf6 d4 Bb4+ c3 Bd6
1733,1590,black,0+1,g3 c6 Bg2 d5 d3 Nf6 c4 e6 cxd5 cxd5
1327,1363,black,480+5,e4 e5 d4 Nc6 d5 Nb4 f4 Bd6 c3 Na6
1687,1591,white,480+0,e4 e6 e5 Nc6 d4 d6 exd6 Bxd6 c3 Nf6
1667,1833,white,720+3,e4 c5 Nf3 d6 Bb5+ Nd7 O-O a6 Bc4 e6
1500,1606,white,60+1,d4 g6 Nf3 Nf6 c4 Bg7 Nc3 O-O e4 h6
1988,1468,white,120+2,d4 d6 c4 Nf6 Nc3 g6 e4 Bg7 Bd3 O-O
1531,1729,black,360+0,d4 d5 Bf4 Nf6 e3 g6 Bd3 Bg7 h3 O-O
1972,1726,white,420+3,Nf3 g6 c4 Bg7 d4 e6 e4 d6 Bg5 f6
1270,1277,black,60+10,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 d5 Bxd5 Nd4
1229,1374,black,0+1,e4 e5 Ke2 Nf6 Ke3 Nc6 Kf3 d6 d3 Bg4+
1145,1718,black,300+0,e3 e5 Nf3 d6 g3 Bg4 Bg2 Nf6 O-O Nc6
1217,1384,black,0+1,e4 e5 Bc4 Nf6 Qe2 Nc6 Nc3 d6 Qd1 Be7
1374,1229,white,0+1,e4 c6 d4 Qa5+ Bd2 Qd8 Nc3 Qc7 Nf3 Qd6
2073,1980,draw,180+0,e4 c5 Nf3 d6 c3 Nc6 Be2 Nf6 d4 cxd4
1379,1466,white,240+0,f4 d5 Nf3 Bg4 e3 f5 Be2 e6 O-O Bxf3
1492,1717,black,0+1,e4 e6 Nf3 f5 Bc4 fxe4 Ne5 d5 Be2 Qf6
1388,1448,black,60+6,d4 Nf6 c4 e6 Nf3 d5 e3 c6 Nc3 Be7
1653,1746,black,180+1,e4 c5 Nc3 b6 Nf3 Bb7 Bc4 g6 d4 cxd4
1662,1681,white,60+1,e4 b6 f3 Bb7 Bc4 g6 Ne2 Bg7 Nbc3 d5
1588,1443,white,300+8,e4 e5 Nf3 Nc6 Bb5 f6 Nc3 a6 Ba4 d6
1722,1486,white,0+1,g3 e6 Bg2 Nf6 d3 Be7 c4 O-O Bxb7 h6
1735,1657,white,60+1,d4 f6 Nf3 d6 c4 Bd7 Nc3 a6 e4 g5
1577,1793,black,1200+15,e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 Nf6 Nxe5 Nxe5
1376,1315,black,360+6,e4 Nc6 d4 e6 e5 d6 f4 dxe5 fxe5 Qxd4
1399,1775,black,540+9,e4 g6 d4 Bg7 Nf3 c5 Bb5 Qa5+ Nc3 cxd4
1517,1360,draw,300+2,e4 d5 exd5 Qxd5 Nc3 Qd7 Bb5 c6 Bc4 Nf6
1727,1596,white,0+1,e3 b6 d4 Bb7 c4 d6 f3 e5 Bd3 exd4
1466,1989,black,120+2,e4 e6 g3 d5 Bg2 d4 c3 c5 cxd4 cxd4
2108,1735,white,0+1,e4 d5 exd5 e6 dxe6 Bxe6 Nf3 Nf6 Be2 Nc6
1621,1749,black,360+6,e4 c5 d4 cxd4 c3 dxc3 Nxc3 e5 Nf3 Nc6
1667,1754,black,240+0,d4 d5 c3 e6 Nd2 Nf6 Ngf3 c5 e3 a6
1377,1392,black,780+0,e4 e5 Nf3 Nc6 Bb5 Qf6 Bxc6 Qxc6 d3 d6
1432,1569,black,360+10,Nf3 d6 e4 e5 Bc4 Qe7 Nc3 Be6 d3 Bxc4
1719,1500,white,300+0,d4 e6 c4 d5 Nc3 Nf6 Bg5 c6 cxd5 exd5
1670,1673,white,60+1,d4 c5 dxc5 e6 g3 Bxc5 Bg2 Qb6 e3 Nf6
2139,2017,white,300+1,e4 c5 d4 cxd4 c3 d3 c4 d6 Bxd3 Nf6
1393,1094,black,0+1,e4 e6 d4 d6 e5 c6 exd6 f6 Nc3 Bd7
1650,1589,white,0+1,b3 d5 Bb2 e6 g3 Nf6 g4 Be7 g5 Ng8
