white_elo,black_elo,result,time_control,opening_moves
1623,1395,white,420+3,c4 d5 e3 d4 exd4 Qxd4 Nf3 Qe4+ Be2 Bg4
1692,1648,draw,300+3,d4 d6 c4 g6 e4 Bg7 Nc3 Nc6 d5 Nd4
1778,1537,white,600+10,d4 e6 c4 b6 Nf3 Bb7 Nc3 Bb4 Qc2 d5
1490,1681,white,540+9,e4 e5 Nf3 Nc6 Nc3 Nf6 d4 exd4 Nxd4 Bb4
1142,1204,white,120+0,e3 e5 d4 e4 f3 exf3 Qxf3 d6 Qe4+ Be7
1411,1500,white,120+0,e4 c5 Nf3 Nc6 Nc3 d6 d3 e6 Bg5 Be7
1359,1629,white,600+0,e4 d6 Bc4 e6 Nf3 Ne7 e5 d5 Bb3 c5
1589,1274,white,60+5,d4 d6 e4 g6 e5 Bg7 f4 Nc6 Nf3 f6
1618,1256,white,120+0,e4 e5 Nc3 Nc6 f4 d6 Nf3 exf4 Bc4 Nf6
1400,1157,white,660+11,e4 e5 Nf3 Nc6 c3 d5 Bb5 Qd7 Bxc6 Qxc6
1511,1709,white,120+0,f4 d5 Nf3 e6 d4 Nf6 e3 b6 c3 c5
1429,1469,black,60+0,d4 Nf6 e3 g6 Nf3 Bg7 c4 O-O Be2 d6
1500,1500,white,120+0,e4 c5 c3 d6 d4 cxd4 cxd4 Nf6 Nc3 g6
1573,1603,black,60+1,b3 d5 Bb2 Nc6 e3 e5 Ne2 Bd6 Ng3 Nf6
1398,1550,white,1800+5,d4 d5 e3 Bf5 Nc3 Nc6 Nf3 Nf6 Bd2 e6
1954,1999,black,300+0,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6
1479,1355,black,300+3,b3 d5 Bb2 Bf5 e3 e6 Nf3 h6 h3 c6
1579,1565,black,300+8,e4 e5 d3 Bc5 a3 d6 c3 a5 a4 Bd7
1519,1364,white,300+8,d4 e6 Nc3 Qf6 Nf3 e5 dxe5 Qb6 e3 Nc6
1412,1556,white,120+0,d4 e6 f3 d5 e4 f5 e5 Nc6 f4 g5
1746,1558,white,240+0,b3 g6 Bb2 Nf6 c4 Bg7 Nc3 d6 Nd5 O-O
1587,1530,black,1200+0,e4 e5 Nf3 Nc6 Bb5 d6 O-O Bd7 c3 Be7
1548,1641,white,300+1,e4 e5 Bc4 Nf6 d3 c6 a3 d5 exd5 cxd5
1562,1618,black,120+2,d4 d5 c4 e6 Nc3 Nf6 Bg5 Be7 Nf3 O-O
1408,1424,white,240+0,d4 d5 c4 Nf6 cxd5 Qxd5 Nc3 Qa5 Bd2 Nc6
2104,1863,white,60+0,d4 Nf6 Nf3 e6 e3 d5 b3 c5 Bb2 cxd4
1522,1153,white,720+17,e4 e5 d4 d6 d5 Bd7 Bd3 Be7 Nc3 h5
1697,1795,white,300+0,d4 Nf6 c4 e6 Nc3 Bb4 Bd2 b6 a3 Bxc3
1625,1215,white,120+0,e4 d6 d4 e5 Nc3 d5 Nxd5 c6 Nc3 b5
1636,1500,white,120+16,d4 a5 Bf4 Nc6 Nc3 Nxd4 Qxd4 d5 Nb5 Ra6
1190,1249,white,120+0,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 Bb5 Nxe4
1637,1515,black,180+0,d4 d5 Nc3 e6 a3 Nc6 Bf4 a6 Nf3 Nf6
1385,1481,black,540+5,c4 e5 e3 d6 Nc3 Nf6 Nf3 Be7 Qc2 O-O
1434,1380,black,300+0,Nf3 e6 e3 Nf6 d4 Be7 a3 O-O c4 d5
1766,1737,black,180+5,f4 Nf6 Nf3 c5 d4 cxd4 Nxd4 Nc6 e3 g6
1563,1858,black,60+0,b3 c5 Bb2 d5 e3 Nc6 Ne2 e5 Ng3 d4
1587,1429,white,240+0,e4 d5 exd5 Qxd5 Nc3 Qa5 Nf3 Bg4 Be2 h5
1262,1388,black,600+0,e4 e5 Nf3 Nc6 Bc4 Na5 Na3 Nf6 Nxe5 Nxe4
1613,1691,white,120+1,e4 d5 e5 e6 d4 b6 Bb5+ Bd7 Bxd7+ Qxd7
1405,1269,white,660+11,e4 e5 Nf3 Qe7 d3 Nf6 Bg5 Qe6 Bxf6 Qxf6
1419,1593,white,60+0,d4 e6 e3 d5 Nf3 c6 c4 f6 cxd5 g6
1144,1229,white,600+0,c4 c5 Nc3 Nc6 g3 g6 Bg2 Bg7 e4 e5
1128,1287,white,240+0,e4 e5 f3 Nc6 b3 Bc5 Bb2 Nf6 c4 O-O
1625,1659,black,600+0,e4 e5 Bc4 Nf6 d3 d6 Nc3 Nc6 Bd2 Na5
1355,1500,black,120+1,e4 c5 Nf3 Nc6 Bc4 e6 c3 a6 d4 cxd4
1607,1626,black,300+2,e4 e5 Nf3 Nc6 d4 Bd6 Be3 h6 Nc3 a6
1337,1630,black,120+0,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O d6 Re1 Bd7
1552,1752,black,240+0,b3 g6 Bb2 Nf6 Nc3 Bg7 Nf3 O-O g3 e6
1592,1365,white,60+5,d4 d5 Nc3 b6 Nf3 e6 Bf4 h6 Qd2 g5
1862,1676,white,60+0,d4 d5 c4 Nf6 cxd5 Qxd5 Nc3 Qh5 Nf3 Bg4
1522,1928,black,120+4,e4 c5 Nf3 e6 c3 Nf6 d3 Nc6 Be3 a6
1236,1332,white,240+6,d3 e5 c3 Nc6 Nf3 h6 Nbd2 a6 e3 Bc5
1627,1293,white,120+1,e4 d6 d4 c5 c3 Nf6 Bd3 e6 Bg5 Be7
1532,1789,black,600+10,e4 g6 Bc4 Bg7 Nf3 e6 O-O d6 c3 a6
1212,1375,black,180+3,e4 c6 d4 d5 e5 Bf5 Nc3 e6 g3 Bb4
1589,1501,white,60+15,d4 d5 c4 dxc4 Nd2 b5 a4 c6 Ngf3 Nf6
1428,1430,white,120+0,d4 d5 f3 Nc6 h4 h5 g4 g6 g5 Bg7
1354,1645,white,360+0,d4 Nf6 Nf3 d5 e3 c5 dxc5 Nc6 Bb5 a6
1204,1205,black,120+0,d4 d5 e3 Nc6 f4 e6 g3 f5 h4 Bb4+
1655,1559,draw,240+0,d4 d5 c4 c5 cxd5 cxd4 Qxd4 Nf6 Nc3 Nc6
1538,1599,white,300+8,e4 b6 d4 Bb7 Nc3 e6 Bd3 Bb4 Bd2 Ne7
2010,1945,white,300+0,d4 Nf6 Nf3 e6 g3 b6 Bg2 Bb7 O-O g6
1868,1496,black,60+0,d4 b6 c4 Bb7 Nc3 g6 Nf3 Bg7 e3 e6
1552,1628,black,180+0,e4 e5 Nf3 Nf6 Nc3 d5 exd5 Nxd5 Bc4 Nxc3
1379,1466,white,600+3,e4 e5 Qh5 Nf6 Qxe5+ Be7 Nc3 Nc6 Qg3 Bd6
1524,1512,black,600+0,e4 e6 d4 Qh4 Nc3 Bb4 Nf3 Qxe4+ Be3 Qc6
1690,1500,white,300+3,e4 c5 Bc4 Nc6 Qh5 e6 c3 Nf6 Qe2 a6
1280,1662,black,120+0,e4 e6 d4 d5 Nc3 Nf6 Bg5 Be7 e5 Nfd7
1478,1426,white,180+0,d4 Nf6 Nc3 e6 a3 b6 Bf4 Bb7 Nb5 d6
1650,1547,black,180+1,a3 d6 d3 g6 g3 Bg7 Nf3 e5 c4 Be6
1415,1440,black,120+0,e4 d5 exd5 Qxd5 Nc3 Qd8 Nf3 e6 d4 f5
1153,1639,black,120+0,e4 e5 f3 Nc6 g4 Nf6 h4 d5 exd5 Qxd5
1258,1153,white,900+5,e4 e5 Nf3 Nc6 d3 Bc5 Be3 Bxe3 fxe3 d6
1452,1394,white,600+3,e4 e5 Nf3 d6 Bc4 h6 O-O Nf6 Nc3 Ng4
1623,1524,white,480+3,d4 d5 c4 c6 Nf3 Bg4 e3 Bxf3 Qxf3 Nd7
1368,1550,black,360+0,d4 d5 Nf3 Nc6 e3 f6 Nc3 e5 dxe5 fxe5
1517,1846,black,60+0,e4 e5 Nf3 Nc6 Bc4 Nf6 O-O Bc5 Nc3 O-O
1426,1621,black,60+0,d4 f6 e4 d5 Nc3 Nc6 Nf3 e6 Bf4 Bb4
1357,1613,black,180+0,d4 e6 e3 d5 f4 c5 Nf3 cxd4 exd4 Bb4+
1287,1630,black,120+1,d4 d5 e3 Nf6 Bd3 Bg4 Nf3 Nc6 h3 Bh5
1757,1753,white,180+5,d4 e6 Nf3 d5 c4 c5 dxc5 Bxc5 cxd5 Ne7
1436,1500,white,60+0,d4 Nf6 e3 d5 Nf3 c5 c3 e6 Bb5+ Bd7
1216,1217,black,120+0,e4 e5 Nf3 Nc6 Bc4 Nd4 O-O d6 Nxd4 Qg5
1593,1283,white,240+0,e4 a6 d4 d5 e5 f6 f4 fxe5 fxe5 h5
1341,1222,white,480+8,d4 e6 c3 d5 e3 f6 g4 c5 b4 cxb4
1621,1799,black,600+8,e4 g6 d4 Bg7 Nf3 d6 Nc3 a6 h3 b5
1417,1523,black,1800+5,d4 e6 c4 Be7 Nc3 Bb4 e3 Nf6 Bd2 Bxc3
1147,1709,black,120+0,e3 e6 f4 d5 g3 Nf6 h4 c5 d4 Nc6
1242,1643,black,120+0,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 d4 d5
1451,1401,white,120+0,d4 d5 f3 Nc6 h4 Nf6 g4 h6 g5 hxg5
1465,1614,white,60+2,e4 e6 d4 c5 d5 exd5 exd5 Bd6 c4 f5
1850,1514,black,60+0,e4 b6 f4 Bb7 Nc3 g6 Nf3 Bg7 d4 e6
1362,1318,black,360+0,d4 f5 Nf3 Nf6 e3 d5 Nc3 Nc6 Bd2 Be6
1577,1567,black,300+8,e4 e5 Nf3 d6 Bc4 h6 d3 a5 Nc3 c6
1372,1678,black,300+0,e4 c5 Bc4 e6 d4 cxd4 e5 Nc6 Nf3 g6
1562,1544,white,300+1,e4 e5 Bc4 Bc5 Nf3 Nc6 a3 Nf6 d3 d5
1614,1500,black,600+0,e4 e5 Bc4 Nc6 d3 Nf6 Nc3 d6 Bb3 Be6
1467,1587,white,300+3,b3 d5 Bb2 Nc6 e3 e5 Bb5 g6 Bxc6+ bxc6
1631,1503,white,480+3,d4 Nf6 c4 d6 Nc3 c5 dxc5 dxc5 Qxd8+ Kxd8
1735,1407,white,1800+8,e4 e5 f4 d5 exd5 exf4 Nf3 Nf6 Nc3 Nxd5
1594,1600,black,300+3,d4 d5 c4 c6 cxd5 cxd5 Nc3 Nc6 Nf3 a6
1540,1152,white,300+0,d4 e6 c4 d6 Nc3 a6 e4 h6 Nf3 Nf6
1144,1072,white,240+0,e4 Nc6 f3 d6 d4 Bd7 d5 Ne5 b3 e6
1633,1282,white,120+1,e4 e5 Bc4 d6 Qf3 Be6 Bxe6 fxe6 Qb3 Qe7
1411,1431,black,300+2,e4 e5 f4 exf4 d3 g5 Qh5 h6 Nh3 Nf6
1535,1828,black,60+0,g3 d5 Bg2 e5 d4 e4 e3 f5 Ne2 g5
1558,1417,white,180+0,d4 Nf6 Nc3 d6 Bg5 g6 Bxf6 exf6 e4 Bg7
1532,1352,white,420+7,e4 c6 d4 d5 e5 Bf5 Nf3 e6 Bd3 Bxd3
1594,1430,white,600+0,d4 Nc6 c4 Na5 e4 e6 Nf3 d5 cxd5 exd5
1190,1216,white,120+0,e4 e6 Nf3 d5 e5 c5 c3 Nc6 Bb5 Bd7
1649,1230,white,120+0,e4 e5 Nc3 c6 d4 Bb4 dxe5 Bxc3+ bxc3 f6
1618,1352,black,180+0,e3 e5 f4 d6 fxe5 dxe5 Bc4 c6 Nf3 f6
1832,1531,white,60+0,d4 b6 c4 Bb7 Nf3 g6 e3 Bg7 Be2 e6
1512,1262,white,660+10,e4 e5 Nf3 d6 d4 Nf6 Nc3 Bg4 d5 Bxf3
1652,1562,black,240+0,d4 d5 c4 c5 cxd5 cxd4 Qxd4 Nf6 Nc3 Nc6
1700,1740,white,300+0,e4 d5 exd5 Qxd5 c4 Qd8 d4 c6 Nc3 Nf6
1522,1370,white,480+6,e4 Nc6 d4 e6 e5 f6 Nf3 fxe5 dxe5 d6
1638,1639,white,480+3,d4 f5 e3 Nf6 Nc3 d5 Nf3 Nc6 Bb5 Bd7
1819,1500,white,540+0,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Bb4
1585,1671,black,300+5,e4 f5 exf5 Nf6 d4 c5 dxc5 Qa5+ Nc3 Qxc5
1870,2109,black,60+0,e4 e6 Nf3 b6 d4 Bb7 Nc3 Bb4 Bd3 Bxc3+
1500,1457,white,1680+8,e4 a6 d4 e6 Bd3 f5 exf5 exf5 Bxf5 Qe7+
1628,1741,white,420+3,c4 e5 e3 Nf6 a3 d5 d4 exd4 exd4 Nc6
1672,1898,black,120+0,d4 f5 h3 Nf6 Nf3 g6 Bg5 Bg7 Bxf6 exf6
1561,1636,black,180+1,e4 d6 Nf3 g6 d3 Bg7 Nc3 Nf6 Be3 c5
1500,1412,black,60+1,e4 e6 e5 d5 d4 Nc6 Nf3 h6 Bb5 a6
1597,1757,black,120+3,e4 b6 Nf3 Bb7 Nc3 c5 d4 cxd4 Nxd4 Nc6
1449,1550,white,600+0,c4 Nf6 Nc3 d5 cxd5 Nxd5 Nf3 e6 Nxd5 Qxd5
1342,1481,black,180+0,e4 e5 Nf3 d6 Bc4 Bg4 Nc3 Nf6 h3 Bxf3
1349,1690,black,360+0,d4 Nf6 Nf3 g6 e3 Bg7 Nc3 d5 Bd2 O-O
1544,1574,white,1200+0,e4 g6 d4 Bg7 e5 d6 f4 dxe5 fxe5 f6
1597,1651,black,240+0,e4 c5 f4 Nc6 Nf3 e6 Nc3 Nf6 e5 Nh5
1141,1228,black,120+0,d4 d5 e3 Nc6 f4 Bf5 g3 e6 h4 Nb4
1654,1725,white,120+0,e4 e6 d4 d5 Nc3 Nf6 Bg5 Be7 Bxf6 Bxf6
1644,1552,white,180+1,d4 d5 Nf3 Bg4 c4 e6 cxd5 Qxd5 Nc3 Bb4
1372,1600,black,180+0,d4 e6 e3 d6 f3 g6 Bd2 Bg7 Bc3 Ne7
1794,1419,black,600+0,Nf3 b6 d4 Bb7 e3 Nf6 c4 e6 Nc3 Be7
1597,1892,black,720+10,e4 g6 Nf3 Bg7 Nc3 d6 d4 Nf6 Bc4 O-O
1422,1276,white,60+1,d4 d5 e3 Nf6 h3 Nc6 a3 e6 g3 Bd7
1626,1836,draw,60+0,e4 c5 f3 Nc6 c3 e5 Bc4 d6 Ne2 Be6
1696,1576,white,300+3,d4 d5 Nf3 Bf5 e3 Nc6 a3 f6 c4 e5
1573,1774,white,300+1,e4 e5 Bc4 d6 a3 Nf6 d3 Nbd7 Ba2 Be7
1677,1113,white,120+0,d4 Nf6 c4 g6 Bg5 Bg7 Nc3 d6 Qd2 Bf5
1639,1544,white,240+0,d4 d5 c4 c6 e3 Nf6 Nf3 e6 c5 b6
1628,1664,black,60+15,d4 Nf6 c4 g6 g3 Bg7 Bg2 d5 cxd5 Nxd5
1521,1400,black,300+7,d4 d5 c4 dxc4 e3 Nf6 Bxc4 e6 Qf3 Bb4+
1606,1389,white,180+0,d4 e6 a3 d6 e4 c5 dxc5 Qa5+ b4 Qc7
1636,1600,black,300+2,d4 d5 a3 Bf5 e3 Nc6 h3 e5 c3 exd4
1213,1237,black,120+0,e4 e5 Nf3 Nc6 Bc4 Nd4 Nxe5 Qg5 Bxf7+ Kd8
1830,1633,white,60+0,d4 e6 c4 c5 dxc5 Bxc5 e4 Qf6 Nf3 Nc6
1128,1108,black,300+0,g3 e5 Nf3 e4 Ng1 f5 Bg2 d5 Nh3 b6
1885,1673,white,300+13,e4 e5 Nf3 Nf6 Nc3 Bb4 Bc4 Bxc3 dxc3 Nxe4
1251,1397,black,240+6,d3 e5 c3 Nf6 Nf3 c5 Nxe5 Nc6 Nxc6 dxc6
1777,1500,black,300+0,e4 e5 d4 exd4 c3 d5 e5 dxc3 Nf3 Bb4
1478,1410,white,300+3,b3 e5 Bb2 Nc6 e3 d5 Bb5 e4 Bxc6+ bxc6
1587,1569,black,240+0,e4 e5 Nf3 Nc6 Nc3 Bc5 Bb5 d6 Bxc6+ bxc6
1741,1660,black,300+0,e4 c5 Nf3 e6 Nc3 Nc6 Bb5 Nd4 Nxd4 cxd4
1149,1489,black,180+0,d4 e6 e3 d5 Nf3 a6 h3 Nc6 a3 Nf6
1428,1565,black,60+1,d4 d5 e3 c5 dxc5 Nc6 c3 a5 b3 e5
1632,1546,draw,300+0,e4 Nf6 e5 Nd5 c4 Nb6 d4 e6 Nc3 d6
1639,1581,black,420+3,c4 e6 e3 Nc6 d4 Bb4+ Nc3 d5 Bd2 Nf6
1492,1331,black,180+0,e4 e5 Nf3 Nc6 h3 d6 Bb5 Bd7 Bxc6 Bxc6
1500,1382,white,180+3,e4 c6 Nf3 d5 exd5 cxd5 d4 Bg4 Be2 e6
1579,1560,black,300+8,e4 e5 Bc4 d6 d3 h6 c3 Be7 Nf3 Bg4
1624,1600,white,600+0,e4 e6 Nf3 d5 e5 c5 c3 Nc6 d4 Qb6
1481,1518,white,600+0,e4 c5 Nc3 Nc6 Bc4 Nf6 f4 e5 Nf3 exf4
1544,1653,black,180+1,e4 d6 d3 g6 Be3 Bg7 Qd2 Nf6 Nc3 O-O
1673,1699,black,300+0,e4 e5 Bc4 Nf6 Nf3 Nc6 Ng5 d5 exd5 Nxd5
1575,1763,white,240+0,e4 b6 d4 Bb7 Nc3 e6 e5 c5 Nf3 cxd4
1460,1391,white,120+0,d4 c5 f3 cxd4 Qxd4 Nc6 Qd1 e6 c3 Qb6
1368,1202,white,300+0,e4 e5 Nf3 d6 d4 Nc6 d5 Nb4 c3 Na6
1637,1384,white,180+0,d4 d5 Nc3 c5 e3 cxd4 exd4 Nc6 Bb5 Bd7
1591,1580,black,120+3,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Nxc6 bxc6
1569,1314,white,600+7,e4 e5 Nf3 Bc5 d4 exd4 Nxd4 Qf6 Be3 h6
1421,1354,black,60+1,d4 d5 e3 e6 a3 c5 h3 cxd4 Qxd4 Nc6
1749,1869,white,600+0,Nf3 e6 d4 c5 e3 d5 c4 Nc6 dxc5 Bxc5
1704,1568,white,300+3,c4 c6 Nc3 d5 cxd5 cxd5 d4 Nc6 Nf3 Nf6
1464,1535,white,600+0,e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 e5
1244,1259,draw,240+6,d3 b5 c3 Bb7 e4 a6 Bf4 d6 Nf3 e5
1510,1481,white,1800+0,e4 e6 d4 c6 Nf3 f6 e5 h5 exf6 gxf6
1575,1145,white,300+0,d3 d5 e3 c6 a3 a6 h3 h6 b3 Nf6
1487,1408,white,300+3,b3 e5 Bb2 Nc6 e3 Bc5 Bb5 f6 Bxc6 dxc6
1578,1210,white,420+15,e4 e5 Nf3 Nc6 Bc4 d6 c3 Qe7 d4 f6
1525,1655,black,1680+8,d4 d5 Nc3 e6 e4 a6 Qh5 Nf6 Qe5 Nc6
1743,1500,black,60+0,d4 e6 Bf4 d5 e3 Nf6 Bb5+ Bd7 Bxd7+ Nbxd7
1661,1604,white,180+0,e4 d6 d4 e6 Bc4 Nd7 Nf3 b6 O-O Bb7
1367,1407,white,60+1,e4 Nc6 d4 a5 Nf3 d5 exd5 Qxd5 Nc3 Qd8
1252,1245,black,480+10,e4 Nf6 Nc3 Nc6 Nf3 e5 a3 d5 exd5 Nxd5
1469,1333,black,120+0,d4 e6 f3 d6 e4 b6 c3 Bb7 Bd3 a6
1427,1379,black,300+0,e4 e5 Nf3 d6 Nc3 Nc6 Bc4 Nf6 d3 Be6
1747,1867,black,180+5,d4 Nf6 c4 e6 Nc3 Bb4 Qb3 Nc6 Nf3 Ne4
1538,1536,white,300+0,e4 c5 Nf3 Nc6 Bc4 e6 Nc3 a6 d4 b5
1592,1611,black,240+0,e4 e5 Nf3 Nc6 Nc3 Bc5 Bb5 d6 Bxc6+ bxc6
1557,1718,black,120+1,b3 e5 Bb2 d6 c4 Nc6 Nc3 Bf5 Nf3 Nge7
1590,1577,white,300+1,e4 e5 Bc4 Nf6 d3 Nc6 a3 d6 Ba2 Be6
1355,1475,white,180+0,e4 e5 Nf3 d6 Nc3 Bg4 h3 Bxf3 Qxf3 Nf6
1067,1324,black,1800+30,e4 e5 Qh5 Qe7 Bc4 Nf6 Qh4
1394,1379,white,60+1,d4 d5 e3 e6 f4 c5 g3 cxd4 Qxd4 Nc6
1865,1848,white,60+0,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6
1506,1346,white,300+7,d4 Nf6 Bg5 d5 e3 e6 c4 Bb4+ Nc3 Qd6
1836,1838,black,60+0,d4 e6 c4 d5 Nc3 Nf6 Bg5 Be7 e3 h6
1346,1437,draw,360+0,d4 d5 Nf3 e6 e3 c5 dxc5 Bxc5 Nc3 Nf6
1521,1494,black,60+10,d4 b5 e4 b4 d5 Bb7 e5 c6 d6 g6
1328,1627,black,60+0,e4 e5 Nf3 Nc6 d4 Bc5 dxc5 Qf6 Nc3 Nge7
1668,1783,black,120+0,d4 Nf6 h3 e6 Nf3 c5 dxc5 Bxc5 e3 Nc6
1600,1560,black,300+1,e4 c6 Bc4 d5 exd5 cxd5 Bb3 e5 d3 Nc6
1837,1876,black,60+0,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O d6 Re1 Be7
1650,1172,black,480+3,d4 e6 e4 c5 d5 d6 c4 e5 Bd2 Nf6
1852,1437,white,1200+0,e4 d5 exd5 Qxd5 Nc3 Qe5+ Be2 Nf6 Nf3 Nc6
1571,1529,white,600+5,d4 Nf6 e3 e6 Bd2 d5 a3 Ne4 Bb4 Bxb4+
1595,1670,black,180+0,d3 e5 e3 Bc5 g3 Nf6 Bg2 O-O Ne2 Nc6
1660,1215,black,180+0,d4 d5 Nc3 e6 a3 c5 e3 cxd4 exd4 Nc6
1567,1337,black,300+8,e4 e6 d4 d5 e5 c5 c3 Nc6 Be3 cxd4
1121,1625,black,360+0,d4 d5 e3 Nc6 c3 e5 Nf3 e4 Ne5 Nxe5
1637,1698,black,120+2,e4 e6 d4 d5 exd5 exd5 Nf3 c5 dxc5 Nc6
1970,1826,white,60+0,e4 c5 c3 e5 Nf3 d6 d3 Bg4 Be2 f5
1453,1317,black,120+0,d4 c6 f3 d5 e4 b5 e5 Ba6 c3 e6
1379,1403,white,600+8,d4 d5 Nf3 Nc6 Nc3 e6 Bf4 Bd6 Bxd6 cxd6
1327,1277,white,120+0,e4 d6 d4 e6 Nd2 c5 d5 exd5 exd5 Nf6
1887,1827,white,60+0,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6
1427,1142,white,720+8,e4 e5 Bc4 d6 Nc3 Nf6 Nf3 Bg4 h3 Bxf3
1660,1500,black,120+0,d3 d5 e4 dxe4 d4 c5 d5 e6 dxe6 Qxd1+
1207,1605,black,420+15,e4 c5 c4 d6 d3 Nf6 Nc3 g6 g3 Bg7
1883,1856,white,180+2,d4 Nf6 c4 e6 Nf3 c5 g3 b6 Bg2 Bb7
1498,1490,white,60+2,e4 c5 Ne2 e6 Nbc3 a6 d3 h6 Be3 Nc6
1725,1550,white,120+1,d4 b5 e3 Bb7 Nf3 b4 g3 a5 Bg2 e6
1577,1444,black,300+0,d3 d5 e3 e5 a3 Nc6 h3 Nf6 b3 d4
1574,1609,white,600+7,e4 e5 Nf3 Nc6 d4 d5 exd5 e4 Qe2 Qxd5
1530,1402,white,420+2,e4 e5 d4 d6 d5 c6 Nc3 cxd5 Qxd5 Nc6
1351,1631,white,60+0,e4 e5 d3 c5 c3 Nc6 a3 Nf6 h4 d5
1347,1237,white,120+2,d4 e5 dxe5 Bc5 e3 Qe7 Nf3 f6 exf6 Qxf6
1817,1897,black,60+0,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Be7 Re1 O-O
1737,1679,white,180+5,e4 e5 Nf3 Nc6 Bb5 Bc5 O-O d6 c3 Bd7
1581,1500,white,240+0,e4 c5 f4 Nc6 Nf3 b6 Bb5 Bb7 O-O d5
1609,1627,white,420+3,d4 d5 Bf4 Nc6 e3 a6 Nc3 Nf6 Nf3 Ne4
1402,1500,black,660+6,e4 e5 Nf3 Nc6 Bc4 d6 d3 Nf6 Ng5 d5
1553,1525,black,180+0,d4 d5 Nc3 c6 Bf4 Nf6 Be5 e6 Bxf6 Qxf6
1336,1438,white,120+0,e4 d5 e5 f6 d4 Bf5 Nf3 e6 Nc3 Be7
1534,1377,white,180+0,e4 e5 f4 exf4 Nf3 d6 Bc4 h6 O-O g5
1500,1576,black,660+5,e4 g6 Nf3 Bg7 Bc4 e6 d4 Nc6 Nc3 Nge7
1482,1771,white,60+2,e4 e6 d4 d5 Nc3 c5 Nf3 cxd4 Qxd4 Nc6
1559,1611,black,60+0,b3 g6 Bb2 e5 Bxe5 f6 Bb2 Bh6 e3 d5
1407,1214,black,1800+5,d4 d5 c4 e6 e3 Nf6 Nc3 Bd6 cxd5 exd5
1544,1731,black,120+1,b3 e5 Bb2 d6 c4 Nc6 Nc3 Nf6 g3 g6
1006,1867,black,1200+0,e4 e6 f4 d5 d3 dxe4 dxe4 Qxd1+ Kxd1 Bc5
1421,1261,black,120+0,e4 e5 f4 d6 Nf3 exf4 d4 Nf6 Bd3 Nc6
1778,1880,white,180+0,d4 c5 e3 cxd4 exd4 g6 Nf3 Bg7 c3 d6
1577,1501,black,300+5,e4 c5 Nc3 Nc6 Bb5 Nf6 d4 cxd4 Bxc6 dxc3
1808,1383,white,0+2,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Bb4
1650,1773,white,120+0,d4 d5 Nc3 c6 e4 dxe4 Nxe4 Nf6 Nxf6+ gxf6
1423,1353,white,120+0,d4 c6 f3 d5 h4 Nf6 g4 Be6 g5 Nh5
1609,1596,white,180+0,e4 e5 Nf3 d6 Bc4 Nc6 d3 Be6 Nbd2 Bxc4
1349,1435,black,360+0,d4 d5 Nf3 Nf6 e3 h6 Nc3 e6 Bd2 c5
1593,1621,white,60+0,d3 d5 c3 c5 e4 dxe4 dxe4 Qb6 Be3 Nf6
1228,1356,black,120+2,e4 e5 Bc4 d6 Qf3 Nf6 h3 Qe7 g4 Be6
1496,1422,black,300+3,b3 e5 Bb2 Nc6 e3 f5 Bb5 Bd6 Bxc6 dxc6
1500,1481,black,1500+8,e4 g6 Nf3 Bg7 Bc4 e6 O-O Ne7 d3 O-O
1797,1896,white,420+5,e4 g6 d4 Bg7 Nf3 d6 Bc4 Nf6 Ng5 O-O
1906,1922,black,60+0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e6
1826,1711,black,240+3,e4 e6 d4 d5 exd5 exd5 Bd3 Nf6 Nf3 h6
1372,1810,black,0+2,e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nf6 Bc4 e6
1454,1399,black,240+1,d4 d5 Nf3 a6 a3 b5 b4 Nf6 e3 Ne4
1631,1726,white,300+1,e4 e5 Nf3 Nc6 Bc4 Be7 O-O Nf6 Re1 O-O
1509,1500,black,60+2,e4 e6 Ne2 d5 e5 c5 d4 Nc6 Bf4 Qb6
1178,1609,black,60+0,Nh3 d5 Ng5 h6 d4 hxg5 Bxg5 Nf6 Bxf6 exf6
1367,1540,black,180+0,e4 d6 Nf3 g6 d4 e6 Nc3 Bg7 a3 Ne7
1580,1679,black,120+3,e4 d6 d4 e5 dxe5 dxe5 Qxd8+ Kxd8 Nc3 Bb4
1892,1572,white,300+13,e4 e5 Nf3 Nc6 Nc3 Nf6 Bc4 h6 d3 d6
1440,1460,white,240+0,e4 e5 Bc4 Nc6 Qf3 Nd4 Qd1 Nf6 c3 Nc6
1367,1536,white,180+0,d4 d5 e3 Nf6 f4 Bg4 Nf3 e6 h3 Bxf3
