white_elo,black_elo,result,time_control,opening_moves
1657,1528,black,180+1,d4 c5 d5 Nf6 c4 e6 Bg5 exd5 cxd5 h6
1247,1500,white,300+2,e3 e6 h4 Nc6 Nf3 b5 Ng5 Ne5 Bxb5 Bb7
1500,1465,black,300+2,e4 e5 d3 h6 Be2 Bc5 Nh3 Nc6 O-O d6
1831,1705,black,0+1,d4 e6 c4 c5 Nc3 b6 d5 e5 e4 d6
1519,1435,white,660+6,e4 d6 d4 g6 c4 Bg7 Be3 Nf6 Nc3 c6
1937,1852,white,60+0,d4 c5 c4 cxd4 Qxd4 Nc6 Qd1 e5 Nf3 f5
1515,1591,white,300+1,e4 e6 Bc4 d5 exd5 exd5 Bb3 Nf6 d4 Bd6
1587,1405,white,300+0,e4 e5 Nf3 d6 Bc4 Bg4 Nc3 Nc6 Be2 Bxf3
1942,1817,draw,300+15,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 d4 exd4
1566,1433,white,600+0,b3 Nc6 Bb2 Nf6 e3 d6 f4 e5 fxe5 dxe5
1482,1406,black,300+0,e4 e5 f4 d5 Bc4 dxc4 Qf3 exf4 Qxf4 Nc6
1561,1324,black,180+0,g4 d5 g5 h6 d4 Qd6 Nf3 Bg4 Bg2 f6
1615,1428,white,120+0,Nf3 c5 g3 d5 Bg2 e6 O-O Bd6 c4 d4
1719,1816,black,0+1,d4 c6 c4 d5 e3 Nf6 f4 e6 Nf3 Be7
1551,1582,black,300+0,d3 d5 e3 e5 a3 Nc6 h3 h5 b3 a6
1912,1143,white,240+0,e4 e5 f4 exf4 Nf3 f6 Bc4 d6 d4 g5
1734,1719,black,240+0,d4 Nf6 Nf3 e6 e3 c5 Be2 cxd4 exd4 d5
1292,1346,white,120+0,e4 e5 Bc4 Bc5 Qf3 Nf6 h3 Nc6 c3 d5
1418,1581,black,-,e3 e6 Qh5 g6 Qb5 c6 Qd3 Na6 Qd4 c5
1679,1604,white,480+0,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 d3 Bg4
2030,1777,white,120+0,e4 e5 Nf3 Nc6 Bb5 Nge7 O-O g6 Re1 Bg7
1775,1568,black,300+8,b4 e6 Bb2 Nf6 b5 a6 e3 axb5 Bxb5 c6
1824,1711,black,0+1,e4 e6 Nf3 c5 d4 b6 dxc5 bxc5 Be2 d6
1470,1465,white,60+3,g3 e5 Bg2 d5 e3 e4 Ne2 c6 d3 Nf6
1610,1618,black,420+1,e4 e6 f4 Be7 Nf3 a6 d4 b5 a3 Bb7
1725,1810,black,0+1,e4 d5 e5 c5 c3 e6 d4 Nc6 Be3 Bd7
1423,1636,black,120+0,e4 c5 f4 a6 Nf3 Nc6 d3 d6 Nc3 Bg4
1360,1464,white,900+0,e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Bc5
1469,1667,black,300+0,e4 c6 f4 d5 exd5 cxd5 Nf3 Bg4 Be2 Nf6
1350,1649,black,600+0,e4 c5 Nf3 d6 Bc4 e6 d4 cxd4 Nxd4 Nc6
1222,1770,black,300+0,e4 c5 d4 cxd4 Qxd4 Nc6 Qc4 e6 Nf3 a6
1839,1732,draw,180+0,e4 e5 Bd3 Nc6 Nc3 Nf6 Nge2 Bc5 Ng3 O-O
1490,1500,white,600+10,e4 e5 c3 d5 Bd3 d4 c4 Nc6 a3 Nf6
1462,1361,white,240+5,e4 e5 Qh5 Nc6 Bc4 Qf6 c3 Bc5 Nf3 g6
1481,1607,black,900+0,e4 c5 Nf3 d6 Nc3 Nc6 Bc4 Nf6 d3 a6
1671,1995,black,180+0,d4 Nf6 e3 c5 Nf3 d5 c4 cxd4 Qxd4 Nc6
1542,1641,black,180+1,e4 d6 Nf3 g6 h3 Bg7 Bc4 Nf6 d3 O-O
1717,1818,black,0+1,e4 d6 f4 e5 f5 c5 c4 Nc6 d3 Nd4
1537,1355,black,180+0,d3 e5 e3 d5 Qe2 Nc6 f3 Nf6 h3 Bb4+
1592,1721,black,240+0,d4 d5 e3 Nf6 Nc3 e6 Qf3 Bb4 Bd2 Nbd7
1541,1500,black,300+0,d3 e5 e3 d5 a3 c5 b3 Nc6 Bb2 Nf6
1946,1597,white,60+0,d4 Nf6 c4 e6 Nc3 c5 Nf3 cxd4 Nxd4 d5
1464,1544,black,300+0,e4 g5 d4 g4 Be3 Nc6 Bd3 d5 Qxg4 Bxg4
1532,1344,white,300+0,d3 d5 e3 e6 a3 Nc6 h3 d4 e4 e5
1826,1709,black,0+1,e4 e6 Nf3 c5 d4 b6 dxc5 bxc5 Be2 d6
1269,1378,white,300+2,h4 e5 Nf3 Bb4 Ng5 h6 Nxf7 Kxf7 c3 g5
1668,1771,black,300+0,d4 d5 e3 e6 Nf3 c5 c4 cxd4 Qxd4 Nc6
1159,1635,black,300+2,Nf3 Nf6 c3 Nc6 Qa4 d5 Qb3 e5 Nxe5 Nxe5
1593,1378,white,300+0,e4 c5 Nc3 Nc6 Nf3 e6 d4 cxd4 Nxd4 Nxd4
1877,1591,white,660+5,e4 g6 d4 e6 c3 Nc6 Bd3 Bg7 Ne2 Nge7
1654,2035,black,120+0,Nf3 b6 Nc3 Bb7 e4 e6 d4 Bb4 Bd3 Nf6
1307,1443,black,120+0,e4 d6 Bc4 c6 Qf3 e6 d4 d5 exd5 cxd5
1594,1949,black,60+0,e4 e6 d4 d5 Nc3 Nf6 e5 Nfd7 f4 f6
1729,1585,white,240+0,d4 e6 Nf3 d5 e3 c6 Bd3 a6 O-O f5
1519,1696,white,180+0,d3 e5 e3 d5 f3 c5 Qe2 Nc6 g4 Nf6
1417,1449,white,120+0,e4 e5 f4 d6 Nf3 f6 fxe5 dxe5 Nxe5 fxe5
1368,1262,white,300+2,d4 g6 Nf3 Bg7 Nc3 Nf6 e4 d6 e5 dxe5
1324,1646,black,120+0,d4 Nf6 e4 c5 e5 Ne4 f3 Nf2 Qe2 Nxh1
1432,1430,white,120+0,e4 e5 d4 exd4 Qxd4 Nc6 Qd3 Ne5 Qe3 d6
1338,1538,black,300+0,d4 e6 Nc3 d6 Nf3 h6 e4 a6 Bf4 g6
1500,1611,black,600+5,e4 e6 f3 d5 e5 Nc6 f4 Nh6 d4 Nf5
1723,1951,black,0+1,e4 e6 d4 d5 e5 f6 c3 c5 f3 Nc6
1690,1309,white,600+0,c4 e5 Nc3 f6 g4 Nc6 Bg2 Bb4 Nf3 b6
1649,1534,white,180+1,a3 e5 d3 d5 g3 b6 Bg2 Bb7 Nf3 e4
1955,1714,white,300+13,e4 e5 Nf3 Nf6 Nc3 Nc6 Bc4 Bb4 d3 O-O
1475,1492,black,240+5,b4 d5 Bb2 Nf6 Nf3 a6 e3 Nc6 a3 Bg4
1688,1279,white,480+0,e4 e5 Nf3 Qe7 Bc4 c6 d3 b5 Bb3 a5
1714,1961,black,0+1,d3 e6 f4 d5 e4 dxe4 d4 c5 Be3 cxd4
1957,1719,white,0+1,e4 c5 Nf3 d6 c3 b6 d4 e6 e5 d5
1455,1500,black,300+0,e4 e5 f4 exf4 Nf3 g5 Bc4 g4 O-O gxf3
1498,1660,black,180+0,e4 e6 Nf3 d5 exd5 Qxd5 d3 Nf6 Nc3 Qd8
976,1427,black,420+8,c4 d6 Nc3 g6 g4 Bg7 Bh3 Nf6 Qa4+ Bd7
1449,1376,white,900+0,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 Qe7 Bxf7+ Kd8
1423,1552,black,300+5,e4 g5 Nc3 g4 Qxg4 d5 Qf3 dxe4 Nxe4 Nc6
1691,1596,white,480+0,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 dxc6 d3 Qf6
1538,1774,white,600+0,e4 e5 Nf3 Nf6 Nc3 d6 h3 Nc6 Bb5 Bd7
1597,1746,white,300+8,e4 g6 Nc3 Bg7 Nf3 d6 d4 Nd7 h3 Ngf6
1589,1379,white,300+0,d4 e6 g3 d5 Bg2 Nf6 Nf3 Bd6 c3 Bd7
1645,1653,white,540+10,e3 d5 b3 c5 h4 e6 h5 Bd6 Qg4 Qf6
1735,1999,black,180+0,e4 c5 Nf3 Nf6 e5 Nd5 c3 Nb6 d4 e6
1739,1508,white,1200+0,e4 c5 Nf3 a6 Bc4 Qa5 a3 Nc6 O-O Qc7
1499,1456,white,180+10,e4 e5 Nf3 Nc6 Bc4 Nf6 d4 d5 Bxd5 Nxd5
1527,1449,white,660+6,e4 e6 d4 d5 e5 c5 c3 Qb6 Nf3 Nh6
1607,1249,white,540+9,e4 e5 d4 Qf6 dxe5 Qxe5 Nc3 Bc5 Nf3 c6
1475,1135,white,300+2,e4 e5 f4 exf4 Nf3 Bb4 Bc4 c6 c3 Nh6
1656,1320,white,120+0,Nf3 e6 Nc3 d5 d4 Bb4 Bd2 Bxc3 bxc3 b6
1657,1805,black,180+1,a3 d5 d3 e5 g3 Nf6 Bg2 Bf5 Nf3 e4
1620,1493,white,420+3,e4 c6 d4 d6 f4 g6 Nf3 Bg7 Nc3 Bg4
1532,1332,draw,180+0,d3 d5 e3 e5 Qe2 f6 f3 Nc6 h3 Be6
1544,1202,white,300+0,d3 e5 e3 d5 a3 Qe7 h3 d4 e4 f6
1635,1666,black,240+0,e3 e6 d3 d5 g3 Nf6 Bg2 b6 h3 Bb7
1731,1343,white,180+0,e4 Nc6 Nf3 e6 d4 d5 e5 Bb4+ c3 Ba5
1500,1617,white,600+5,e4 e6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6+ Qxf6
1491,1869,black,180+0,e4 e5 Nf3 Nc6 Bb5 Nf6 Bxc6 dxc6 d3 Bd6
1735,1666,white,180+0,d4 d5 Bf4 Nc6 Nc3 g6 Nb5 e5 dxe5 a6
1502,1744,black,1200+0,e4 e6 d4 d5 e5 c5 f4 Qb6 Nf3 Nc6
1373,1218,white,420+0,e4 d5 exd5 Qxd5 Nc3 Qf5 Bb5+ Bd7 Ba4 Bxa4
1529,1361,white,60+2,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 d3 O-O
1628,1599,white,420+1,e4 e5 Nc3 Nc6 Nf3 Bc5 Bb5 Nge7 Nd5 O-O
1831,2090,white,180+0,Nf3 b6 g3 Bb7 Bg2 e6 O-O Nf6 d4 Be7
1388,1447,white,120+1,d4 d5 b3 Nc6 c4 dxc4 bxc4 Nb4 Qa4+ Nc6
2005,1865,black,240+2,d4 Nf6 Nf3 d5 c4 g6 cxd5 Nxd5 Nc3 Nxc3
1736,1341,white,240+0,d4 d5 Nf3 Nc6 e3 e6 Bb5 a6 Bxc6+ bxc6
1599,1782,black,300+0,e4 c5 Nf3 Nc6 c3 d6 d4 cxd4 Nxd4 e5
1271,1496,black,1500+15,Nf3 d5 e3 Nf6 d4 e6 Na3 c5 Bb5+ Bd7
1526,1274,white,180+0,d3 b6 e3 Bb7 Qe2 Nc6 f3 g6 h3 Bg7
1245,1610,black,540+9,e4 e5 Qf3 Nc6 c3 d6 Bc4 Nf6 b3 Bg4
1388,1468,black,360+15,e4 c5 Bc4 e6 d4 cxd4 Qxd4 Nc6 Qe3 b6
1637,1651,draw,180+1,e4 d6 Nf3 g6 d4 Bg7 Nc3 Nf6 Bd3 O-O
1504,1434,black,900+0,e4 e6 Qf3 d5 e5 c5 c3 Qb6 d4 Nh6
1663,1875,white,60+0,d4 Nf6 c4 e6 Nc3 Bb4 Nf3 c5 e3 cxd4
1517,1445,black,180+10,d4 d5 Nf3 Nc6 Nc3 e6 e4 Bb4 a3 Bxc3+
1536,1494,black,120+0,e4 e5 Nf3 Bc5 Bc4 Nf6 Bxf7+ Kxf7 Nxe5+ Kf8
1531,1683,black,180+0,d3 d5 e3 e6 Qe2 Bd6 f3 Qe7 h3 Nf6
1547,1445,black,300+0,d3 d5 e3 Nc6 a3 Nf6 h3 e5 b3 Bd6
1555,1466,white,1200+0,e4 Nc6 Nf3 d6 Bc4 e5 O-O Qf6 Bb5 Bd7
1760,1678,white,60+0,e4 d5 exd5 Nf6 Nc3 Bg4 Be2 Bxe2 Ngxe2 Nxd5
1360,1633,white,420+0,e4 d6 d4 Nc6 Nf3 Bg4 Be2 h5 Nc3 Qc8
1738,1676,white,240+0,d4 e6 Nf3 d5 e3 Nf6 Bd3 b6 O-O Bb7
1403,1245,black,120+1,d4 d6 e4 e5 d5 c6 c4 cxd5 cxd5 Nf6
1149,1530,black,300+8,e4 e5 Qh5 Nc6 Bc4 Qe7 d3 Nf6 Qf5 Nd4
1508,1522,black,120+0,e4 e5 Bc4 Nc6 Nf3 Nd4 Nxe5 Qg5 Bxf7+ Ke7
1615,1378,white,240+0,e3 e5 d3 d5 g3 c6 Bg2 f6 h3 h6
1789,1593,white,300+0,d4 g6 e4 Bg7 Nf3 c5 Be3 cxd4 Bxd4 Bxd4
1836,1786,black,300+6,e4 c5 Nf3 d6 d4 cxd4 Nxd4 a6 Nc3 e5
1656,1738,draw,540+10,e3 e5 b3 Nf6 Bb2 c5 Bxe5 Nc6 Bb2 d5
1435,1376,black,660+11,e4 g6 d4 Bg7 e5 Nc6 Nf3 d6 Bf4 f5
1772,1621,white,120+0,e4 e5 Nf3 d6 d4 exd4 Qxd4 c5 Qc3 Be6
1822,1937,white,300+15,e4 d5 exd5 Qxd5 Nc3 Qa5 Nf3 Nf6 Bc4 e6
1320,1498,white,600+10,e4 e6 d4 Nf6 e5 Nd5 Nc3 Bb4 Bd2 Bxc3
1532,1420,white,300+0,d3 d5 e3 e6 a3 Nc6 h3 Nf6 b3 Bd6
1524,1460,white,180+0,d3 d5 e3 e5 Qe2 Nc6 f3 Nf6 g4 d4
1350,1536,black,660+6,d4 d5 Qd3 Nf6 Nf3 g6 e3 Bf5 Be2 Bxd3
2075,1710,white,0+1,d4 e6 Nf3 c5 g3 b6 Bg2 Bb7 dxc5 bxc5
1559,1423,white,240+0,g4 d5 g5 e5 a3 Qxg5 d4 Qe7 dxe5 Qxe5
1471,1415,black,240+5,e4 b6 Qf3 Bb7 Bc4 e6 d4 Nf6 Nc3 Bb4
1508,1734,white,300+0,d4 d5 c4 c6 c5 e6 Nf3 Be7 Bf4 Nf6
1253,1536,black,300+2,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 Nf6 O-O O-O
1534,1496,black,120+0,e4 e5 Nf3 Bc5 Bc4 Nf6 Bxf7+ Kxf7 Nxe5+ Kf8
970,1720,black,300+8,d3 d5 c3 e5 Nf3 Bd6 d4 e4 Nfd2 Nf6
1571,1729,white,900+0,d4 d5 c4 e5 Nc3 Bb4 Bd2 Bxc3 Bxc3 e4
1707,1591,black,0+1,e3 c5 d4 e6 e4 d5 e5 Nc6 c3 Qc7
1650,1667,draw,180+0,a3 e5 d3 d5 g3 Nf6 Bg2 c6 Nf3 Nbd7
1196,1379,white,420+0,e4 c5 d4 b6 c4 Nc6 d5 Ne5 Nc3 g6
1606,1693,white,0+1,e4 e6 Nf3 c5 d4 b6 d5 d6 c4 e5
1637,1488,white,120+2,e4 e5 Nf3 d6 Bc4 Bg4 d4 Bxf3 Qxf3 Nf6
1145,1587,black,900+8,d4 d5 Bg5 Nc6 e3 f6 Bh4 Qd7 Bb5 a6
1445,1564,black,1200+0,d4 g6 e4 Bg7 f4 d6 Nc3 Nf6 h3 O-O
1385,1666,black,60+0,d4 d5 c4 dxc4 Qa4+ Bd7 Qxc4 Na6 e4 e6
1867,1622,black,600+0,Nf3 Nf6 d4 d5 e3 g6 c4 Bg7 Nc3 O-O
1821,1619,black,300+6,e4 e5 f4 Nc6 Nf3 d6 Bc4 Be7 O-O Bg4
1238,1429,black,900+7,e4 d6 f4 g6 g4 Bg7 g5 Nd7 b4 b6
1966,2079,black,60+0,d4 Nf6 c4 c5 Nc3 cxd4 Qxd4 Nc6 Qd1 e6
1491,1422,white,900+0,e4 Nf6 e5 Ne4 d4 c5 Bd3 f5 Bxe4 fxe4
1679,1621,black,0+1,d3 c5 f4 e6 e4 d5 e5 Nc6 c3 Qc7
1210,1366,black,180+5,g3 c5 Bg2 Nf6 b3 d5 Bb2 e6 h3 Be7
1143,1430,black,240+0,e4 e5 f3 Bc5 b3 Nf6 Bb2 d6 c4 Nc6
1451,1673,black,180+0,e4 c6 Nf3 d5 exd5 cxd5 Bb5+ Nc6 d4 Nf6
1510,1521,black,120+0,e4 e5 Bc4 Nc6 Nf3 Nd4 Nxd4 exd4 c3 d3
1748,1373,black,240+0,d4 d5 Nf3 e6 e3 h6 Bd3 Bd6 O-O Ne7
1602,1881,white,120+2,d4 Nf6 Nf3 d5 Bf4 Bg4 e3 Bxf3 Qxf3 Nbd7
1534,1790,white,180+0,d3 d6 e3 e5 Qe2 Nc6 f3 Nf6 h3 Bd7
1634,1666,white,0+1,e4 e6 Nf3 c5 d4 b6 d5 e5 c4 d6
1624,1531,draw,240+0,e3 e5 d3 d6 g3 Nc6 Bg2 Bd7 h3 f5
1764,1615,black,420+0,e4 d6 Nc3 Nf6 Nf3 Nc6 d4 Bg4 Bb5 a6
1540,1412,white,300+0,d3 e5 e3 d5 a3 Nc6 h3 Nf6 b3 Bd6
1238,1566,black,300+0,d4 d5 Nc3 Qd6 Nf3 f6 e4 dxe4 Nxe4 Qb4+
1587,1796,black,300+0,e4 c5 Bc4 Nc6 Nc3 d6 Nf3 a6 a4 Nf6
1413,1045,white,660+11,e4 e5 Nf3 d6 h3 h6 Nc3 c6 b4 b5
1856,1730,black,300+0,e4 c5 d4 cxd4 c3 dxc3 Nxc3 e6 Nf3 a6
1667,1651,white,180+0,d4 d6 e3 g6 c4 Bg7 Nf3 Nc6 Nc3 e5
1822,1613,black,600+0,Nf3 d5 d4 Nc6 e3 Nf6 c4 e6 Nc3 g6
1240,1455,black,300+2,b4 d5 Bb2 c6 e3 Bf5 c4 Nf6 cxd5 Nxd5
1429,1500,white,300+0,Nf3 Nc6 e3 d5 c4 Nf6 cxd5 Nxd5 Nc3 Nxc3
1958,1651,white,60+0,d4 c6 c4 d5 Nc3 Nf6 cxd5 g6 Nf3 Bg7
1500,1505,white,900+0,e4 e5 Qf3 Nf6 d3 Nc6 c3 d5 exd5 Qxd5
1880,1608,white,600+5,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 d4 exd4
1614,1241,black,540+9,e4 e5 d4 Qf6 dxe5 Qxe5 Nc3 c6 Nf3 Qf6
1532,1498,black,120+0,e4 e5 Nf3 Bc5 Bc4 Nf6 O-O O-O Nc3 c6
1042,1498,black,1200+0,e4 c5 f3 a6 c4 Qa5 a3 Nc6 b4 cxb4
1213,1247,black,300+5,b3 d5 Bb2 Nc6 e3 e5 c4 Bb4 cxd5 Qxd5
1648,1962,black,60+0,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 c4 c5
1779,1616,white,600+0,Nf3 d5 d4 Nf6 e3 g6 c4 dxc4 Bxc4 Bg7
1803,1582,white,300+0,d4 e6 c4 c5 Nf3 cxd4 Nxd4 Bc5 e3 Nf6
1499,969,draw,1200+0,e4 e5 d4 d5 dxe5 Bb4+ c3 dxe4 Qxd8+ Kxd8
1801,1818,white,300+6,e4 e5 f4 d5 d3 dxe4 Nc3 Qh4+ g3 Qe7
1381,1280,white,0+1,d4 b6 b3 Bb7 Bb2 g6 Nd2 Bg7 c4 e6
1749,1720,black,300+8,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 d6 h3 Be6
1619,1500,black,240+0,e3 d5 d3 Nf6 g3 e5 h3 Bb4+ Nd2 O-O
1464,1644,black,120+2,b4 e6 Bb2 Nf6 a3 d5 Nf3 Bd6 e3 O-O
1398,1500,black,120+1,d4 d5 c4 e6 cxd5 exd5 e3 Nf6 Nf3 Bd6
1505,1666,black,300+2,e4 c5 Nf3 Nc6 Bb5 a6 Bxc6 bxc6 c4 d6
1453,1376,white,240+4,d4 e5 dxe5 Nc6 Nf3 f6 Bf4 g5 Bg3 g4
1416,1380,black,660+11,e4 e5 Nf3 Nc6 c3 g5 h3 d5 Qc2 dxe4
1372,1203,white,180+5,c4 Nf6 Nc3 Ng4 d4 Nxf2 Kxf2 c5 d5 e6
1511,1519,black,120+0,e4 e5 Bc4 Nc6 Nf3 Nd4 Nxe5 Qg5 Nf3 Qxg2
1548,1404,white,300+0,d3 e5 e3 Nc6 a3 Nf6 h3 Bc5 b3 d6
1965,1645,white,60+0,d4 d5 c4 c6 Nc3 Nf6 cxd5 cxd5 Nf3 g6
1390,1271,white,0+1,d4 b6 b3 Bb7 Bb2 g6 Nd2 Bg7 c4 e6
1195,1379,black,180+5,Nf3 c5 Ne5 Nh6 d4 f6 Bxh6 fxe5 Bxg7 Bxg7
1727,1399,white,240+0,d4 d5 Nf3 Bg4 e3 Bxf3 Qxf3 Nc6 Nc3 e6
1576,1809,black,300+0,e4 c5 Bc4 Nc6 Nc3 d6 Nf3 a6 d4 cxd4
1208,1654,white,300+0,Nf3 d5 Nc3 e6 d4 c5 dxc5 Bxc5 Bg5 Nf6
1286,1438,black,300+0,e4 e6 d4 c6 e5 d5 Nc3 c5 Nf3 Nc6
1630,1639,draw,600+6,d4 d5 c4 dxc4 Qa4+ Nc6 Nf3 Bd7 Qxc4 f6
1500,1517,white,600+0,e4 Na6 Qf3 c5 Bc4 b6 Qxf7#
1531,1500,black,120+0,e4 e5 Nf3 Bc5 Bc4 Nf6 Nxe5 O-O d3 d6
1640,1579,draw,180+1,a3 d5 d3 e5 g3 c5 Bg2 Nc6 Nc3 Nf6
1508,1683,black,600+0,e4 e5 Na3 Qf6 b3 Bb4 c3 Bc5 b4 Qxf2#
1587,1500,black,900+15,d4 e5 c4 Nc6 e3 exd4 exd4 d5 Qe2+ Be6
1968,1966,white,60+0,d4 f5 c4 Nf6 Nc3 e6 Nf3 Be7 g3 O-O
1876,1619,white,300+2,e4 e5 Nf3 Nc6 Nc3 d6 d4 Be7 dxe5 dxe5
1715,1500,white,60+0,b4 Nc6 b5 Nb4 c4 a6 a3 Na2 Rxa2 axb5
1631,1391,white,120+1,Nf3 d5 c4 Bg4 cxd5 Bxf3 gxf3 Qxd5 Nc3 Qd8
1658,1678,black,120+2,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Nf6 Nxf6+ gxf6
1555,1397,white,300+0,d3 d5 e3 Nc6 a3 e5 h3 d4 b3 Nf6
1704,1745,white,240+1,d4 Nf6 Nc3 e6 e4 c5 d5 exd5 exd5 d6
1500,1276,black,240+0,e3 d5 d3 e5 g3 Nf6 Bg2 Bg4 Qd2 Nc6
1815,1572,white,300+0,d4 e6 c4 c5 Nf3 cxd4 Nxd4 Nf6 e3 Bc5
1752,1501,white,600+0,e4 e5 Qf3 c6 Bc4 b5 Qxf7#
1572,1815,black,300+0,e4 c5 Nf3 Nc6 Bc4 d6 d4 cxd4 Nxd4 e6
1495,1792,black,600+0,Na3 e5 b3 Qf6 c3 Bc5 b4 Qxf2#
1630,1659,black,720+0,d4 d5 Nc3 Nc6 Nf3 f5 Bf4 e6 Nb5 Bd6
1543,1779,white,120+0,d4 e6 e3 Ne7 Nf3 g6 c4 Bg7 Nc3 O-O
1454,1647,black,240+5,b4 e5 Bb2 d6 Nf3 Nf6 e3 Bg4 c4 e4
1386,1687,black,120+1,d4 Nf6 Bg5 c5 Bxf6 gxf6 d5 d6 e4 Bh6
1354,1500,white,300+0,d4 d5 Nc3 e6 Nf3 c5 dxc5 Bxc5 Bg5 f6
1814,1806,black,300+6,e4 e5 f4 exf4 Nf3 g5 Bc4 g4 O-O gxf3
1303,1353,black,600+0,e4 e5 g3 f6 d4 d6 d5 c6 h4 cxd5
