white_elo,black_elo,result,time_control,opening_moves
1546,1413,white,300+0,e4 e5 Nc3 Nf6 d3 Bb4 Bd2 Nc6 Nf3 Bxc3
1791,1834,white,60+0,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 Nc3 c5
1345,1556,black,480+8,e4 e5 Nf3 d6 d4 Bg4 dxe5 Bxf3 Qxf3 dxe5
1858,1516,white,900+8,e4 e5 Nf3 Nc6 Bc4 h6 d4 Qf6 Nc3 exd4
1629,1411,white,120+2,e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Nc3 Bg4
1811,1808,white,300+3,e4 c6 d4 d5 exd5 cxd5 c4 Nf6 Nc3 g6
1192,1500,white,900+10,e4 b6 Nf3 Bb7 Nc3 f5 d3 fxe4 dxe4 Nf6
1298,1107,white,360+3,d4 d5 Nf3 Nc6 e3 Nf6 Nc3 Bg4 Bd3 Bxf3
1541,1582,draw,1140+5,e4 e5 Nf3 Nf6 Nc3 d6 Bc4 Be7 O-O Bg4
1508,1445,black,60+0,e4 d5 exd5 Qxd5 Nc3 Qd8 d3 Nc6 Be3 Nf6
1610,1702,black,180+0,e4 Nf6 e5 Nd5 d4 d6 Nf3 Bg4 Be2 g6
1821,1803,black,60+0,d4 d6 c4 Nf6 Nc3 g6 Nf3 Bg7 g3 O-O
1748,1812,white,300+3,d4 d5 Bf4 Nf6 e3 Bg4 f3 Bh5 g4 Bg6
1862,1944,black,60+0,d4 Nf6 c4 d6 Nc3 g6 e4 Bg7 Bg5 e5
1927,1874,white,180+0,d4 d5 e3 c5 c3 cxd4 exd4 Bf5 Bd3 Bxd3
1585,1745,white,900+1,e4 c5 Nc3 Nc6 Bc4 Nf6 Nf3 Nxe4 Nxe4 d5
1451,1667,black,120+0,e4 e6 Nf3 d5 Nc3 dxe4 Nxe4 Nf6 Ng3 Bd6
1791,1799,black,60+1,e4 c6 Nf3 d5 Nc3 Bg4 d3 e6 h3 Bh5
1600,1664,black,300+8,e4 c5 e5 e6 d4 cxd4 Qxd4 Nc6 Qc3 Bb4
1890,1527,white,300+13,e4 d6 Nf3 g6 Nc3 Bg7 Bc4 Bg4 h3 Bxf3
1454,1166,white,420+2,e4 e5 Nf3 Nf6 Bc4 Nc6 Ng5 d5 exd5 Nd4
1460,1493,white,60+0,d4 d6 e3 e6 g3 b6 f4 Bb7 Nf3 c6
1673,1591,white,300+8,e4 e5 Nf3 d6 g3 f5 Nc3 f4 d3 fxg3
1815,1810,white,60+0,e4 f6 Nf3 e6 d4 d5 exd5 exd5 Bb5+ Bd7
1633,1412,white,180+0,d4 f5 Nc3 Nf6 Bf4 d5 Nb5 c6 Nc7+ Kf7
1375,1553,black,360+2,e4 e5 Bc4 Nf6 Nc3 c6 d3 h6 a4 Be7
1479,1474,white,60+0,e4 d5 exd5 Qxd5 Nc3 Qd8 d3 Nf6 Bd2 Nc6
1635,1275,white,300+0,Nf3 Nc6 c4 Nf6 Nc3 e5 d3 d6 e4 Be6
1257,1552,black,120+2,e4 e6 d4 d5 Nc3 c5 Nf3 Qc7 Be3 Ne7
1703,1500,black,720+0,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Qb6
1953,1854,black,60+0,c4 e5 Nc3 Bc5 d3 d6 a3 a6 b4 Ba7
1681,1887,black,180+0,e4 e5 Bc4 d6 c3 f5 exf5 Nf6 d3 Bxf5
1459,1722,white,300+3,e4 b6 d4 Bb7 Nc3 e6 f4 Qh4+ g3 Qd8
1946,1873,white,180+0,e4 Nf6 e5 Nd5 Nf3 d6 Bc4 Nb6 Bxf7+ Kxf7
1695,1584,white,600+0,e4 e5 d3 Bc5 Ne2 d6 Ng3 Nc6 Be2 Qf6
1769,1530,black,300+3,c4 e5 e3 Bc5 a3 Nf6 b4 Be7 Bb2 d6
1811,1779,black,60+1,d4 Nf6 Nf3 c5 g3 b5 Bg2 c4 Bg5 b4
1478,1637,black,120+2,e4 e5 Nf3 Nc6 Bb5 d6 h3 a6 Ba4 Nf6
1499,1429,black,900+1,e4 e5 Bc4 h6 Qf3 f6 Qh5+ Ke7 Qf7+ Kd6
1799,1491,white,60+0,d4 e6 c3 d6 c4 Be7 Nc3 Bd7 Nf3 Nc6
1523,1647,black,480+0,e4 b6 Nf3 Bb7 Bc4 Bxe4 O-O Bb7 Re1 e6
1617,1534,white,300+2,d4 d5 e3 e6 Bd3 c5 c3 c4 Bc2 b5
1868,1938,black,60+0,d4 c5 c4 cxd4 Qxd4 Nc6 Qd1 g6 Nc3 Bg7
1672,1963,black,120+0,d4 g6 Nf3 Bg7 c4 c5 d5 e6 Nc3 exd5
1466,1659,black,300+6,e4 e5 Bc4 Nf6 Nc3 Bc5 h3 O-O Nf3 Nc6
1502,1475,black,0+1,d4 c5 Nc3 Nc6 d5 e6 e4 Ne5 Nf3 Nxf3+
1294,1391,black,360+4,e4 e5 Nf3 Nc6 c3 d6 Bc4 Nh6 O-O Bg4
1865,1937,black,180+0,e4 e6 d4 d5 Nc3 dxe4 f3 exf3 Nxf3 Be7
1650,1892,white,180+0,e4 e5 Nf3 d6 Bc4 f5 d3 Nf6 O-O c6
1967,1803,black,60+0,d4 e6 c4 d5 Nf3 Nf6 g3 c5 Bg2 cxd4
1410,1488,black,60+0,e4 d6 Nc3 e6 Nf3 b6 d4 Bb7 Be2 Be7
1487,1490,white,0+1,e4 e6 f4 d5 Nf3 Nf6 e5 Nfd7 Bb5 c5
1547,1749,black,300+3,e4 c6 d4 d5 e5 Bf5 Nf3 e6 Bd3 Bxd3
1694,1653,black,360+8,e4 c5 c3 Nc6 Nf3 Nf6 e5 Ng4 d4 cxd4
1669,1323,white,120+0,d4 d5 Nf3 Bf5 g3 e6 Bg2 Nf6 O-O c5
1761,1668,white,360+2,e4 c5 Bc4 Nc6 Qh5 e6 c3 Nf6 Qe2 d5
1947,1859,black,60+0,d4 d5 c4 Nf6 cxd5 Nxd5 e4 Nf6 Nc3 Nc6
1561,1340,white,480+8,e4 d5 e5 d4 d3 c5 Na3 Qd5 Nc4 b5
1694,1479,white,180+0,d4 Nf6 Nc3 d5 Bf4 c6 Be5
1691,1667,white,300+8,e4 g6 d4 Bg7 Nf3 d6 Bc4 e6 O-O h6
1536,1513,white,420+7,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 d4 exd4
1746,1841,black,120+0,e4 Nc6 d4 e5 dxe5 Nxe5 f4 Ng6 Nf3 Bc5
1950,1499,white,0+1,d4 c5 c4 Nc6 Nf3 cxd4 Nxd4 f6 Nc3 e5
1612,1318,white,360+2,d4 d5 e4 dxe4 f3 exf3 Nxf3 Bg4 c3 Nf6
1307,1550,white,600+0,e4 e5 Nf3 Nc6 Bc4 d6 d4 Be6 d5 Na5
1555,1592,black,900+0,e4 d6 f4 Nf6 Nc3 Bg4 Be2 Bxe2 Qxe2 c6
1795,1711,black,420+5,d4 d5 Bf4 Nf6 e3 Bf5 Bd3 Bxd3 Qxd3 e6
1391,1414,white,300+0,c4 e5 d3 Bc5 e4 Nf6 Ne2 d6 h3 O-O
1497,1312,white,60+0,e4 d5 exd5 Qxd5 Nc3 Qe6+ Be2 g6 Nf3 Bg7
1818,1952,black,60+0,d4 c5 c4 cxd4 Qxd4 Nc6 Qd1 g6 Nc3 Bg7
1482,1481,white,600+0,d4 d5 c4 c6 Bf4 Bf5 Nc3 e6 e3 Bb4
1681,1836,white,300+8,e4 b6 d4 Bb7 d5 g6 c4 Bg7 Bd2 d6
1872,1933,draw,60+0,d4 d5 c4 dxc4 Nc3 Nc6 e4 Qxd4 Qxd4 Nxd4
1682,1957,white,180+3,e4 Nf6 Nc3 d5 exd5 Nxd5 Nf3 Nc6 Bc4 Nxc3
1874,1674,white,180+0,e4 c5 c3 Nc6 d4 cxd4 cxd4 e6 d5 Nb8
1304,1337,white,360+3,d4 d5 Nf3 Nc6 e3 f6 Nc3 e5 dxe5 fxe5
1960,1811,black,60+0,d4 e6 c4 d5 Nf3 Nf6 g3 c6 Bg2 c5
1681,1856,black,180+0,e4 e5 Nf3 Nf6 Nxe5 Nxe4 Qe2 Qe7 Qxe4 d6
1880,1946,white,180+0,e4 e6 d4 d5 exd5 exd5 Bd3 Nf6 Ne2 Bd6
1931,1874,white,60+0,d4 d5 c4 Nf6 cxd5 Bf5 Nc3 Nxd5 e4 Nxc3
1737,1766,white,600+0,e4 e5 Bc4 Nf6 Nf3 Nc6 Nc3 Bb4 d3 O-O
1497,1504,black,0+1,e4 d6 f4 e6 Nf3 Be7 Bc4 Bd7 d3 Bc8
1737,1672,white,120+0,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 a5
1637,1812,black,300+0,Nf3 Nc6 c4 e5 Nc3 f5 e4 f4 d4 exd4
1712,1572,white,300+5,e4 e5 f4 Nc6 Nf3 d6 Bc4 Bg4 O-O Nf6
1827,1943,white,60+0,e4 Nf6 e5 Nd5 Nf3 d6 c4 Nb6 exd6 cxd6
1516,1486,black,0+1,e4 c5 Bc4 e6 d3 Nc6 c3 b6 a3 a6
1650,1668,black,900+0,e4 e5 f4 exf4 Nf3 d5 exd5 Qxd5 Be2 Bc5
1357,1375,black,60+8,c4 d5 e3 dxc4 Bxc4 Nf6 Nf3 Bf5 Nc3 e6
1750,1607,white,300+3,c4 e6 e3 d5 cxd5 Qxd5 Nc3 Qg5 h4 Qd8
1429,1451,white,300+8,Nf3 d5 Nc3 Nf6 d4 Nc6 e3 Bf5 Bd3 Bd7
1498,1503,white,0+1,e4 d6 f4 e6 Nf3 b6 Bc4 Bb7 e5 d5
1893,1933,black,180+0,e4 e6 d4 d5 exd5 exd5 Bd3 Nf6 Ne2 Bd6
1704,1480,white,300+3,b3 e5 Bb2 d6 c4 c5 Nc3 Nf6 g3 h6
1865,1940,black,60+0,d4 Nf6 c4 g6 Nc3 d6 e4 Bg7 d5 e6
1651,1502,white,420+7,d4 d5 c4 Nf6 Nc3 Bf5 e3 Nc6 a3 Na5
1654,1387,white,300+2,e4 e5 Nf3 d6 d4 exd4 Nxd4 Be7 Bd3 c6
1667,1862,black,180+0,e4 e5 Bc4 Nf6 d3 c6 Nf3 Bd6 a4 O-O
1952,1856,white,900+0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 Nc3 Bg7
1846,1631,white,300+0,e4 c5 Nc3 Nc6 f4 e6 Nf3 d6 Bc4 a6
1671,1867,black,180+0,e4 e5 Nf3 Nf6 d3 Bd6 Nc3 c6 Be3 O-O
1491,1510,black,0+1,e4 c5 Bc4 e6 d3 Nc6 Nd2 d5 exd5 exd5
2059,1863,white,180+0,d4 Nf6 c4 d6 Nc3 g6 e4 Bg7 Be3 Nc6
1950,1856,white,60+0,e4 e5 Nf3 Nc6 Bb5 Bc5 Bxc6 bxc6 O-O d6
1666,1460,white,300+6,e4 e5 Nf3 Nc6 Bc4 h6 Nc3 Nf6 d3 d6
1660,1769,black,360+2,e4 b6 Nf3 Bb7 Nc3 e6 d4 Bb4 Bd3 Bxc3+
1335,1566,black,480+8,e4 e5 Nf3 d6 d4 f6 d5 Bg4 Be2 Bd7
1442,1457,black,1500+0,e4 d5 e5 d4 b4 Nc6 c3 Nxe5 cxd4 Qxd4
1555,1878,white,360+0,d4 d5 Bf4 Nf6 Nc3 c6 e3 Nbd7 Bd3 g6
1381,1196,white,720+6,d4 d5 Nc3 e6 a3 Na6 e4 c6 Bxa6 bxa6
1674,1663,black,120+0,d4 d6 Bf4 Nf6 e4 Nxe4 f3 Nf6 d5 g6
1660,1873,black,180+0,e4 e5 Bc4 Nf6 d3 c6 f4 d5 exd5 cxd5
1500,1299,white,180+0,d4 d6 e4 g6 Nc3 Bg7 Be3 e5 d5 Bd7
1552,1806,black,360+5,d4 Nf6 e3 g6 c4 d6 b4 Bg7 c5 O-O
1666,1682,white,360+8,e4 c5 Nf3 d6 d4 e5 dxe5 dxe5 Qxd8+ Kxd8
1801,1692,white,720+0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Qc7 c3 e5
1532,1934,white,180+0,e4 Nf6 e5 Nd5 d4 d6 exd6 exd6 Nf3 Be7
1253,1542,black,120+2,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5
1500,1402,black,300+0,e4 e5 Nc3 Nf6 h4 Bc5 a3 d6 f3 O-O
1611,1383,white,300+4,d4 d5 Nf3 Bg4 Nbd2 e6 c4 dxc4 Qa4+ Nd7
1848,1958,black,60+0,e4 c5 e5 Nc6 Nf3 Qc7 Qe2 g6 c3 Bg7
1507,1659,black,300+8,e4 g6 Nf3 Bg7 d3 d6 Bg5 h6 Be3 e6
1782,1775,black,300+3,e4 c6 d4 d5 e5 Bf5 Nf3 e6 c4 Ne7
1614,1709,black,300+0,e4 b6 Bc4 Bb7 d3 e6 Nc3 c5 Nf3 Nc6
1674,1663,black,120+0,d4 d5 Nf3 Bg4 g3 Bxf3 exf3 e6 Bf4 Nc6
1626,1872,black,300+0,c4 e5 Nc3 Nc6 Nf3 f5 d4 e4 Ng5 h6
1966,1841,black,60+0,e4 e5 Nf3 Nc6 Bc4 Bc5 Ng5 Qxg5 d4 Qxg2
1819,1696,black,300+8,g3 e5 Bg2 d5 b3 c5 Bb2 d4 h3 Nc6
1518,1216,white,300+8,e4 e5 Bc4 Nc6 Nf3 h6 d3 d6 h3 a6
1777,1212,white,360+2,e4 e5 Bc4 Nc6 a3 Nf6 d3 Bc5 Be3 d6
1855,1662,black,60+0,d4 e6 c4 d5 Nc3 Nf6 Nf3 Be7 Bg5 O-O
1561,1282,white,1800+0,e4 d5 exd5 Qxd5 Nc3 Qe5+ Be2 Qa5 Nf3 Nc6
1709,1961,black,900+0,f4 e5 fxe5 d6 exd6 Bxd6 Nf3 Bg4 e4 Nf6
1606,1546,black,300+0,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 h6 d4 exd4
1552,1479,white,60+0,e4 d6 d4 e6 f4 Be7 e5 d5 Nf3 Nc6
1717,1583,white,300+3,b3 e5 Bb2 d6 c4 Ne7 Nc3 Ng6 g3 c6
1440,1494,white,600+0,Nc3 e5 Nf3 Nc6 e4 d6 Bd3 Be6 O-O Nf6
1603,1791,black,600+0,e4 c5 Nf3 Nc6 Bc4 e6 O-O a6 a4 b6
1772,1823,black,300+3,c4 c6 e4 e5 Nf3 d6 Nc3 g6 Be2 Bg7
1545,1700,black,300+0,e4 c5 d3 Nc6 h3 e6 c3 d5 Nd2 dxe4
1927,1841,draw,60+0,d4 e6 c4 d5 Nf3 Nf6 g3 c5 Bg2 cxd4
1616,1725,white,600+4,e4 e5 Nf3 d6 d4 Bg4 dxe5 Bxf3 gxf3 Nc6
1248,1419,black,60+12,e4 e5 Nf3 Nc6 Bc4 h6 d3 Bc5 O-O Nf6
1678,1839,white,60+0,e4 e5 Nf3 Nc6 Bb5 Bc5 O-O d6 d3 Bg4
1470,1562,white,60+0,e4 c6 d3 d5 exd5 cxd5 Nc3 Nf6 Be3 Bg4
1694,1527,white,420+14,e4 e5 Nf3 d6 Bc4 c6 Nc3 Nf6 d4 d5
1872,1547,black,1800+30,e4 e5 Nf3 Nc6 Bb5 d6 Bxc6+ bxc6 d4 Nf6
1473,1635,white,540+9,e4 e6 d4 c5 Be3 cxd4 Bxd4 Nc6 Bc3 d5
1742,1663,white,120+0,e4 e6 Nf3 d5 exd5 exd5 d4 Nf6 Bd3 Be7
1521,1211,white,300+8,e4 Nc6 Bc4 Na5 Bb3 h6 Qh5 g6 Qxa5
1598,1500,white,180+0,d4 e5 d5 Bb4+ c3 Ba5 e4 f6 Qg4 d6
1553,1332,white,180+0,e4 g6 Nf3 Bg7 d4 e6 e5 Ne7 Bd2 d6
1577,1633,draw,600+0,e4 e5 Bc4 Nf6 d3 Nc6 Nc3 Bc5 Bb3 O-O
1478,1565,white,300+5,e4 e5 d3 Nf6 Bg5 h6 Bh4 Be7 Nf3 Nh5
1823,1694,draw,60+0,d4 e6 c4 Nf6 Nc3 Be7 Nf3 O-O Bg5 d5
1364,1368,black,300+10,e4 Nf6 Nc3 d5 d3 d4 Nd5 Nxd5 exd5 Qxd5
1674,1654,white,120+0,d4 f5 Bf4 Nf6 e3 d6 Nc3 Nc6 Nf3 e5
1908,1856,black,180+0,e4 Nf6 e5 Nd5 Bc4 Nb6 Bb3 g6 d4 Bg7
1485,1118,white,60+0,e4 e5 Bc4 d5 exd5 c6 dxc6 Nxc6 Qf3 Be6
1575,1724,black,300+3,e4 b6 d3 Bb7 f4 c5 Ne2 e6 Ng3 Nf6
1844,1924,black,60+0,d4 c5 d5 e6 c4 Nf6 Nc3 exd5 cxd5 d6
1287,1403,white,360+0,e4 e5 Nf3 Nf6 Bc4 Bc5 O-O Nc6 c3 O-O
1711,1802,black,300+8,e4 e5 Nf3 Nc6 Nc3 Bb4 a3 Bxc3 bxc3 Nf6
1687,1189,white,180+0,d4 e6 a3 d5 Nc3 Bd6 e4 dxe4 Nxe4 Qh4
1559,1425,white,60+12,e4 e5 Nf3 Nc6 Bc4 h6 Nc3 a6 d3 Bc5
1296,1438,black,240+1,d4 d5 Nc3 Nf6 g3 c5 dxc5 e6 Bg2 Bxc5
1757,1748,white,300+3,c4 Nf6 e3 c6 a3 d5 cxd5 cxd5 Nf3 e6
1525,1443,white,300+8,e4 e5 Bc4 Nf6 Nf3 d6 Ng5 Be6 Bxe6 fxe6
1545,1207,white,900+12,e4 d5 e5 Nc6 f4 h6 Bb5 Bd7 Nf3 a6
1265,1434,draw,900+0,e4 e5 Nf3 d6 d3 Nf6 d4 exd4 Qxd4 d5
1622,1407,white,300+0,Nf3 d5 c4 f6 Nc3 c6 e4 dxe4 Nxe4 Qd3
1690,1746,black,120+0,Nf3 Nf6 d4 c5 dxc5 Qa5+ Nc3 Qxc5 e4 a6
1698,1820,black,60+0,e4 e5 Nf3 Nc6 Bb5 d6 O-O Bd7 d4 exd4
1563,1651,white,480+8,e4 c5 Bc4 Nc6 Nc3 Nf6 Nf3 e6 d3 d5
1621,1571,black,720+2,e4 e5 Nf3 d6 Bc4 h6 Nc3 c6 h3 Nf6
1672,1695,black,600+5,e4 e5 Nf3 Nc6 Bb5 a6 Bxc6 bxc6 Nxe5 d5
1625,1284,black,120+0,e4 Nf6 e5 Nd5 Nc3 e6 Nxd5 exd5 d4 d6
1864,1863,white,600+0,e4 e6 d4 d5 exd5 exd5 Nf3 Bd6 Bd3 Ne7
1933,1835,white,60+0,d4 e6 c4 d5 Nf3 Nf6 g3 c6 Bg2 c5
1548,1550,white,900+12,e4 e5 f4 f5 exf5 exf4 Qh5+ g6 fxg6 Nf6
1547,1643,white,120+0,e4 e6 Nc3 d5 exd5 exd5 d4 Nf6 Nf3 Bb4
1734,1503,black,300+0,e4 d6 Nf3 g6 d4 Bg7 Be3 Bg4 Be2 Nf6
1801,1597,black,600+0,c4 c5 Nc3 Nc6 g3 e6 Bg2 Nge7 a3 g6
1639,1671,white,900+0,e4 e5 f4 exf4 Nf3 g5 Bc4 g4 O-O gxf3
1827,1690,white,60+0,d4 e6 c4 d5 Nc3 Nf6 Nf3 Be7 Bg5 O-O
1827,1942,black,60+0,d4 c5 d5 Nf6 c4 e6 Nc3 exd5 cxd5 d6
1942,1827,white,60+0,d4 e6 c4 d5 Nf3 Nf6 g3 c6 Bg2 Be7
1678,1713,white,360+8,e4 e5 b4 Bxb4 Bb2 d6 Nf3 Nf6 c3 Bc5
1603,1754,black,900+0,Nf3 Nf6 d4 d5 c4 dxc4 g3 Nc6 Bg2 Rb8
1778,1707,white,360+2,d4 e5 dxe5 d6 exd6 Bxd6 Nf3 Ne7 h3 O-O
1756,1680,white,120+0,c4 c5 Nc3 Nc6 g3 d6 Bg2 Bd7 e4 g6
1569,1627,white,300+0,e4 c5 d3 e6 Ne2 Nc6 c3 Nf6 Ng3 Be7
1559,1730,black,180+0,e4 b6 Nf3 Bb7 d3 c5 Be2 Nc6 c4 g6
1894,1571,white,300+13,e4 e5 Nf3 Nf6 Nc3 d6 Bc4 Nc6 a3 Be7
1189,1480,black,900+10,d4 b6 e3 Bb7 f3 h5 Bd3 e6 Nc3 Bb4
1622,1521,white,600+5,e4 e5 Bc4 c6 Qh5 d5 exd5 Nf6 Qxe5+ Be7
1630,1548,black,600+5,e4 e5 f4 Nc6 Nf3 Nf6 Bc4 Bc5 fxe5 Nxe4
1685,1752,white,60+0,d4 Nf6 Bg5 d5 Bxf6 exf6 e3 Nc6 Bb5 Bd6
1683,1834,draw,60+0,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O d6 d3 h6
1355,1283,white,300+2,e4 c5 Bc4 Nc6 d3 a6 Qf3 b5 Qxf7#
1632,1593,black,300+0,e4 c5 d4 b6 dxc5 bxc5 Be3 d6 e5 Nc6
1414,1539,black,300+0,e4 e5 Bc4 d6 Qf3 Nf6 d3 h6 Ne2 Be7
1202,1379,white,180+10,e4 Nf6 Nc3 d5 Qf3 d4 e5 Bg4 Qg3 dxc3
1820,1950,black,60+0,d4 c5 d5 e6 c3 Nf6 dxe6 fxe6 c4 d5
1582,1613,black,300+0,e4 c5 d3 e6 f4 Nc6 c3 d5 Nd2 d4
1364,1274,black,300+2,e4 c5 Bc4 Nc6 Qf3 e6 c3 a6 d3 b5
1561,1629,black,120+0,a3 e5 d3 Nc6 g3 f5 Bg2 Nf6 c4 b6
1736,1552,black,180+0,b3 b6 Bb2 Bb7 c4 e6 Nc3 Nf6 Nf3 Be7
1958,1813,white,60+0,d4 e6 c4 d5 Nf3 Nf6 g3 c6 Bg2 Bd6
1737,1698,black,60+0,e4 d5 Nf3 dxe4 Ng5 f5 Bc4 h6 Bf7+ Kd7
1500,1478,black,60+0,e4 e5 Qh5 Nc6 Nf3 Nf6 Qh3 Nd4 Nxd4 exd4
1236,1303,white,60+0,c4 d5 Nc3 dxc4 e3 b5 a4 a6 axb5 Bb7
1594,1495,white,420+7,d4 d5 c4 Nf6 cxd5 Nxd5 Nc3 Nxc3 bxc3 e6
1829,1688,white,60+0,d4 e6 c4 d5 Nc3 Be7 Nf3 Nf6 Bg5 O-O
1787,1707,white,360+2,e4 e5 Bc4 Nc6 a3 a6 d3 Nf6 Nc3 Bc5
1806,1965,black,60+0,d4 c5 d5 e6 c4 Nf6 Nc3 exd5 cxd5 d6
1710,1724,black,60+0,d4 Nf6 Bg5 d5 Bxf6 exf6 e3 Nc6 Bb5 Be6
1782,1763,white,180+0,d4 c5 dxc5 e6 Be3 Qa5+ Nc3 Bxc5 Bxc5 Qxc5
1696,1450,black,600+8,e4 c6 Nf3 Nf6 e5 Nd5 d4 d6 Bd2 Nd7
1518,1895,black,600+8,e4 e5 Bc4 Nc6 c3 Nf6 d3 Bc5 b4 Bb6
1771,1858,white,300+3,d4 d5 c4 c6 Nc3 Nf6 Nf3 e6 Bf4 Nbd7
1898,1559,white,300+13,e4 Nf6 Nf3 Nxe4 Bc4 d5 Bb3 e6 Nc3 Nxc3
1681,1836,white,60+0,e4 e5 Nf3 Nc6 c3 Bc5 d4 exd4 cxd4 Bb4+
1600,1486,white,60+0,e4 e5 Nf3 d6 Bc4 Bg4 d4 Bxf3 Qxf3 exd4
1330,1584,black,300+1,e4 e5 Nf3 d6 d4 exd4 Nxd4 Nf6 Nc3 Bd7
1363,1222,black,180+10,e4 Nf6 Nc3 d5 Bd3 dxe4 Nxe4 Ng4 Ng5 Qd5
1971,1800,draw,60+0,d4 e6 c4 d5 Nf3 Nf6 g3 h6 Bg2 c6
1522,1500,white,840+4,d4 e5 Nf3 e4 Ne5 Qe7 e3 Nc6 Nxc6 dxc6
1638,1551,white,120+0,d4 d6 Nf3 g6 c4 Bg7 Nc3 Nc6 g3 e5
1735,1699,white,60+0,e4 d5 Nf3 dxe4 Ng5 f5 Bc4 h6 Bf7+ Kd7
1821,1697,white,60+0,d4 e6 c4 d5 Nc3 Nf6 Nf3 Be7 Bg5 Nbd7
1738,1769,white,300+3,e4 c5 Nf3 e6 Bc4 a6 Nc3 b5 Be2 Bb7
1690,1801,white,360+8,e4 e5 Nf3 Nc6 Bb5 Nf6 Nc3 Bc5 O-O a6
1690,1746,white,60+0,d4 Nf6 Bg5 d5 f4 Nc6 Bxf6 exf6 Nf3 Bf5
1484,1378,white,300+5,e4 e5 Nf3 d6 d4 exd4 Nxd4 c6 Nf3 Bg4
1716,1195,white,300+0,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 d6
1615,1773,black,600+0,e4 c5 Nf3 Nc6 Bc4 e6 d4 cxd4 Nxd4 a6
1667,1739,black,300+5,e4 e6 d4 d5 exd5 exd5 Bd3 Nf6 h3 g6
1546,1973,white,300+0,e4 e6 d3 d5 Nd2 c5 h3 Nc6 Ne2 Rb8
1689,1828,white,60+0,e4 e5 Nf3 Nc6 c3 Nf6 d4 d6 dxe5 dxe5
1365,1397,white,240+0,e4 e5 Nc3 Bb4 Nge2 Bxc3 Nxc3 Ne7 d3 O-O
1753,1793,black,180+0,e4 c5 Nf3 d6 Bc4 Nc6 Nc3 g6 d4 cxd4
1805,1966,black,60+0,d4 c5 d5 e6 c4 exd5 cxd5 d6 Nc3 g6
1604,1685,black,720+0,e4 e5 Nf3 Nc6 Bc4 h6 Nc3 Nf6 d4 Bd6
1570,1720,black,180+0,e4 b6 Bc4 Bb7 d3 e6 Nf3 c5 Nc3 Nc6
1770,1215,white,60+0,d4 d5 c4 e6 e3 Bb4+ Nc3 c5 cxd5 exd5
1732,1702,white,60+0,e4 d5 Nf3 dxe4 Ng5 h6 Nxe4 Qd5 Nbc3 Qc6
1567,1521,black,300+0,e4 d6 d3 g6 a3 Bg7 c3 e6 Be3 Ne7
1965,1705,white,900+0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 d6
1973,1798,draw,60+0,d4 e6 c4 d5 Nf3 Nf6 g3 c6 Bg2 c5
1534,1586,black,300+8,e4 b6 Bc4 Bb7 Qh5 g6 Qf3 e6 d3 Bh6
1803,1743,draw,180+0,d4 c5 dxc5 e6 Be3 Qa5+ Nc3 Bxc5 Bxc5 Qxc5
1813,1704,white,60+0,d4 e6 c4 d5 Nc3 Nf6 Nf3 Be7 Bf4 O-O
1250,1504,black,180+2,e4 e5 f4 exf4 Nf3 Nc6 Bc4 d6 g3 fxg3
1270,1434,black,900+0,e4 e5 c3 Qf6 Nf3 Bc5 d4 exd4 cxd4 Bb4+
1771,1214,white,60+0,d4 d5 c4 e6 cxd5 exd5 Nc3 c6 a3 Nf6
1288,1506,black,420+0,c4 Nf6 Nc3 b6 f3 Bb7 e4 e6 Qc2 d5
1555,1646,black,360+6,e4 e5 d4 f6 c3 d6 Nf3 Ne7 Bb5+ c6
1224,1485,black,900+1,e4 e5 Nc3 Nf6 d3 c6 Nf3 Bd6 Bg5 h6
1692,1743,white,60+0,d4 Nf6 Bf4 d5 Nc3 Nc6 Nb5 e5 dxe5 Nh5
1781,1761,white,900+0,d4 Nc6 Bf4 d5 Nf3 Nf6 e3 a6 c4 e6
1717,1193,white,300+0,e4 e5 Nf3 Nc6 Bc4 Bc5 Nc3 a6 d3 h6
1556,1596,white,180+2,e4 c5 Nf3 Nc6 Bc4 Nf6 Nc3 e6 d4 d5
1288,1500,black,240+1,d4 d5 e3 Bf5 c4 e6 h3 c5 g4 Be4
1624,1641,black,300+0,Nf3 d6 c4 g6 g3 Bg7 Bg2 Nc6 O-O e5
1212,1772,black,60+0,e4 c5 Nc3 Nc6 Bb5 e6 Nf3 a6 Bxc6 bxc6
1803,1968,black,60+0,d4 c5 d5 e6 c4 exd5 cxd5 d6 Nc3 g6
1697,1821,black,60+0,e4 e5 Nf3 Nc6 c3 d6 d4 Bg4 Bb5 Bxf3
