white_elo,black_elo,result,time_control,opening_moves,num_opening_moves,post_opening_acpl
1500,1500,black,300+8,e4 c5 Nf3 e6 d4 d5 dxc5 Bxc5 exd5 Qxd5,10,
1252,1371,black,300+0,e3 e5 Bc4 d5 Be2 Nf6 Bh5 Nc6 Qe2 Bc5,10,
1490,1520,black,420+0,d4 d5 c4 dxc4 Nc3 e6 e4 Bb4 Bxc4 Nf6,10,
1500,1966,black,120+0,d4 d5 c4 e6 Nc3 c6 Nf3 dxc4 e3 b5,10,
1627,1524,white,300+8,e4 c5 Nf3 Nc6 Nc3 e5 Nd5 d6 Bb5 Bg4,10,
1860,1847,black,420+0,e4 Nf6 e5 Nd5 Nf3 d6 Bc4 Nb6 Bb3 Nc6,10,
1870,1666,white,180+3,e4 c5 Nf3 d6 Bb5+ Bd7 a4 Nf6 e5 dxe5,10,
1723,1417,black,300+8,e4 e5 Nf3 d6 Nc3 Nc6 Bb5 Bd7 Bxc6 Bxc6,10,
1873,1683,white,300+1,f4 e6 Nf3 d5 d3 c5 g3 Qb6 Bg2 Nc6,10,
1352,1399,black,480+8,e4 d5 e5 Nc6 d4 f6 f4 e6 Nf3 Nge7,10,
2097,1431,white,120+0,d4 e5 dxe5 Nc6 c4 Qe7 Nc3 Nxe5 e3 d6,10,
1630,1572,white,240+0,d4 g6 c4 Bg7 Nf3 Nf6 e3 O-O Nc3 d6,10,
1940,1957,white,180+2,e4 c6 d4 d5 Nc3 dxe4 f3 exf3 Nxf3 Nf6,10,
1414,1462,white,300+0,e3 e5 Qh5 Nc6 Bb5 Nf6 Qf3 d5 d3 a6,10,
1968,1462,white,120+0,d4 d5 c4 c6 Nc3 Nf6 Nf3 g6 Bg5 Bg7,10,
1414,1637,black,300+10,d4 d5 g3 Nf6 Nf3 Bg4 Bg2 Nc6 Ne5 Nxe5,10,
1661,1875,black,180+3,e4 e5 Nf3 Nc6 d4 exd4 c3 d5 e5 dxc3,10,
1452,1579,white,180+0,e4 e5 c3 Nc6 d4 exd4 cxd4 d5 exd5 Qxd5,10,
1546,1509,white,120+17,d4 e5 e3 exd4 Qxd4 Nc6 Qd1 Be7 a3 Nf6,10,
1517,1635,white,300+8,e4 c5 Nf3 e6 Nc3 a6 a3 Ne7 b4 Ng6,10,
2098,1490,white,120+0,d4 c5 dxc5 Nc6 c4 e5 Nc3 Bxc5 e3 Nf6,10,
1826,1570,white,180+1,c4 e5 b3 Qf6 Bb2 Bc5 e3 Nh6 Nc3 Ng4,10,
1436,1971,black,120+0,e4 e6 Nf3 d5 exd5 exd5 Be2 Nf6 O-O Bd6,10,
1755,1440,white,180+0,d4 d5 Nc3 Nf6 Bf4 e6 Nb5 Na6 a3 Bd6,10,
1656,1191,black,60+0,e4 e6 Bc4 d5 exd5 exd5 Qe2+ Be6 Bb3 Nc6,10,
1565,1468,black,180+0,e4 e5 Bc4 c6 Nc3 Nf6 d4 exd4 Qxd4 Bd6,10,
1502,1704,white,600+0,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 Nf6,10,
1429,1298,white,420+0,d4 c6 c4 d5 c5 Na6 a3 e6 Nc3 Nf6,10,
1557,1479,black,360+0,e4 d5 exd5 Qxd5 Nc3 Qe5+ Qe2 Nc6 Qxe5 Nxe5,10,
1785,1945,white,180+2,d4 f5 c4 Nf6 Nc3 d6 Nf3 e6 g3 g6,10,
1973,2099,white,120+0,d4 d5 Nf3 e6 c4 f5 g3 Nf6 Bg2 Be7,10,
1881,1656,white,180+3,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6,10,
1556,1432,white,120+17,d4 Nc6 d5 Ne5 Bf4 d6 e4 Bg4 Be2 h5,10,
1638,1489,white,60+0,e4 c5 Bc4 Nc6 Nf3 d6 Ng5 e6 Qf3 Qxg5,10,
1684,1586,black,480+5,d4 f6 h3 e5 Nf3 e4 Nfd2 d5 e3 Ne7,10,
1482,1551,black,180+0,d4 d5 Nf3 Nc6 g3 Bg4 Bg2 Bxf3 Bxf3 e5,10,
1952,2072,black,180+0,e4 e6 d4 d5 Nc3 Bb4 a3 Bxc3+ bxc3 dxe4,10,
1204,2076,black,120+0,d4 d5 g3 e6 a3 f5 Nf3 Nf6 Bg5 Be7,10,
1613,1642,black,300+10,e4 e5 Nf3 Nc6 d4 d6 d5 Nb8 Bg5 Nf6,10,
1275,1559,black,-,c4 Nf6 d4 c6 d5 Qa5+ Nd2 cxd5 cxd5 Nxd5,10,
1645,1551,white,60+0,e4 e5 Bc4 Nc6 Nf3 Nd4 Nxd4 exd4 Qf3 Qe7,10,
1991,1757,black,120+0,d4 d5 Nf3 Nc6 Bf4 Bg4 e3 f6 Be2 Bxf3,10,
1697,1273,black,360+8,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Nxd4 Qxd4 d6,10,
1406,1408,black,420+8,e4 e5 Nf3 d6 c3 Bg4 d4 g6 d5 Nf6,10,
1687,1520,white,600+0,e4 e6 d4 Nf6 Nc3 d5 e5 Ne4 Nxe4 dxe4,10,
1929,1804,white,180+2,d4 d5 c4 c6 Nf3 Nf6 e3 Bf5 Nc3 e6,10,
2076,1969,white,120+0,d4 d5 c4 e6 Nc3 c6 e3 f5 a3 Nf6,10,
1543,1654,black,60+0,e4 g6 Nf3 Bg7 Bc4 e6 d4 d6 e5 d5,10,
1563,1747,white,300+8,d4 e6 e4 d5 exd5 exd5 c4 Nf6 Nc3 Be7,10,
1250,1446,white,420+0,Nc3 e5 e4 Bb4 a3 Ba5 b4 Bb6 Nd5 d6,10,
1662,1535,black,60+0,e4 e6 Bc4 g6 d4 Bg7 e5 Nh6 Nf3 O-O,10,
1945,1830,white,180+1,e4 c5 b4 cxb4 d4 e6 f4 d5 e5 Nc6,10,
1627,1561,white,360+0,e4 e5 Bc4 Nc6 d3 d6 Nf3 Be6 b3 Bxc4,10,
1632,1565,white,60+0,e4 e5 Bc4 Nc6 Nf3 Nf6 Ng5 d5 exd5 Nxd5,10,
1531,1643,black,300+0,e4 e5 Nf3 Nc6 d4 exd4 Nxd4 Bc5 Nxc6 bxc6,10,
1795,1936,black,180+2,e4 c6 Nf3 d5 exd5 cxd5 d4 Nf6 Bd3 g6,10,
1421,1519,black,360+8,e4 e5 d4 exd4 c3 dxc3 Nxc3 Nc6 Nf3 Nf6,10,
1952,1651,white,300+0,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O b5,10,
1707,1682,white,240+0,d4 Nf6 c4 d5 c5 b6 cxb6 axb6 Nc3 e6,10,
1715,1675,white,900+8,d4 Nf6 Bf4 g6 Nc3 Bg7 e4 d6 Nf3 Bg4,10,
1550,1646,white,60+0,e4 g6 Nf3 Bg7 c3 d6 Na3 Bf8 h3 e5,10,
2088,1327,white,120+0,d4 e6 c4 d5 Nc3 c5 dxc5 Bxc5 cxd5 exd5,10,
1853,1822,white,180+3,d4 e6 c4 Nf6 Nc3 Bb4 Qc2 O-O e4 Bxc3+,10,
1673,1554,white,300+3,c4 e5 Nc3 d6 d3 Nf6 e4 Be7 Bg5 O-O,10,
1567,1355,black,300+8,c4 d5 cxd5 Qxd5 Nc3 Qf5 Nf3 Nh6 d4 f6,10,
1679,1424,black,300+8,c4 e6 Nc3 Be7 e4 Nf6 e5 Ng8 Nf3 f6,10,
1636,1563,black,900+8,e4 c6 Bc4 d5 exd5 cxd5 Bb3 d4 Nf3 Nf6,10,
1670,1600,black,480+5,d4 d5 h3 Nc6 Nf3 f6 c3 Nh6 Bf4 Nf5,10,
1900,1500,black,300+20,e4 e5 Nf3 Nc6 Bc4 d6 d4 Bg4 dxe5 Nxe5,10,
1653,1623,black,300+10,e4 c5 Bc4 Nc6 Qh5 e6 Nh3 Nd4 Qd1 Nf6,10,
1650,1357,white,60+0,e4 e5 Bc4 c6 Nf3 f6 d4 d5 exd5 cxd5,10,
1637,1530,white,60+0,e4 g6 Bc4 e6 Nf3 Bg7 d3 Ne7 O-O O-O,10,
1530,1637,white,60+0,e3 g6 Qf3 Bg7 Bc4 e6 d4 d5 Bb3 Bd7,10,
1389,1560,white,420+0,e4 e5 Bc4 Nf6 Nf3 h6 Nxe5 Qe7 d4 Nc6,10,
1884,1768,black,300+0,e4 b6 d4 Bb7 Nc3 e6 Nf3 h6 Bd3 Bb4,10,
1427,1501,black,300+0,e3 e5 Qh5 d6 Bc4 Qe7 Bb5+ Bd7 Bxd7+ Qxd7,10,
1652,1756,black,60+15,e4 e5 Nf3 Nf6 d3 Nc6 a3 d5 exd5 Nxd5,10,
1411,1335,white,420+0,d4 d6 c4 Bf5 Nc3 c6 e4 Bg6 Nf3 f6,10,
1943,1717,white,180+2,d4 f5 g3 Nf6 Bg2 d5 Nf3 e6 c4 c6,10,
1654,1479,black,60+0,e4 c5 Bc4 Nc6 Nf3 e6 d3 Nd4 Nxd4 cxd4,10,
1712,1948,black,180+2,d4 f5 f4 Nf6 Nf3 d6 c4 e6 Nc3 Be7,10,
1535,1474,white,300+8,d4 d5 c4 dxc4 Nc3 e5 d5 c6 e4 Bb4,10,
1637,1715,white,360+0,e4 c6 d4 d5 e5 Bf5 f4 e6 g3 Nd7,10,
2089,1778,white,120+0,d4 d5 c4 Nc6 cxd5 Qxd5 e3 e5 Nc3 Bb4,10,
1657,1613,white,480+5,d4 d5 h3 Nc6 Nf3 g6 c3 Bg7 Bg5 f6,10,
1706,1681,white,240+3,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nxc6 bxc6,10,
1469,1388,white,300+5,e4 d5 exd5 Qxd5 Nc3 Qe5+ Qe2 Qxe2+ Ngxe2 b6,10,
1781,1135,white,180+0,d4 g6 Nc3 Nf6 Bf4 d5 Nb5 Na6 Qd2 Bd7,10,
1847,1777,white,300+0,e4 c6 d4 d6 c4 g6 Nc3 Bg7 Nf3 Nf6,10,
1724,1421,white,600+1,e4 e5 Bc4 g6 Qf3 Nf6 Qb3 d5 Bxd5 Qd7,10,
1464,1522,white,60+0,d4 g6 Nc3 Bg7 g3 e6 Bg2 Ne7 Nf3 O-O,10,
1513,1418,white,300+0,e4 e6 e5 Qg5 d4 c5 Bxg5 cxd4 Qxd4 Bc5,10,
1782,1830,black,300+0,e4 c5 d3 Nc6 Nf3 d6 Be2 g6 O-O Bg7,10,
1425,1625,black,300+8,f4 b6 g3 Bb7 Nf3 g6 d3 Bg7 e4 e6,10,
1564,1370,black,120+17,d4 e6 Nf3 d5 a3 c5 Nc3 cxd4 Nxd4 Qh4,10,
1465,1616,white,-,e4 Nf6 Nc3 e6 Nf3 d5 exd5 exd5 Bb5+ Bd7,10,
1409,1342,white,480+8,e4 e5 Nf3 Qe7 d4 exd4 Nxd4 Qxe4+ Be3 Bb4+,10,
1672,1137,white,240+3,d4 g6 c4 d5 e4 dxe4 Be3 c6 Ne2 Bg4,10,
1349,1579,black,60+5,e4 c6 d4 d5 exd5 cxd5 f3 Nf6 c3 e6,10,
1592,1413,white,360+8,e4 c5 Nf3 a6 Nc3 e6 Bc4 b5 Bd3 Bb7,10,
1555,1641,black,60+0,e4 g6 Nf3 Bg7 Bc4 e6 d3 d6 Ng5 Bd7,10,117.0
1598,1209,black,60+5,d4 d5 c4 dxc4 e3 f6 Bxc4 Nc6 Qh5+ g6,10,
1410,1524,white,300+0,e3 e5 Qf3 d6 Bb5+ c6 Ba4 h6 Bb3 Nf6,10,
1500,1513,draw,300+8,e4 e6 e5 d6 exd6 Bxd6 d4 c6 c3 Nf6,10,
1477,1568,white,300+5,e4 e6 Nc3 d5 exd5 exd5 Qe2+ Be7 Nf3 Nf6,10,
1823,1787,white,180+1,c4 c6 b3 g6 Bb2 Nf6 Nc3 Bg7 Ne4 O-O,10,
1417,1730,black,300+8,d4 c5 g3 cxd4 Qxd4 Nc6 Qd1 Nf6 a3 e5,10,
1512,1670,white,240+2,e4 c5 Bc4 Nc6 Nf3 Na5 Be2 e6 b3 Nf6,10,
1430,1707,black,420+0,d4 b6 c4 Bb7 Nc3 e6 e4 c5 d5 exd5,10,
1523,1672,black,1200+0,e4 e5 Nf3 Nc6 a3 Nf6 Bc4 Bc5 Nc3 h6,10,
1785,1677,white,180+0,d4 Nf6 Nc3 d5 Bf4 e6 Nb5 Bd6 Qd2 Bxf4,10,
1528,1635,white,300+8,e4 e5 Nc3 Nf6 Nf3 Nc6 d4 exd4 Nxd4 Nxd4,10,
1652,1385,white,360+0,e4 c6 d4 d6 Bd3 Nf6 Be3 Bg4 f3 Bc8,10,
1666,1604,draw,480+5,d4 d5 h3 Nc6 Nf3 Nf6 c3 g6 Bg5 Bg7,10,
1884,1966,white,300+20,e4 e5 Nf3 Nc6 Bc4 Nh6 d4 f6 Bxh6 gxh6,10,
1562,1617,white,300+0,e4 e6 Bc4 d5 exd5 exd5 Bb3 Nf6 Nf3 a5,10,
1718,1422,white,420+0,c4 Nc6 d4 e6 e4 g6 d5 Ne5 Bf4 Bg7,10,
1434,1679,draw,300+8,Nf3 d5 d4 e6 e3 c5 Bd3 cxd4 Nxd4 Qa5+,10,
1514,1431,white,1200+0,e4 c5 Nf3 Nc6 c3 Nf6 d3,7,
1516,1679,white,1200+0,e4 e5 Nf3 Nc6 a3 Bc5 Bc4 h6 d3 Nf6,10,
1862,1956,black,300+0,e4 Nc6 d4 e5 c3 exd4 cxd4 d5 e5 f6,10,
1790,1936,black,180+2,e4 c6 d3 d5 exd5 cxd5 Nf3 Nf6 Be2 g6,10,
2003,1863,black,180+3,c4 c5 b3 Nc6 Bb2 Nf6 e3 e6 Nf3 Be7,10,
1600,1469,black,240+3,d4 e6 c4 c5 e3 Nf6 Nc3 b6 f4 Bb7,10,
1656,1801,black,360+0,e4 e5 Bc4 Nc6 a3 Nf6 d3 Be7 f4 exf4,10,
1622,1222,white,60+0,e4 e5 Bc4 Nf6 Nf3 Nc6 Ng5 d5 exd5 Na5,10,
1527,1653,black,240+2,e4 c5 Bc4 Nc6 c3 e6 Nf3 Nge7 d4 cxd4,10,
1881,1598,white,300+20,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 e5 Nb5 d6,10,
1377,1769,black,120+0,e4 d6 Bc4 e5 d3 Nf6 c3 Be7 Qb3 O-O,10,
1320,1647,black,300+0,e4 e5 c3 Nf6 f3 Nc6 d4 d5 Bd3 Bd7,10,
1414,1728,draw,420+0,d4 e6 c4 d5 Nc3 Nf6 h3 Be7 a3 Nc6,10,
1644,1577,black,60+15,e4 c6 d4 d6 c4 Nf6 Nc3 Bg4 h3 Bh5,10,
1347,1413,black,480+8,e4 e5 Nf3 d6 h3 g6 Be2 Nf6 O-O Bg7,10,
1886,1862,black,360+6,d4 d5 c4 c6 Nc3 e6 Nf3 dxc4 e4 Bb4,10,
1953,1773,black,180+2,d4 d6 Nf3 e6 c4 g6 Nc3 Bg7 e4 Nf6,10,
1772,2094,black,120+0,e4 c5 d3 e5 Nf3 d6 Be2 Nc6 O-O Nge7,10,
1768,1316,white,120+0,e4 e5 d3 f6 Nf3 c6 Be2 d5 O-O dxe4,10,
1876,1693,white,600+0,d4 d5 c4 Nc6 cxd5 Qxd5 Nf3 e6 Nc3 Bb4,10,
1809,1649,white,360+0,e4 e5 Nf3 Nc6 Bb5 d6 Nc3 Bd7 O-O a6,10,
1387,1280,black,780+0,e4 e5 Nf3 f6 Bc4 c6 d3 d5 exd5 cxd5,10,
1437,1429,white,120+0,e4 e5 Nf3 Nc6 Bc4 f6 d3 Nge7 Nc3 d6,10,
1869,1953,white,180+2,d4 f5 c4 Nf6 Nc3 d6 Nf3 e6 Qb3 Be7,10,
1666,1549,white,900+8,e4 e5 Nc3 c5 Bc4 Nc6 d3 Nd4 Nf3 d6,10,
1547,1692,white,300+3,e4 e5 Nf3 d6 Bc4 Be7 d4 exd4 Nxd4 Nf6,10,
1522,1528,black,900+8,e4 e5 Nf3 c6 Nxe5 Qa5 Nc4 Qc5 d3 Be7,10,
1776,1542,white,120+0,e4 e5 d3 Nc6 Nf3 h6 Be2 Nf6 O-O Bd6,10,
1547,1770,black,120+0,e4 b6 Nf3 Bb7 Bd3 e6 O-O h6 Nc3 Nf6,10,
1699,1964,white,180+0,e4 Nc6 Nf3 e5 Bb5 f5 Bxc6 dxc6 exf5 Nf6,10,
1943,1877,white,180+2,d4 d5 c4 e6 Nc3 Nf6 cxd5 exd5 Bg5 c6,10,
1523,1675,black,1200+0,e4 e5 Nf3 Nc6 d4 Qf6 Bg5 Qg6 d5 Qxe4+,10,
1541,1536,white,300+8,e4 e5 Nc3 c6 Nf3 d6 d4 Bg4 Be2 Bxf3,10,
1787,1832,white,180+1,d4 d5 c4 e6 Nf3 Nf6 Nc3 a6 e3 dxc4,10,
1526,1483,white,240+6,e4 c5 e5 Nc6 Nf3 Qc7 d4 cxd4 Bf4 e6,10,
1422,1660,white,180+3,d4 d5 c4 c6 Nc3 Nf6 h3 Bf5 Nf3 e6,10,
1882,1694,white,300+8,d4 g6 e4 Bg7 Nf3 d6 c4 Nc6 Nc3 Bg4,10,
1636,1718,draw,300+0,e4 e5 d3 d6 h3 Nc6 Be2 Nf6 c3 Be7,10,
1500,1483,white,300+8,e4 d5 exd5 Qxd5 Nc3 Qd8 d4 c6 Bf4 e6,10,
1500,1205,white,180+0,d4 e6 a3 Nc6 Nc3 Nf6 Bf4 d6 Nf3 h6,10,
1698,1500,white,900+13,e4 e5 c4 Nf6 Nc3 Bb4 Bd3 O-O Nf3 Nc6,10,
1537,1781,black,120+0,e4 d6 Nf3 c5 Nc3 g6 b3 Bg7 Bb2 Nf6,10,
1520,1500,black,180+2,e4 e5 Nf3 d6 Bc4 a5 c3 c6 d4 b5,10,
1665,1785,black,480+5,d4 Nf6 h3 e6 Nf3 d5 c3 Ne4 Bf4 Bd6,10,
1449,1754,black,300+0,d4 b6 e4 Bb7 Bc4 e6 d5 exd5 exd5 Qe7+,10,
1630,1590,black,60+15,e4 c6 Nf3 d6 Nc3 Nf6 h3 Nbd7 d4 Qa5,10,
1337,1424,black,480+8,e4 e5 Nf3 d6 h3 g6 Bd3 Nf6 O-O Bg7,10,
1642,1303,white,360+0,e4 e5 Bc4 f6 d3 c6 a3 d5 exd5 cxd5,10,
1512,1685,black,180+2,e4 e5 Nf3 Nc6 Bb5 Nd4 Nxd4 exd4 d3 Qe7,10,
1626,1621,black,420+5,e4 e5 Nf3 Nf6 d3 Nc6 Bg5 Be7 Be2 h6,10,
1427,1817,black,300+3,e4 e5 Qh5 Nc6 Bb5 d6 Bxc6+ bxc6 Nf3 Nf6,10,
1625,1803,black,300+4,e3 e5 Nc3 d5 d4 e4 f3 Nf6 fxe4 Nxe4,10,
1412,1643,black,480+4,e4 c6 d4 d5 exd5 cxd5 Nc3 Nf6 Bb5+ Bd7,10,
1654,1719,white,660+6,e4 c6 Nf3 d5 exd5 cxd5 Bb5+ Bd7 Qe2 Nf6,10,
1674,1514,black,300+8,e4 g6 d4 Bg7 Nf3 Nc6 b3 Nf6 e5 Ne4,10,
1375,1348,white,780+0,e4 c5 Nc3 Nc6 Nf3 e6 d3 d5 exd5 exd5,10,
1658,1333,white,600+8,e4 c6 e5 d5 d4 f5 c4 e6 Nh3 Bb4+,10,
1555,1531,white,300+3,d4 d5 e3 Na6 a3 Nf6 Nd2 Qd6 Bd3 g6,10,
1500,1575,white,180+0,d4 d5 Nc3 e6 a3 Nf6 Bf4 Bd6 Qd2 Nc6,10,
1774,2094,black,120+0,e4 c5 b4 cxb4 d4 e6 f4 d5 e5 Nc6,10,
1708,1430,white,420+0,c4 b6 e4 Bb7 Nc3 Nc6 d4 e6 Nf3 Bb4,10,
1576,1346,white,180+0,d4 c6 e4 d5 e5 e6 a3 Be7 c4 dxc4,10,
1506,1845,draw,180+3,e4 c6 Nf3 d5 exd5 cxd5 d4 Bg4 Be2 Nc6,10,
1615,1654,black,420+5,e4 e5 Nf3 f6 d4 d6 dxe5 fxe5 Bc4 Nf6,10,
1789,1566,white,300+0,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nf6 c3 Bg7,10,
1401,1505,black,300+0,e4 e5 Qf3 Nf6 Qf5 d6 Bb5+ c6 Bc4 Bxf5,10,
1468,1536,black,300+3,e4 e5 Nf3 Nc6 Bc4 d5 Bxd5 Be6 Bxe6 fxe6,10,
1741,1783,white,240+0,d4 d6 c3 g6 e4 Bg7 Nf3 Nf6 Bg5 O-O,10,
1639,1324,white,180+3,d4 e6 c4 Qg5 Bxg5,5,
1711,1638,white,300+0,d4 d5 e3 e6 Nf3 h6 c4 dxc4 Bxc4 Nf6,10,
1457,1514,white,420+0,d4 d5 c4 dxc4 Nc3 a6 e4 b5 a4 Bd7,10,
1551,1530,white,300+8,e4 g6 d4 Bg7 e5 d5 Nf3 Nc6 Bb5 a6,10,
1561,1830,white,300+0,e4 e5 Nf3 d6 Bc4 a5 h3 c6 a3 Be6,10,
1677,1939,black,180+2,e4 c6 f4 d5 exd5 cxd5 Nf3 Nf6 d4 g6,10,
1588,1622,black,180+0,d3 e5 e4 h6 f4 exf4 Nf3 d5 Bxf4 dxe4,10,
1667,1774,black,300+8,e4 e5 Nf3 Nc6 Bb5 d6 Bxc6+ bxc6 Nc3 Bg4,10,
1657,1694,black,480+5,d4 d5 h3 Bf5 Nf3 e6 c3 c5 a3 c4,10,
1512,1720,white,180+3,e4 c6 Bc4 d5 exd5 cxd5 Bb3 Nc6 d4 a5,10,
1819,1425,white,300+3,e4 e5 Nf3 Nc6 Bc4 h6 O-O a6 d4 exd4,10,
1643,1903,white,180+3,d4 d5 Nf3 Qd6 c4 Qxh2 Rxh2,7,
1645,1552,white,360+0,e4 g6 d4 Bg7 Be3 d6 c3 Nf6 Bd3 O-O,10,
1299,1786,black,120+0,e4 d6 f3 c5 c3 Nf6 d4 Nbd7 Qe2 e6,10,
1723,1740,black,300+3,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O d6 d3 Bg4,10,
1546,1463,black,240+6,e4 e5 Nf3 d6 Bc4 Bg4 d4 exd4 h3 Bh5,10,
1700,1577,black,300+0,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nf6 c3 Be7,10,
1564,2123,black,120+0,d4 c6 c4 d5 cxd5 cxd5 Nf3 Nf6 e3 Nc6,10,
1664,1630,white,180+3,d4 d5 Nf3 e6 c4 h6 Nc3 Nf6 Bf4 Bd6,10,
1983,1905,white,240+0,d4 d5 c4 e6 Nc3 Nf6 Nf3 c6 e3 Bd6,10,
1328,1434,white,480+8,e4 e5 Nf3 d6 d4 Bg4 h3 Bxf3 Qxf3 g6,10,
1392,1599,black,60+0,e4 e5 f4 d6 Bc4 Nc6 Nc3 Be6 Nf3 Bxc4,10,
1687,1516,white,1200+0,e4 e5 Nf3 Nc6 Bc4 a6 Nc3 b5 Bb3 Nf6,10,
1525,1500,white,240+3,e4 e5 Nf3 Nf6 Nxe5 Qe7 d4 d6 Nf3 Nxe4,10,
1612,1770,black,180+0,e4 c6 d4 g6 Nf3 Bg7 Be3 d6 Bd3 Nf6,10,
1753,1804,black,240+0,d4 d5 c3 e6 Nd2 Nf6 Ngf3 c5 g3 b6,10,
1624,1987,black,60+0,e4 e5 d4 Nc6 d5 Nb8 Bd3 d6 Nf3 Bg4,10,
1626,1579,black,240+0,e4 e5 Nf3 Nc6 d4 d6 d5 Nce7 Bd3 c6,10,
1751,1712,white,300+3,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 Nge7 h3 O-O,10,
1953,2027,black,180+0,e4 c6 Nf3 d5 e5 Bg4 d4 e6 Be2 c5,10,
1519,1562,black,300+8,b3 e5 Bb2 Nc6 d4 Bb4+ Bc3 Bxc3+ Nxc3 Nxd4,10,
1337,1481,black,900+0,d4 d5 g3 Bf5 c3 e6 Bf4 c5 Bxb8 Rxb8,10,
1385,1604,black,60+0,e4 e5 f4 d6 Bc4 Nc6 Nf3 Be6 Bxe6 fxe6,10,
1580,1702,white,300+20,Nf3 Nc6 d4 d6 d5 Na5 e4 c6 Nc3 cxd5,10,
1521,1627,black,300+3,e4 e5 Qh5 d6 d4 g6 Qd1 Nf6 Nc3 exd4,10,
2037,1944,white,180+0,d4 d5 c4 e6 Nf3 Nf6 g3 Be7 Bg2 O-O,10,
1622,1280,white,60+0,e4 e5 Bc4 d6 Nf3 f6 O-O Ne7 d3 Bd7,10,
1647,1500,black,480+5,d4 b6 Bf4 Bb7 e3 Nc6 a3 e6 Nd2 g5,10,
1385,1387,white,780+0,e4 e5 Nf3 Qf6 Nc3 g5 Be2 g4 Ng1 h5,10,
1379,1531,white,60+0,e4 e5 f4 Nc6 Bc4 Qf6 d3 exf4 Nf3 Bc5,10,
1492,1498,white,300+5,d4 d5 Nf3 a6 e3 h6 c4 e6 c5 b6,10,
1277,1625,black,60+0,e4 g6 e5 Bg7 d4 e6 f4 d6 Nf3 dxe5,10,
1661,1500,white,600+8,e4 c5 e5 Nc6 Nf3 a6 d4 e6 d5 exd5,10,
1532,2124,black,120+0,e4 c6 Nf3 d5 Nc3 d4 Ne2 c5 d3 Nc6,10,2874.37
1848,1701,white,420+0,e4 c6 d4 d5 Nc3 dxe4 Nxe4 Bf5 Ng3 Bg6,10,
1591,1777,black,180+0,d4 c6 c4 d6 Nf3 g6 e3 Bg7 Bd3 Nf6,10,
1515,1398,black,60+0,e4 e5 Nf3 Nc6 Nc3 Nf6 b3 Bc5 Bb2 d6,10,
1683,1634,black,300+0,e4 d6 d4 Nf6 Bd3 g6 Be3 Bg7 Ne2 O-O,10,
1482,1484,white,420+0,d4 e6 c4 c5 d5 d6 Nc3 Be7 e4 Bf6,10,
1572,1683,black,360+0,d4 e6 c4 a6 Nc3 d6 Nf3 h6 Bf4 Be7,10,
1650,1688,white,300+8,e4 g6 d4 d6 Nf3 Bg4 h3 Bxf3 Qxf3 Nc6,10,
1935,1910,white,180+3,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6,10,
1415,1499,white,60+0,e4 b6 d4 Bb7 d5 e6 c4 Nf6 Nc3 Bb4,10,
1513,1305,white,300+8,e4 d5 Nc3 dxe4 Nxe4 Bf5 Bd3 Bxe4 Bxe4 e6,10,
1648,1620,white,180+0,d4 d5 Nc3 e6 a3 h6 Bf4 Nf6 Nb5 Bd6,10,
1079,1506,black,300+12,e4 d5 f3 dxe4 Bb5+ c6 Ba4 Na6 fxe4 Nc5,10,
1246,1332,white,480+8,e4 e5 Qh5 Nc6 Bc4 g6 f3 Nf6 Qh3 Nd4,10,
1695,1673,white,300+5,d4 Nf6 c4 e5 dxe5 Ng4 Nf3 Nc6 Bf4 Bb4+,10,
1643,1330,black,1800+0,e4 e6 Qf3 d5 e5 d4 d3 Nc6 Bf4 Bb4+,10,
1605,1945,black,180+0,e4 Nc6 d4 e5 d5 Nce7 f4 Ng6 f5 Qh4+,10,
1628,1405,white,60+0,e4 e5 Bc4 d6 Nf3 Nf6 Ng5 d5 exd5 Nxd5,10,
1430,1563,black,60+0,e4 e5 f4 exf4 Bc4 Qh4+ Kf1 Nf6 Nf3 Qh6,10,
1702,1761,white,300+3,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 d6 d4 exd4,10,
1724,1651,black,300+0,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6,10,
1399,1633,black,60+0,f4 g6 Nf3 Bg7 e4 e6 d3 Qe7 Be2 d6,10,
1677,1500,black,180+3,d4 d5 Nf3 e6 c4 Nf6 Bg5 Bb4+ Nc3 Ne4,10,
1422,1788,black,60+0,e4 d6 f4 c5 d4 Nc6 d5 Nb8 Bb5+ Bd7,10,
1638,1394,white,60+0,e3 e5 d3 Nf6 Be2 d5 Bd2 Bd6 c3 O-O,10,
